Matnr,Bwkey,Lbkum,Salk3,Vprsv,Verpr,Stprs,Peinh,Bklas
000000000010000606,4000,0.000,0.00,V,170392.80,0.00,1.000,3200
000000000010000607,1000,1.000,16958.80,V,16958.80,0.00,1.000,3200
000000000080000137,2000,7.000,646883.09,V,92411.87,0.00,1.000,3200
000000000080000138,1000,2.000,882679.98,V,441339.99,0.00,1.000,3200
000000000080000139,2000,0.000,0.00,V,226461.80,0.00,1.000,3200
000000000080000139,1000,16.000,3623388.80,V,226461.80,0.00,1.000,3200
000000000030000135,4000,0.000,0.00,V,130323.19,0.00,1.000,3200
000000000010000608,1000,16.000,6060717.28,V,378794.83,0.00,1.000,3200
000000000010000609,1000,0.000,0.00,V,19795.58,0.00,1.000,3200
000000000010000609,2000,0.000,0.00,V,19795.58,0.00,1.000,3200
000000000080000140,4000,0.000,0.00,V,95899.16,0.00,1.000,3200
000000000010000610,4000,7.000,146291.39,V,20898.77,0.00,1.000,3200
000000000030000136,3000,4.000,1131378.20,V,282844.55,0.00,1.000,3200
000000000080000141,1000,2.000,788921.90,V,394460.95,0.00,1.000,3200
000000000010000611,4000,10.000,1643211.80,V,164321.18,0.00,1.000,3200
000000000010000612,4000,27.000,292016.07,V,10815.41,0.00,1.000,3200
000000000010000612,1000,11.000,118969.51,V,10815.41,0.00,1.000,3200
000000000080000142,3000,6.000,476260.68,V,79376.78,0.00,1.000,3200
000000000030000137,3000,0.000,0.00,V,104274.60,0.00,1.000,3200
000000000010000613,3000,6.000,398246.16,V,66374.36,0.00,1.000,3200
000000000010000614,2000,8.000,168044.88,V,21005.61,0.00,1.000,3200
000000000010000615,3000,1.000,86586.12,V,86586.12,0.00,1.000,3200
000000000090000034,3000,27.000,2091000.96,V,77444.48,0.00,1.000,3200
000000000090000034,1000,22.000,1703778.56,V,77444.48,0.00,1.000,3200
000000000080000143,2000,5.000,1352203.75,V,270440.75,0.00,1.000,3200
000000000010000616,2000,18.000,1621437.66,V,90079.87,0.00,1.000,3200
000000000010000616,1000,9.000,810718.83,V,90079.87,0.00,1.000,3200
000000000010000617,1000,2.000,742236.74,V,371118.37,0.00,1.000,3200
000000000010000617,3000,10.000,3711183.70,V,371118.37,0.00,1.000,3200
000000000080000144,2000,22.000,2622213.22,V,119191.51,0.00,1.000,3200
000000000010000618,4000,9.000,703496.70,V,78166.30,0.00,1.000,3200
000000000010000618,3000,4.000,312665.20,V,78166.30,0.00,1.000,3200
000000000080000145,1000,16.000,1702541.28,V,106408.83,0.00,1.000,3200
000000000030000138,4000,2.000,24271.44,V,12135.72,0.00,1.000,3200
000000000010000619,4000,0.000,0.00,V,117081.66,0.00,1.000,3200
000000000010000620,1000,0.000,0.00,V,61594.64,0.00,1.000,3200
000000000010000621,1000,0.000,0.00,V,26671.29,0.00,1.000,3200
000000000010000622,1000,6.000,136754.28,V,22792.38,0.00,1.000,3200
000000000010000623,4000,1.000,37681.80,V,37681.80,0.00,1.000,3200
000000000010000624,2000,16.000,21246.72,V,1327.92,0.00,1.000,3200
000000000030000139,3000,1.000,39444.04,V,39444.04,0.00,1.000,3200
000000000010000625,3000,12.000,1288541.40,V,107378.45,0.00,1.000,3200
000000000010000626,1000,53.000,1096930.93,V,20696.81,0.00,1.000,3200
000000000010000627,2000,5.000,708153.60,V,141630.72,0.00,1.000,3200
000000000010000628,4000,0.000,0.00,V,9647.10,0.00,1.000,3200
000000000090000035,2000,16.000,2713189.44,V,169574.34,0.00,1.000,3200
000000000010000629,1000,33.000,3741570.03,V,113380.91,0.00,1.000,3200
000000000010000629,4000,4.000,453523.64,V,113380.91,0.00,1.000,3200
000000000030000140,3000,1.000,83002.55,V,83002.55,0.00,1.000,3200
000000000010000630,1000,0.000,0.00,V,121504.74,0.00,1.000,3200
000000000010000631,1000,3.000,213832.53,V,71277.51,0.00,1.000,3200
000000000080000146,1000,13.000,1032865.73,V,79451.21,0.00,1.000,3200
000000000080000146,3000,23.000,1827377.83,V,79451.21,0.00,1.000,3200
000000000030000141,3000,1.000,84568.82,V,84568.82,0.00,1.000,3200
000000000030000141,2000,0.000,0.00,V,84568.82,0.00,1.000,3200
000000000080000147,2000,2.000,684842.88,V,342421.44,0.00,1.000,3200
000000000090000036,3000,24.000,3974475.36,V,165603.14,0.00,1.000,3200
000000000090000036,2000,19.000,3146459.66,V,165603.14,0.00,1.000,3200
000000000080000148,4000,8.000,1168172.80,V,146021.60,0.00,1.000,3200
000000000010000632,1000,0.000,0.00,V,159228.86,0.00,1.000,3200
000000000010000633,1000,1.000,53285.17,V,53285.17,0.00,1.000,3200
000000000010000633,4000,4.000,213140.68,V,53285.17,0.00,1.000,3200
000000000030000142,1000,3.000,136054.62,V,45351.54,0.00,1.000,3200
000000000030000142,4000,4.000,181406.16,V,45351.54,0.00,1.000,3200
000000000080000149,2000,2.000,433250.26,V,216625.13,0.00,1.000,3200
000000000030000143,2000,0.000,0.00,V,14163.73,0.00,1.000,3200
000000000030000143,3000,4.000,56654.92,V,14163.73,0.00,1.000,3200
000000000010000634,1000,10.000,1777404.50,V,177740.45,0.00,1.000,3200
000000000010000635,2000,0.000,0.00,V,92113.82,0.00,1.000,3200
000000000090000037,3000,21.000,1347158.40,V,64150.40,0.00,1.000,3200
000000000030000144,3000,5.000,669730.40,V,133946.08,0.00,1.000,3200
000000000010000636,1000,0.000,0.00,V,91720.11,0.00,1.000,3200
000000000010000637,2000,7.000,865255.44,V,123607.92,0.00,1.000,3200
000000000010000638,1000,127.000,1524454.66,V,12003.58,0.00,1.000,3200
000000000010000638,4000,295.000,3541056.10,V,12003.58,0.00,1.000,3200
000000000010000639,1000,14.000,1174003.32,V,83857.38,0.00,1.000,3200
000000000010000640,4000,14.000,1683775.80,V,120269.70,0.00,1.000,3200
000000000010000641,2000,8.000,5193502.88,V,649187.86,0.00,1.000,3200
000000000080000150,4000,8.000,3016481.44,V,377060.18,0.00,1.000,3200
000000000010000642,2000,239.000,5643987.39,V,23615.01,0.00,1.000,3200
000000000010000643,2000,5.000,2593991.55,V,518798.31,0.00,1.000,3200
000000000080000151,1000,6.000,1337884.68,V,222980.78,0.00,1.000,3200
000000000080000151,2000,4.000,891923.12,V,222980.78,0.00,1.000,3200
000000000010000644,1000,81.000,53425352.25,V,659572.25,0.00,1.000,3200
000000000010000645,3000,3.000,231690.42,V,77230.14,0.00,1.000,3200
000000000030000145,3000,0.000,0.00,V,55184.70,0.00,1.000,3200
000000000030000145,4000,1.000,55184.70,V,55184.70,0.00,1.000,3200
000000000010000646,3000,4.000,215692.00,V,53923.00,0.00,1.000,3200
000000000030000146,4000,5.000,256761.20,V,51352.24,0.00,1.000,3200
000000000010000647,2000,0.000,0.00,V,96654.87,0.00,1.000,3200
000000000080000152,1000,7.000,618325.96,V,88332.28,0.00,1.000,3200
000000000010000648,1000,5.000,3108445.10,V,621689.02,0.00,1.000,3200
000000000010000649,1000,3.000,1934359.83,V,644786.61,0.00,1.000,3200
000000000010000650,4000,90.000,1131731.10,V,12574.79,0.00,1.000,3200
000000000010000651,2000,2.000,253460.46,V,126730.23,0.00,1.000,3200
000000000010000652,4000,8.000,1238881.20,V,154860.15,0.00,1.000,3200
000000000010000652,1000,5.000,774300.75,V,154860.15,0.00,1.000,3200
000000000010000653,3000,50.000,1070775.50,V,21415.51,0.00,1.000,3200
000000000010000654,3000,3.000,535359.33,V,178453.11,0.00,1.000,3200
000000000010000654,1000,4.000,713812.44,V,178453.11,0.00,1.000,3200
000000000010000655,3000,5.000,625050.55,V,125010.11,0.00,1.000,3200
000000000010000656,4000,6.000,854340.30,V,142390.05,0.00,1.000,3200
000000000010000656,2000,5.000,711950.25,V,142390.05,0.00,1.000,3200
000000000010000657,3000,55.000,418688.05,V,7612.51,0.00,1.000,3200
000000000010000658,1000,57.000,248888.79,V,4366.47,0.00,1.000,3200
000000000010000659,3000,7.000,1716924.72,V,245274.96,0.00,1.000,3200
000000000010000659,2000,0.000,0.00,V,245274.96,0.00,1.000,3200
000000000010000660,3000,0.000,0.00,V,152297.18,0.00,1.000,3200
000000000010000661,4000,131.000,2963657.54,V,22623.34,0.00,1.000,3200
000000000010000662,1000,0.000,0.00,V,132179.66,0.00,1.000,3200
000000000030000147,3000,4.000,2559408.88,V,639852.22,0.00,1.000,3200
000000000030000148,2000,0.000,0.00,V,767281.16,0.00,1.000,3200
000000000010000663,2000,207.000,2690240.31,V,12996.33,0.00,1.000,3200
000000000010000664,3000,143.000,561083.38,V,3923.66,0.00,1.000,3200
000000000080000153,4000,23.000,6974972.64,V,303259.68,0.00,1.000,3200
000000000010000665,3000,2.000,287732.62,V,143866.31,0.00,1.000,3200
000000000010000666,1000,1.000,177170.69,V,177170.69,0.00,1.000,3200
000000000030000149,2000,3.000,2375190.99,V,791730.33,0.00,1.000,3200
000000000010000667,1000,44.000,1069438.48,V,24305.42,0.00,1.000,3200
000000000010000667,3000,370.000,8993005.40,V,24305.42,0.00,1.000,3200
000000000010000668,1000,0.000,0.00,V,138681.90,0.00,1.000,3200
000000000080000154,4000,2.000,519926.90,V,259963.45,0.00,1.000,3200
000000000030000150,2000,5.000,171084.30,V,34216.86,0.00,1.000,3200
000000000010000669,3000,0.000,0.00,V,92312.17,0.00,1.000,3200
000000000010000670,2000,3.000,448152.24,V,149384.08,0.00,1.000,3200
000000000030000151,3000,3.000,14850.99,V,4950.33,0.00,1.000,3200
000000000030000151,4000,0.000,0.00,V,4950.33,0.00,1.000,3200
000000000080000155,4000,1.000,165893.86,V,165893.86,0.00,1.000,3200
000000000080000156,2000,6.000,1463442.54,V,243907.09,0.00,1.000,3200
000000000080000156,4000,8.000,1951256.72,V,243907.09,0.00,1.000,3200
000000000010000671,2000,0.000,0.00,V,88495.39,0.00,1.000,3200
000000000010000672,3000,10.000,1665068.70,V,166506.87,0.00,1.000,3200
000000000010000673,4000,14.000,1233356.32,V,88096.88,0.00,1.000,3200
000000000010000674,4000,190.000,165896.60,V,873.14,0.00,1.000,3200
000000000010000675,1000,3.000,173379.54,V,57793.18,0.00,1.000,3200
000000000010000675,4000,1.000,57793.18,V,57793.18,0.00,1.000,3200
000000000010000676,2000,3.000,472140.57,V,157380.19,0.00,1.000,3200
000000000080000157,4000,12.000,5043127.80,V,420260.65,0.00,1.000,3200
000000000030000152,3000,6.000,540850.32,V,90141.72,0.00,1.000,3200
000000000030000152,2000,0.000,0.00,V,90141.72,0.00,1.000,3200
000000000080000158,2000,4.000,1600815.96,V,400203.99,0.00,1.000,3200
000000000080000158,1000,8.000,3201631.92,V,400203.99,0.00,1.000,3200
000000000090000038,4000,12.000,1375803.72,V,114650.31,0.00,1.000,3200
000000000090000038,3000,18.000,2063705.58,V,114650.31,0.00,1.000,3200
000000000030000153,4000,7.000,529669.63,V,75667.09,0.00,1.000,3200
000000000010000677,1000,6.000,858996.42,V,143166.07,0.00,1.000,3200
000000000010000678,1000,2.000,329780.52,V,164890.26,0.00,1.000,3200
000000000010000679,1000,0.000,0.00,V,83165.96,0.00,1.000,3200
000000000090000039,1000,31.000,3607452.95,V,116369.45,0.00,1.000,3200
000000000080000159,2000,14.000,5507162.08,V,393368.72,0.00,1.000,3200
000000000080000159,3000,3.000,1180106.16,V,393368.72,0.00,1.000,3200
000000000010000680,3000,10.000,7193402.60,V,719340.26,0.00,1.000,3200
000000000010000681,4000,33.000,242121.33,V,7337.01,0.00,1.000,3200
000000000010000681,2000,87.000,638319.87,V,7337.01,0.00,1.000,3200
000000000080000160,2000,11.000,3076841.57,V,279712.87,0.00,1.000,3200
000000000030000154,2000,8.000,897968.00,V,112246.00,0.00,1.000,3200
000000000010000682,1000,3.000,1290507.36,V,430169.12,0.00,1.000,3200
000000000010000683,2000,63.000,309844.08,V,4918.16,0.00,1.000,3200
000000000010000683,3000,134.000,659033.44,V,4918.16,0.00,1.000,3200
000000000080000161,1000,4.000,128325.08,V,32081.27,0.00,1.000,3200
000000000030000155,2000,9.000,838461.42,V,93162.38,0.00,1.000,3200
000000000030000155,4000,1.000,93162.38,V,93162.38,0.00,1.000,3200
000000000010000684,2000,5.000,448674.70,V,89734.94,0.00,1.000,3200
000000000080000162,2000,1.000,287270.08,V,287270.08,0.00,1.000,3200
000000000010000685,3000,10.000,1329149.50,V,132914.95,0.00,1.000,3200
000000000030000156,3000,0.000,0.00,V,157978.04,0.00,1.000,3200
000000000010000686,2000,9.000,166013.28,V,18445.92,0.00,1.000,3200
000000000090000040,2000,18.000,1553339.16,V,86296.62,0.00,1.000,3200
000000000010000687,4000,2.000,355540.54,V,177770.27,0.00,1.000,3200
000000000080000163,2000,5.000,1615660.65,V,323132.13,0.00,1.000,3200
000000000010000688,2000,3.000,272311.80,V,90770.60,0.00,1.000,3200
000000000080000164,4000,20.000,6439713.60,V,321985.68,0.00,1.000,3200
000000000080000164,3000,1.000,321985.68,V,321985.68,0.00,1.000,3200
000000000080000165,3000,17.000,3588597.49,V,211093.97,0.00,1.000,3200
000000000030000157,1000,0.000,0.00,V,31265.39,0.00,1.000,3200
000000000080000166,1000,7.000,1646211.77,V,235173.11,0.00,1.000,3200
000000000090000041,1000,37.000,3809316.87,V,102954.51,0.00,1.000,3200
000000000090000041,2000,31.000,3191589.81,V,102954.51,0.00,1.000,3200
000000000080000167,2000,13.000,5255576.17,V,404275.09,0.00,1.000,3200
000000000010000689,1000,25.000,1508856.00,V,60354.24,0.00,1.000,3200
000000000010000690,3000,0.000,0.00,V,162893.13,0.00,1.000,3200
000000000010000691,3000,35.000,679514.85,V,19414.71,0.00,1.000,3200
000000000010000692,3000,0.000,0.00,V,103911.76,0.00,1.000,3200
000000000010000693,1000,41.000,3540457.42,V,86352.62,0.00,1.000,3200
000000000010000694,1000,0.000,0.00,V,2250.77,0.00,1.000,3200
000000000010000694,4000,115.000,258838.55,V,2250.77,0.00,1.000,3200
000000000010000695,2000,12.000,1325155.92,V,110429.66,0.00,1.000,3200
000000000010000695,1000,0.000,0.00,V,110429.66,0.00,1.000,3200
000000000030000158,3000,1.000,146631.76,V,146631.76,0.00,1.000,3200
000000000030000158,4000,0.000,0.00,V,146631.76,0.00,1.000,3200
000000000010000696,1000,7.000,893677.54,V,127668.22,0.00,1.000,3200
000000000010000697,2000,0.000,0.00,V,21775.10,0.00,1.000,3200
000000000010000698,2000,0.000,0.00,V,104884.64,0.00,1.000,3200
000000000010000699,2000,11.000,402760.49,V,36614.59,0.00,1.000,3200
000000000010000700,3000,1.000,148545.59,V,148545.59,0.00,1.000,3200
000000000010000701,2000,0.000,0.00,V,24890.25,0.00,1.000,3200
000000000010000701,1000,0.000,0.00,V,24890.25,0.00,1.000,3200
000000000010000702,1000,0.000,0.00,V,142563.67,0.00,1.000,3200
000000000010000702,3000,0.000,0.00,V,142563.67,0.00,1.000,3200
000000000010000703,4000,6.000,667581.42,V,111263.57,0.00,1.000,3200
000000000010000703,3000,1.000,111263.57,V,111263.57,0.00,1.000,3200
000000000010000704,1000,76.000,74320.40,V,977.90,0.00,1.000,3200
000000000080000168,2000,14.000,884856.84,V,63204.06,0.00,1.000,3200
000000000010000705,1000,0.000,0.00,V,120901.53,0.00,1.000,3200
000000000010000705,3000,0.000,0.00,V,120901.53,0.00,1.000,3200
000000000010000706,2000,2.000,345302.40,V,172651.20,0.00,1.000,3200
000000000010000706,1000,12.000,2071814.40,V,172651.20,0.00,1.000,3200
000000000030000159,3000,6.000,373287.06,V,62214.51,0.00,1.000,3200
000000000030000159,1000,0.000,0.00,V,62214.51,0.00,1.000,3200
000000000010000707,4000,11.000,8220845.60,V,747349.60,0.00,1.000,3200
000000000010000708,1000,5.000,3223237.85,V,644647.57,0.00,1.000,3200
000000000010000709,3000,251.000,4838193.17,V,19275.67,0.00,1.000,3200
000000000010000709,4000,74.000,1426399.58,V,19275.67,0.00,1.000,3200
000000000010000710,4000,121.000,1100182.82,V,9092.42,0.00,1.000,3200
000000000010000711,1000,60.000,781530.00,V,13025.50,0.00,1.000,3200
000000000030000160,4000,6.000,985165.38,V,164194.23,0.00,1.000,3200
000000000010000712,4000,185.000,4169789.00,V,22539.40,0.00,1.000,3200
000000000010000713,1000,0.000,0.00,V,45670.08,0.00,1.000,3200
000000000010000714,4000,31.000,241578.97,V,7792.87,0.00,1.000,3200
000000000010000715,1000,11.000,84141.20,V,7649.20,0.00,1.000,3200
000000000010000716,2000,1.000,134563.59,V,134563.59,0.00,1.000,3200
000000000010000716,1000,1.000,134563.59,V,134563.59,0.00,1.000,3200
000000000010000717,1000,0.000,0.00,V,123398.38,0.00,1.000,3200
000000000010000718,3000,5.000,273537.80,V,54707.56,0.00,1.000,3200
000000000080000169,1000,2.000,478031.82,V,239015.91,0.00,1.000,3200
000000000010000719,1000,4.000,69336.32,V,17334.08,0.00,1.000,3200
000000000010000720,2000,5.000,403010.95,V,80602.19,0.00,1.000,3200
000000000010000720,4000,0.000,0.00,V,80602.19,0.00,1.000,3200
000000000010000721,2000,38.000,524470.30,V,13801.85,0.00,1.000,3200
000000000010000722,2000,0.000,0.00,V,169065.71,0.00,1.000,3200
000000000010000723,1000,0.000,0.00,V,175090.08,0.00,1.000,3200
000000000030000161,2000,7.000,687649.55,V,98235.65,0.00,1.000,3200
000000000010000724,1000,53.000,538185.85,V,10154.45,0.00,1.000,3200
000000000010000724,4000,132.000,1340387.40,V,10154.45,0.00,1.000,3200
000000000030000162,1000,4.000,563395.44,V,140848.86,0.00,1.000,3200
000000000030000162,3000,1.000,140848.86,V,140848.86,0.00,1.000,3200
000000000090000042,3000,10.000,1065792.40,V,106579.24,0.00,1.000,3200
000000000030000163,2000,0.000,0.00,V,51223.68,0.00,1.000,3200
000000000010000725,4000,44.000,902426.36,V,20509.69,0.00,1.000,3200
000000000010000726,3000,70.000,18264950.90,V,260927.87,0.00,1.000,3200
000000000030000164,1000,1.000,27309.36,V,27309.36,0.00,1.000,3200
000000000010000727,1000,27.000,1942192.35,V,71933.05,0.00,1.000,3200
000000000010000727,4000,6.000,431598.30,V,71933.05,0.00,1.000,3200
000000000090000043,1000,18.000,1059388.56,V,58854.92,0.00,1.000,3200
000000000010000728,4000,0.000,0.00,V,79937.24,0.00,1.000,3200
000000000080000170,2000,16.000,1715994.88,V,107249.68,0.00,1.000,3200
000000000080000170,4000,8.000,857997.44,V,107249.68,0.00,1.000,3200
000000000010000729,2000,0.000,0.00,V,52790.75,0.00,1.000,3200
000000000080000171,3000,2.000,679114.72,V,339557.36,0.00,1.000,3200
000000000030000165,3000,6.000,2569754.22,V,428292.37,0.00,1.000,3200
000000000010000730,1000,0.000,0.00,V,31953.72,0.00,1.000,3200
000000000010000731,2000,43.000,410362.33,V,9543.31,0.00,1.000,3200
000000000010000731,4000,79.000,753921.49,V,9543.31,0.00,1.000,3200
000000000010000732,2000,2.000,217344.14,V,108672.07,0.00,1.000,3200
000000000010000733,1000,99.000,2315938.68,V,23393.32,0.00,1.000,3200
000000000010000734,2000,13.000,2259397.01,V,173799.77,0.00,1.000,3200
000000000010000735,2000,6.000,2201803.62,V,366967.27,0.00,1.000,3200
000000000010000736,2000,82.000,12294546.18,V,149933.49,0.00,1.000,3200
000000000010000736,4000,105.000,15743016.45,V,149933.49,0.00,1.000,3200
000000000010000737,3000,39.000,64705.29,V,1659.11,0.00,1.000,3200
000000000080000172,2000,3.000,603546.99,V,201182.33,0.00,1.000,3200
000000000080000172,3000,8.000,1609458.64,V,201182.33,0.00,1.000,3200
000000000080000173,1000,8.000,1443953.52,V,180494.19,0.00,1.000,3200
000000000090000044,2000,15.000,1987152.75,V,132476.85,0.00,1.000,3200
000000000030000166,2000,1.000,154382.23,V,154382.23,0.00,1.000,3200
000000000010000738,4000,3.000,305170.02,V,101723.34,0.00,1.000,3200
000000000010000739,3000,6.000,4244194.68,V,707365.78,0.00,1.000,3200
000000000010000739,4000,9.000,6366292.02,V,707365.78,0.00,1.000,3200
000000000010000740,4000,40.000,20062293.60,V,501557.34,0.00,1.000,3200
000000000010000740,2000,57.000,28588768.38,V,501557.34,0.00,1.000,3200
000000000010000741,1000,0.000,0.00,V,114326.53,0.00,1.000,3200
000000000010000741,3000,0.000,0.00,V,114326.53,0.00,1.000,3200
000000000080000174,1000,9.000,2273215.59,V,252579.51,0.00,1.000,3200
000000000080000174,2000,2.000,505159.02,V,252579.51,0.00,1.000,3200
000000000010000742,1000,27.000,20402700.12,V,755655.56,0.00,1.000,3200
000000000010000743,3000,35.000,828553.60,V,23672.96,0.00,1.000,3200
000000000010000744,2000,6.000,453414.66,V,75569.11,0.00,1.000,3200
000000000030000167,1000,0.000,0.00,V,45264.59,0.00,1.000,3200
000000000010000745,2000,6.000,564900.60,V,94150.10,0.00,1.000,3200
000000000010000746,3000,233.000,127086091.71,V,545433.87,0.00,1.000,3200
000000000010000747,3000,20.000,3384681.20,V,169234.06,0.00,1.000,3200
000000000010000747,4000,18.000,3046213.08,V,169234.06,0.00,1.000,3200
000000000010000748,1000,8.000,152617.12,V,19077.14,0.00,1.000,3200
000000000030000168,2000,0.000,0.00,V,15486.30,0.00,1.000,3200
000000000030000169,4000,8.000,655371.44,V,81921.43,0.00,1.000,3200
000000000030000169,1000,2.000,163842.86,V,81921.43,0.00,1.000,3200
000000000010000749,3000,8.000,379086.80,V,47385.85,0.00,1.000,3200
000000000030000170,3000,2.000,1470594.92,V,735297.46,0.00,1.000,3200
000000000080000175,4000,4.000,679261.04,V,169815.26,0.00,1.000,3200
000000000010000750,3000,5.000,285243.65,V,57048.73,0.00,1.000,3200
000000000080000176,3000,17.000,6524683.30,V,383804.90,0.00,1.000,3200
000000000080000176,2000,22.000,8443707.80,V,383804.90,0.00,1.000,3200
000000000010000751,2000,0.000,0.00,V,45847.61,0.00,1.000,3200
000000000010000752,4000,0.000,0.00,V,169968.72,0.00,1.000,3200
000000000010000753,4000,55.000,1102787.40,V,20050.68,0.00,1.000,3200
000000000010000753,1000,45.000,902280.60,V,20050.68,0.00,1.000,3200
000000000010000754,2000,0.000,0.00,V,36626.23,0.00,1.000,3200
000000000030000171,2000,0.000,0.00,V,110280.20,0.00,1.000,3200
000000000030000171,4000,3.000,330840.60,V,110280.20,0.00,1.000,3200
000000000010000755,3000,0.000,0.00,V,92110.03,0.00,1.000,3200
000000000010000756,3000,5.000,2314048.40,V,462809.68,0.00,1.000,3200
000000000010000757,4000,0.000,0.00,V,9887.64,0.00,1.000,3200
000000000080000177,3000,24.000,7863891.60,V,327662.15,0.00,1.000,3200
000000000080000177,2000,5.000,1638310.75,V,327662.15,0.00,1.000,3200
000000000080000178,3000,12.000,4029722.52,V,335810.21,0.00,1.000,3200
000000000010000758,2000,10.000,810580.90,V,81058.09,0.00,1.000,3200
000000000010000759,3000,0.000,0.00,V,103913.09,0.00,1.000,3200
000000000030000172,1000,3.000,105227.04,V,35075.68,0.00,1.000,3200
000000000010000760,3000,10.000,5923743.20,V,592374.32,0.00,1.000,3200
000000000010000761,1000,20.000,2030066.00,V,101503.30,0.00,1.000,3200
000000000080000179,4000,2.000,546600.56,V,273300.28,0.00,1.000,3200
000000000080000179,3000,6.000,1639801.68,V,273300.28,0.00,1.000,3200
000000000010000762,4000,17.000,1005525.35,V,59148.55,0.00,1.000,3200
000000000080000180,3000,3.000,137568.96,V,45856.32,0.00,1.000,3200
000000000010000763,4000,14.000,845910.24,V,60422.16,0.00,1.000,3200
000000000010000763,1000,8.000,483377.28,V,60422.16,0.00,1.000,3200
000000000080000181,4000,7.000,2377272.94,V,339610.42,0.00,1.000,3200
000000000010000764,1000,3.000,374324.13,V,124774.71,0.00,1.000,3200
000000000010000764,3000,21.000,2620268.91,V,124774.71,0.00,1.000,3200
000000000010000765,3000,0.000,0.00,V,147253.42,0.00,1.000,3200
000000000010000766,2000,43.000,821489.20,V,19104.40,0.00,1.000,3200
000000000010000767,2000,0.000,0.00,V,307862.02,0.00,1.000,3200
000000000080000182,1000,8.000,1721292.48,V,215161.56,0.00,1.000,3200
000000000030000173,2000,0.000,0.00,V,102719.18,0.00,1.000,3200
000000000010000768,1000,0.000,0.00,V,45847.81,0.00,1.000,3200
000000000010000769,2000,7.000,653620.94,V,93374.42,0.00,1.000,3200
000000000010000770,4000,102.000,169979.94,V,1666.47,0.00,1.000,3200
000000000030000174,4000,0.000,0.00,V,37891.36,0.00,1.000,3200
000000000010000771,1000,0.000,0.00,V,154815.71,0.00,1.000,3200
000000000030000175,4000,10.000,1704883.30,V,170488.33,0.00,1.000,3200
000000000030000175,3000,2.000,340976.66,V,170488.33,0.00,1.000,3200
000000000010000772,1000,0.000,0.00,V,34236.67,0.00,1.000,3200
000000000010000773,3000,2.000,326958.82,V,163479.41,0.00,1.000,3200
000000000010000774,4000,3.000,157506.39,V,52502.13,0.00,1.000,3200
000000000010000775,4000,5.000,765119.20,V,153023.84,0.00,1.000,3200
000000000010000776,1000,0.000,0.00,V,174488.79,0.00,1.000,3200
000000000080000183,2000,4.000,702114.00,V,175528.50,0.00,1.000,3200
000000000010000777,4000,8.000,1770100.96,V,221262.62,0.00,1.000,3200
000000000080000184,4000,10.000,3171771.90,V,317177.19,0.00,1.000,3200
000000000010000778,1000,0.000,0.00,V,534018.33,0.00,1.000,3200
000000000010000779,4000,0.000,0.00,V,7494.11,0.00,1.000,3200
000000000090000045,2000,21.000,2711057.79,V,129097.99,0.00,1.000,3200
000000000010000780,1000,0.000,0.00,V,148641.90,0.00,1.000,3200
000000000010000781,2000,9.000,6070711.05,V,674523.45,0.00,1.000,3200
000000000010000782,2000,4.000,394970.48,V,98742.62,0.00,1.000,3200
000000000010000783,4000,2.000,269619.60,V,134809.80,0.00,1.000,3200
000000000030000176,4000,0.000,0.00,V,25121.46,0.00,1.000,3200
000000000010000784,1000,28.000,352884.84,V,12603.03,0.00,1.000,3200
000000000080000185,1000,6.000,2472025.20,V,412004.20,0.00,1.000,3200
000000000010000785,2000,2.000,25159.64,V,12579.82,0.00,1.000,3200
000000000010000786,2000,10.000,981873.30,V,98187.33,0.00,1.000,3200
000000000010000787,1000,11.000,8618555.77,V,783505.07,0.00,1.000,3200
000000000010000788,3000,281.000,1680621.66,V,5980.86,0.00,1.000,3200
000000000010000788,2000,0.000,0.00,V,5980.86,0.00,1.000,3200
000000000010000789,4000,0.000,0.00,V,28285.13,0.00,1.000,3200
000000000030000177,1000,0.000,0.00,V,492879.64,0.00,1.000,3200
000000000010000790,2000,1.000,42495.93,V,42495.93,0.00,1.000,3200
000000000010000791,4000,1.000,168802.52,V,168802.52,0.00,1.000,3200
000000000010000792,3000,2.000,25778.16,V,12889.08,0.00,1.000,3200
000000000010000793,2000,0.000,0.00,V,104609.05,0.00,1.000,3200
000000000030000178,4000,1.000,123413.11,V,123413.11,0.00,1.000,3200
000000000030000178,3000,1.000,123413.11,V,123413.11,0.00,1.000,3200
000000000010000794,1000,6.000,3108243.60,V,518040.60,0.00,1.000,3200
000000000010000795,4000,13.000,1767773.80,V,135982.60,0.00,1.000,3200
000000000010000795,3000,8.000,1087860.80,V,135982.60,0.00,1.000,3200
000000000090000046,2000,20.000,797174.80,V,39858.74,0.00,1.000,3200
000000000010000796,3000,102.000,10166081.94,V,99667.47,0.00,1.000,3200
000000000010000797,1000,0.000,0.00,V,71112.34,0.00,1.000,3200
000000000010000797,3000,0.000,0.00,V,71112.34,0.00,1.000,3200
000000000010000798,1000,90.000,1992216.60,V,22135.74,0.00,1.000,3200
000000000030000179,1000,1.000,60099.74,V,60099.74,0.00,1.000,3200
000000000030000180,3000,10.000,1579473.60,V,157947.36,0.00,1.000,3200
000000000030000181,4000,3.000,483951.60,V,161317.20,0.00,1.000,3200
000000000030000182,3000,3.000,74984.22,V,24994.74,0.00,1.000,3200
000000000010000799,4000,1.000,15367.30,V,15367.30,0.00,1.000,3200
