Matnr,Werks,Lgort,Charg,Clabs
000000000090000048,1000,SP01,6000001820,31.000
000000000010000836,3000,SP03,6000001821,0.009
000000000010000836,3000,SP03,6000001822,2.994
000000000010000836,3000,SP03,6000001823,5.488
000000000010000836,3000,SP03,6000001824,2.509
000000000030000192,1000,SP01,6000001825,2.000
000000000010000837,1000,SP01,6000001826,4.000
000000000010000837,2000,SP02,6000001827,10.000
000000000010000838,2000,SP02,6000001828,18.000
000000000010000839,4000,SP04,6000001829,1.000
000000000010000839,1000,SP01,6000001830,2.000
000000000010000840,4000,SP04,6000001831,3.000
000000000010000842,1000,SP01,6000001832,10.380
000000000010000842,1000,SP01,6000001833,38.881
000000000010000842,1000,SP01,6000001834,0.739
000000000010000842,3000,SP03,6000001835,52.782
000000000010000842,3000,SP03,6000001836,7.218
000000000080000192,1000,SP01,6000001837,5.098
000000000080000192,1000,SP01,6000001838,1.238
000000000080000192,1000,SP01,6000001839,1.853
000000000080000192,1000,SP01,6000001840,1.811
000000000030000193,1000,SP01,6000001841,1.000
000000000010000843,2000,SP02,6000001842,1.443
000000000010000843,2000,SP02,6000001843,0.405
000000000010000843,2000,SP02,6000001844,5.152
000000000010000843,4000,SP04,6000001845,7.000
000000000010000844,3000,SP03,6000001846,4.000
000000000080000193,1000,SP01,6000001847,3.000
000000000010000845,3000,SP03,6000001848,0.234
000000000010000845,3000,SP03,6000001849,5.766
000000000010000847,3000,SP03,6000001850,1.000
000000000080000194,3000,SP03,6000001851,5.784
000000000080000194,3000,SP03,6000001852,0.216
000000000080000194,1000,SP01,6000001853,9.000
000000000080000195,3000,SP03,6000001854,5.716
000000000080000195,3000,SP03,6000001855,1.284
000000000010000848,3000,SP03,6000001856,1.000
000000000010000849,1000,SP01,6000001857,3.000
000000000080000196,3000,SP03,6000001858,7.886
000000000080000196,3000,SP03,6000001859,1.679
000000000080000196,3000,SP03,6000001860,0.517
000000000080000196,3000,SP03,6000001861,1.918
000000000080000196,2000,SP02,6000001862,6.000
000000000010000850,4000,SP04,6000001863,1.000
000000000010000850,2000,SP02,6000001864,7.000
000000000080000197,1000,SP01,6000001865,21.000
000000000010000851,3000,SP03,6000001866,1.557
000000000010000851,3000,SP03,6000001867,4.010
000000000010000851,3000,SP03,6000001868,2.433
000000000010000851,2000,SP02,6000001869,20.000
000000000010000853,1000,SP01,6000001870,11.000
000000000010000854,4000,SP04,6000001871,233.827
000000000010000854,4000,SP04,6000001872,64.173
000000000010000854,1000,SP01,6000001873,10.419
000000000010000854,1000,SP01,6000001874,12.347
000000000010000854,1000,SP01,6000001875,50.234
000000000010000855,4000,SP04,6000001876,4.000
000000000090000049,2000,SP02,6000001877,16.000
000000000090000049,4000,SP04,6000001878,25.000
000000000010000857,1000,SP01,6000001879,1.000
000000000010000858,4000,SP04,6000001880,1.000
000000000010000859,1000,SP01,6000001881,4.000
000000000010000859,2000,SP02,6000001882,4.048
000000000010000859,2000,SP02,6000001883,3.952
000000000010000861,3000,SP03,6000001884,3.998
000000000010000861,3000,SP03,6000001885,0.986
000000000010000861,3000,SP03,6000001886,1.016
000000000030000196,3000,SP03,6000001887,1.451
000000000030000196,3000,SP03,6000001888,1.596
000000000030000196,3000,SP03,6000001889,2.953
000000000010000863,4000,SP04,6000001890,3.000
000000000010000863,3000,SP03,6000001891,1.000
000000000010000864,4000,SP04,6000001892,7.000
000000000010000864,3000,SP03,6000001893,1.000
000000000080000198,2000,SP02,6000001894,4.000
000000000010000865,1000,SP01,6000001895,23.000
000000000010000865,4000,SP04,6000001896,264.000
000000000080000199,2000,SP02,6000001897,3.000
000000000010000866,2000,SP02,6000001898,2.000
000000000010000866,4000,SP04,6000001899,1.000
000000000010000867,4000,SP04,6000001900,1.000
000000000090000050,4000,SP04,6000001901,29.000
000000000030000197,3000,SP03,6000001902,2.000
000000000010000869,1000,SP01,6000001903,6.000
000000000080000200,1000,SP01,6000001904,7.000
000000000010000870,3000,SP03,6000001905,10.000
000000000010000871,4000,SP04,6000001906,2.000
000000000030000198,2000,SP02,6000001907,2.000
000000000010000873,2000,SP02,6000001908,14.117
000000000010000873,2000,SP02,6000001909,2.357
000000000010000873,2000,SP02,6000001910,2.526
000000000010000873,1000,SP01,6000001911,0.491
000000000010000873,1000,SP01,6000001912,5.509
000000000030000199,3000,SP03,6000001913,3.000
000000000010000875,2000,SP02,6000001914,2.000
000000000030000200,1000,SP01,6000001915,2.000
000000000080000201,1000,SP01,6000001916,1.065
000000000080000201,1000,SP01,6000001917,4.850
000000000080000201,1000,SP01,6000001918,2.085
000000000090000051,3000,SP03,6000001919,10.000
000000000010000877,4000,SP04,6000001920,2.907
000000000010000877,4000,SP04,6000001921,12.093
000000000010000877,2000,SP02,6000001922,1.865
000000000010000877,2000,SP02,6000001923,6.135
000000000010000878,2000,SP02,6000001924,2.000
000000000090000052,4000,SP04,6000001925,0.658
000000000090000052,4000,SP04,6000001926,37.342
000000000090000052,1000,SP01,6000001927,19.409
000000000090000052,1000,SP01,6000001928,4.591
000000000010000879,2000,SP02,6000001929,2.000
000000000010000879,4000,SP04,6000001930,1.000
000000000010000881,2000,SP02,6000001931,1.000
000000000010000882,2000,SP02,6000001932,2.287
000000000010000882,2000,SP02,6000001933,19.713
000000000080000202,2000,SP02,6000001934,9.000
000000000010000883,3000,SP03,6000001935,12.558
000000000010000883,3000,SP03,6000001936,10.721
000000000010000883,3000,SP03,6000001937,7.721
000000000080000203,2000,SP02,6000001938,6.000
000000000010000884,4000,SP04,6000001939,5.000
000000000010000886,4000,SP04,6000001940,10.000
000000000080000204,4000,SP04,6000001941,23.000
000000000010000888,2000,SP02,6000001942,4.000
000000000010000889,4000,SP04,6000001943,14.000
000000000030000202,3000,SP03,6000001944,3.000
000000000010000890,2000,SP02,6000001945,4.000
000000000010000891,2000,SP02,6000001946,3.000
000000000010000893,4000,SP04,6000001947,2.000
000000000010000893,3000,SP03,6000001948,1.196
000000000010000893,3000,SP03,6000001949,4.804
000000000010000894,4000,SP04,6000001950,1.000
000000000010000894,1000,SP01,6000001951,2.000
000000000080000205,1000,SP01,6000001952,3.000
000000000080000206,3000,SP03,6000001953,1.312
000000000080000206,3000,SP03,6000001954,10.047
000000000080000206,3000,SP03,6000001955,4.641
000000000010000897,2000,SP02,6000001956,19.000
000000000010000898,3000,SP03,6000001957,1.000
000000000030000204,3000,SP03,6000001958,1.873
000000000030000204,3000,SP03,6000001959,0.603
000000000030000204,3000,SP03,6000001960,1.456
000000000030000204,3000,SP03,6000001961,3.068
000000000090000053,3000,SP03,6000001962,16.000
000000000090000053,2000,SP02,6000001963,12.823
000000000090000053,2000,SP02,6000001964,10.222
000000000090000053,2000,SP02,6000001965,0.955
000000000010000900,2000,SP02,6000001966,17.000
000000000010000901,4000,SP04,6000001967,8.000
000000000030000205,2000,SP02,6000001968,1.000
000000000030000206,2000,SP02,6000001969,6.000
000000000030000206,3000,SP03,6000001970,1.000
000000000010000905,1000,SP01,6000001971,3.776
000000000010000905,1000,SP01,6000001972,9.224
000000000010000907,2000,SP02,6000001973,98.597
000000000010000907,2000,SP02,6000001974,11.403
000000000030000207,1000,SP01,6000001975,4.000
000000000080000207,2000,SP02,6000001976,2.112
000000000080000207,2000,SP02,6000001977,0.088
000000000080000207,2000,SP02,6000001978,4.218
000000000080000207,2000,SP02,6000001979,12.582
000000000010000909,3000,SP03,6000001980,7.912
000000000010000909,3000,SP03,6000001981,19.088
000000000010000910,3000,SP03,6000001982,7.000
000000000010000910,2000,SP02,6000001983,5.000
000000000010000911,1000,SP01,6000001984,1.000
000000000080000208,2000,SP02,6000001985,3.000
000000000080000209,2000,SP02,6000001986,5.000
000000000080000209,3000,SP03,6000001987,0.514
000000000080000209,3000,SP03,6000001988,1.482
000000000080000209,3000,SP03,6000001989,1.530
000000000080000209,3000,SP03,6000001990,1.474
000000000010000912,2000,SP02,6000001991,3.000
000000000030000208,1000,SP01,6000001992,7.000
000000000010000913,3000,SP03,6000001993,68.000
000000000010000914,3000,SP03,6000001994,5.857
000000000010000914,3000,SP03,6000001995,8.143
000000000010000915,4000,SP04,6000001996,172.273
000000000010000915,4000,SP04,6000001997,146.727
000000000010000916,2000,SP02,6000001998,2.016
000000000010000916,2000,SP02,6000001999,2.984
000000000010000919,4000,SP04,6000002000,4.000
000000000010000920,3000,SP03,6000002001,8.000
000000000010000920,2000,SP02,6000002002,4.591
000000000010000920,2000,SP02,6000002003,5.409
000000000030000209,2000,SP02,6000002004,2.856
000000000030000209,2000,SP02,6000002005,2.144
000000000030000210,1000,SP01,6000002006,3.354
000000000030000210,1000,SP01,6000002007,0.760
000000000030000210,1000,SP01,6000002008,0.335
000000000030000210,1000,SP01,6000002009,1.551
000000000010000921,2000,SP02,6000002010,3.000
000000000010000922,1000,SP01,6000002011,1.000
000000000090000054,1000,SP01,6000002012,3.136
000000000090000054,1000,SP01,6000002013,2.015
000000000090000054,1000,SP01,6000002014,0.106
000000000090000054,1000,SP01,6000002015,1.743
000000000030000211,3000,SP03,6000002016,2.000
000000000010000923,1000,SP01,6000002017,8.000
000000000010000924,2000,SP02,6000002018,50.000
000000000010000927,4000,SP04,6000002019,2.151
000000000010000927,4000,SP04,6000002020,8.849
000000000010000927,1000,SP01,6000002021,33.000
000000000010000928,1000,SP01,6000002022,14.732
000000000010000928,1000,SP01,6000002023,10.268
000000000010000929,1000,SP01,6000002024,30.631
000000000010000929,1000,SP01,6000002025,47.369
000000000030000212,1000,SP01,6000002026,3.000
000000000090000055,2000,SP02,6000002027,6.080
000000000090000055,2000,SP02,6000002028,28.920
000000000010000932,3000,SP03,6000002029,3.760
000000000010000932,3000,SP03,6000002030,2.240
000000000010000934,3000,SP03,6000002031,1.090
000000000010000934,3000,SP03,6000002032,6.910
000000000010000936,2000,SP02,6000002033,12.000
000000000080000210,4000,SP04,6000002034,8.000
000000000090000056,1000,SP01,6000002035,1.938
000000000090000056,1000,SP01,6000002036,9.062
000000000010000937,2000,SP02,6000002037,7.000
000000000090000057,4000,SP04,6000002038,25.000
000000000030000214,3000,SP03,6000002039,3.000
000000000010000938,3000,SP03,6000002040,4.000
000000000010000938,2000,SP02,6000002041,7.000
000000000030000215,1000,SP01,6000002042,3.000
000000000010000940,3000,SP03,6000002043,1.186
000000000010000940,3000,SP03,6000002044,9.197
000000000010000940,3000,SP03,6000002045,0.617
000000000030000216,4000,SP04,6000002046,3.000
000000000080000211,1000,SP01,6000002047,0.555
000000000080000211,1000,SP01,6000002048,18.445
000000000030000217,4000,SP04,6000002049,9.000
000000000080000212,2000,SP02,6000002050,16.000
000000000080000212,3000,SP03,6000002051,27.000
000000000090000058,4000,SP04,6000002052,5.000
000000000010000941,1000,SP01,6000002053,43.084
000000000010000941,1000,SP01,6000002054,16.916
000000000010000941,3000,SP03,6000002055,114.000
000000000010000942,3000,SP03,6000002056,7.599
000000000010000942,3000,SP03,6000002057,14.492
000000000010000942,3000,SP03,6000002058,8.909
000000000010000942,4000,SP04,6000002059,1.000
000000000010000943,4000,SP04,6000002060,7.000
000000000010000944,2000,SP02,6000002061,3.000
000000000010000945,2000,SP02,6000002062,3.103
000000000010000945,2000,SP02,6000002063,8.061
000000000010000945,2000,SP02,6000002064,4.376
000000000010000945,2000,SP02,6000002065,2.460
000000000010000945,3000,SP03,6000002066,9.985
000000000010000945,3000,SP03,6000002067,16.015
000000000030000219,1000,SP01,6000002068,0.037
000000000030000219,1000,SP01,6000002069,4.445
000000000030000219,1000,SP01,6000002070,0.518
000000000010000947,4000,SP04,6000002071,0.231
000000000010000947,4000,SP04,6000002072,3.106
000000000010000947,4000,SP04,6000002073,2.663
000000000010000948,4000,SP04,6000002074,0.337
000000000010000948,4000,SP04,6000002075,1.863
000000000010000948,4000,SP04,6000002076,1.370
000000000010000948,4000,SP04,6000002077,1.430
000000000010000949,3000,SP03,6000002078,13.000
000000000030000220,2000,SP02,6000002079,4.099
000000000030000220,2000,SP02,6000002080,1.534
000000000030000220,2000,SP02,6000002081,0.367
000000000080000213,2000,SP02,6000002082,4.000
000000000010000951,1000,SP01,6000002083,2.000
000000000010000952,4000,SP04,6000002084,1.000
000000000080000214,3000,SP03,6000002085,3.000
000000000080000214,1000,SP01,6000002086,4.000
000000000010000953,2000,SP02,6000002087,3.000
000000000010000956,1000,SP01,6000002088,2.152
000000000010000956,1000,SP01,6000002089,0.305
000000000010000956,1000,SP01,6000002090,2.543
000000000010000957,2000,SP02,6000002091,5.000
000000000010000957,1000,SP01,6000002092,3.000
000000000010000958,1000,SP01,6000002093,17.000
000000000090000059,4000,SP04,6000002094,3.604
000000000090000059,4000,SP04,6000002095,6.869
000000000090000059,4000,SP04,6000002096,0.134
000000000090000059,4000,SP04,6000002097,6.393
000000000010000959,4000,SP04,6000002098,111.000
000000000030000222,2000,SP02,6000002099,2.000
000000000010000961,4000,SP04,6000002100,7.834
000000000010000961,4000,SP04,6000002101,6.166
000000000010000962,2000,SP02,6000002102,37.000
000000000010000962,1000,SP01,6000002103,91.000
000000000030000223,4000,SP04,6000002104,3.000
000000000030000224,2000,SP02,6000002105,4.000
000000000030000224,4000,SP04,6000002106,4.000
000000000010000963,4000,SP04,6000002107,7.000
000000000010000964,2000,SP02,6000002108,1.359
000000000010000964,2000,SP02,6000002109,0.677
000000000010000964,2000,SP02,6000002110,0.884
000000000010000964,2000,SP02,6000002111,3.080
000000000010000965,4000,SP04,6000002112,23.000
000000000030000225,1000,SP01,6000002113,4.000
000000000030000225,4000,SP04,6000002114,4.000
000000000010000967,1000,SP01,6000002115,27.000
000000000030000226,1000,SP01,6000002116,4.000
000000000010000970,1000,SP01,6000002117,60.459
000000000010000970,1000,SP01,6000002118,31.541
000000000010000971,3000,SP03,6000002119,11.882
000000000010000971,3000,SP03,6000002120,4.118
000000000010000972,4000,SP04,6000002121,37.466
000000000010000972,4000,SP04,6000002122,9.899
000000000010000972,4000,SP04,6000002123,16.761
000000000010000972,4000,SP04,6000002124,9.874
000000000010000973,2000,SP02,6000002125,2.000
000000000030000228,2000,SP02,6000002126,1.000
000000000010000974,3000,SP03,6000002127,8.000
000000000030000229,3000,SP03,6000002128,3.000
000000000010000976,1000,SP01,6000002129,9.000
000000000090000060,3000,SP03,6000002130,23.000
000000000090000060,1000,SP01,6000002131,12.530
000000000090000060,1000,SP01,6000002132,16.561
000000000090000060,1000,SP01,6000002133,2.909
000000000080000216,1000,SP01,6000002134,0.955
000000000080000216,1000,SP01,6000002135,7.045
000000000080000216,4000,SP04,6000002136,1.471
000000000080000216,4000,SP04,6000002137,4.529
000000000030000230,1000,SP01,6000002138,4.000
000000000030000230,4000,SP04,6000002139,1.000
000000000030000231,1000,SP01,6000002140,3.000
000000000030000232,1000,SP01,6000002141,2.000
000000000080000217,2000,SP02,6000002142,2.194
000000000080000217,2000,SP02,6000002143,2.806
000000000010000981,3000,SP03,6000002144,2.000
000000000090000061,3000,SP03,6000002145,3.479
000000000090000061,3000,SP03,6000002146,0.826
000000000090000061,3000,SP03,6000002147,2.515
000000000090000061,3000,SP03,6000002148,5.180
000000000030000233,1000,SP01,6000002149,4.000
000000000030000233,4000,SP04,6000002150,2.397
000000000030000233,4000,SP04,6000002151,4.603
000000000090000062,4000,SP04,6000002152,19.003
000000000090000062,4000,SP04,6000002153,7.758
000000000090000062,4000,SP04,6000002154,0.239
000000000010000982,2000,SP02,6000002155,5.000
000000000030000235,4000,SP04,6000002156,4.000
000000000010000983,4000,SP04,6000002157,20.000
000000000010000985,4000,SP04,6000002158,106.000
000000000080000218,3000,SP03,6000002159,3.000
000000000080000218,1000,SP01,6000002160,7.545
000000000080000218,1000,SP01,6000002161,1.455
000000000030000236,2000,SP02,6000002162,3.000
000000000010000988,1000,SP01,6000002163,2.000
000000000010000989,1000,SP01,6000002164,1.829
000000000010000989,1000,SP01,6000002165,5.171
000000000010000990,2000,SP02,6000002166,17.000
000000000010000991,3000,SP03,6000002167,145.000
000000000010000992,2000,SP02,6000002168,2.000
000000000010000992,3000,SP03,6000002169,0.897
000000000010000992,3000,SP03,6000002170,7.871
000000000010000992,3000,SP03,6000002171,2.596
000000000010000992,3000,SP03,6000002172,8.636
000000000030000237,2000,SP02,6000002173,2.195
000000000030000237,2000,SP02,6000002174,0.644
000000000030000237,2000,SP02,6000002175,2.161
000000000010000993,4000,SP04,6000002176,5.000
000000000010000994,1000,SP01,6000002177,2.000
000000000010000996,4000,SP04,6000002178,1.000
000000000010000997,1000,SP01,6000002179,14.000
000000000010000998,2000,SP02,6000002180,13.055
000000000010000998,2000,SP02,6000002181,24.038
000000000010000998,2000,SP02,6000002182,6.907
000000000010001000,4000,SP04,6000002183,6.526
000000000010001000,4000,SP04,6000002184,2.992
000000000010001000,4000,SP04,6000002185,2.335
000000000010001000,4000,SP04,6000002186,22.147
000000000010001001,1000,SP01,6000002187,54.000
000000000030000239,1000,SP01,6000002188,1.000
000000000010001004,4000,SP04,6000002189,1.000
000000000010001005,2000,SP02,6000002190,11.000
000000000030000240,3000,SP03,6000002191,2.000
000000000030000241,4000,SP04,6000002192,2.000
000000000010001006,3000,SP03,6000002193,14.514
000000000010001006,3000,SP03,6000002194,18.486
000000000010001006,1000,SP01,6000002195,55.585
000000000010001006,1000,SP01,6000002196,13.626
000000000010001006,1000,SP01,6000002197,12.789
000000000030000242,4000,SP04,6000002198,2.000
000000000010001008,1000,SP01,6000002199,52.822
000000000010001008,1000,SP01,6000002200,17.178
000000000010001009,1000,SP01,6000002201,129.000
000000000090000063,2000,SP02,6000002202,13.556
000000000090000063,2000,SP02,6000002203,26.444
000000000010001010,4000,SP04,6000002204,298.000
000000000080000220,2000,SP02,6000002205,7.000
000000000080000221,2000,SP02,6000002206,3.000
000000000010001012,1000,SP01,6000002207,5.000
000000000010001014,2000,SP02,6000002208,2.337
000000000010001014,2000,SP02,6000002209,3.401
000000000010001014,2000,SP02,6000002210,1.262
000000000010001014,3000,SP03,6000002211,10.000
000000000010001015,2000,SP02,6000002212,13.000
000000000010001016,4000,SP04,6000002213,1.000
000000000010001017,1000,SP01,6000002214,12.000
000000000010001018,3000,SP03,6000002215,2.000
000000000010001021,4000,SP04,6000002216,10.000
000000000010001022,2000,SP02,6000002217,3.000
000000000010001023,3000,SP03,6000002218,7.517
000000000010001023,3000,SP03,6000002219,2.648
000000000010001023,3000,SP03,6000002220,1.835
000000000010001023,4000,SP04,6000002221,4.000
000000000010001025,1000,SP01,6000002222,19.889
000000000010001025,1000,SP01,6000002223,5.111
000000000010001028,1000,SP01,6000002224,13.000
000000000080000222,1000,SP01,6000002225,6.000
000000000090000064,1000,SP01,6000002226,6.000
000000000010001031,1000,SP01,6000002227,2.555
000000000010001031,1000,SP01,6000002228,3.926
000000000010001031,1000,SP01,6000002229,2.519
000000000010001031,2000,SP02,6000002230,5.066
000000000010001031,2000,SP02,6000002231,12.934
000000000030000245,1000,SP01,6000002232,11.000
000000000010001033,1000,SP01,6000002233,13.000
000000000010001033,2000,SP02,6000002234,72.000
000000000010001034,4000,SP04,6000002235,0.726
000000000010001034,4000,SP04,6000002236,0.148
000000000010001034,4000,SP04,6000002237,1.375
000000000010001034,4000,SP04,6000002238,4.751
000000000010001035,1000,SP01,6000002239,5.961
000000000010001035,1000,SP01,6000002240,1.039
000000000010001036,4000,SP04,6000002241,6.000
000000000080000223,1000,SP01,6000002242,1.000
000000000080000224,1000,SP01,6000002243,14.000
000000000010001037,1000,SP01,6000002244,40.000
000000000010001038,1000,SP01,6000002245,7.000
000000000090000065,4000,SP04,6000002246,2.825
000000000090000065,4000,SP04,6000002247,5.025
000000000090000065,4000,SP04,6000002248,12.150
000000000090000065,3000,SP03,6000002249,33.000
000000000030000246,4000,SP04,6000002250,1.000
000000000030000247,4000,SP04,6000002251,5.075
000000000030000247,4000,SP04,6000002252,1.925
000000000010001039,3000,SP03,6000002253,63.000
000000000010001040,1000,SP01,6000002254,9.000
000000000080000226,4000,SP04,6000002255,8.884
000000000080000226,4000,SP04,6000002256,5.116
000000000030000249,2000,SP02,6000002257,2.000
000000000080000227,3000,SP03,6000002258,1.000
000000000010001041,2000,SP02,6000002259,5.168
000000000010001041,2000,SP02,6000002260,12.832
000000000010001041,1000,SP01,6000002261,0.096
000000000010001041,1000,SP01,6000002262,1.912
000000000010001041,1000,SP01,6000002263,2.992
000000000080000228,4000,SP04,6000002264,6.046
000000000080000228,4000,SP04,6000002265,13.933
000000000080000228,4000,SP04,6000002266,1.021
000000000030000252,1000,SP01,6000002267,1.000
000000000010001042,1000,SP01,6000002268,2.000
000000000010001043,2000,SP02,6000002269,158.000
000000000010001044,3000,SP03,6000002270,3.000
000000000010001045,3000,SP03,6000002271,1.000
000000000030000254,3000,SP03,6000002272,2.382
000000000030000254,3000,SP03,6000002273,3.618
000000000080000229,2000,SP02,6000002274,4.000
000000000080000230,1000,SP01,6000002275,0.414
000000000080000230,1000,SP01,6000002276,11.386
000000000080000230,1000,SP01,6000002277,7.200
000000000080000230,4000,SP04,6000002278,4.000
000000000010001047,2000,SP02,6000002279,3.697
000000000010001047,2000,SP02,6000002280,7.303
000000000010001048,1000,SP01,6000002281,69.000
000000000010001049,4000,SP04,6000002282,48.000
000000000010001052,2000,SP02,6000002283,2.000
000000000010001053,1000,SP01,6000002284,28.000
000000000010001054,1000,SP01,6000002285,3.000
000000000080000231,1000,SP01,6000002286,2.000
000000000010001056,4000,SP04,6000002287,1.000
000000000010001057,2000,SP02,6000002288,1.000
000000000010001057,3000,SP03,6000002289,1.000
000000000010001058,3000,SP03,6000002290,1.359
000000000010001058,3000,SP03,6000002291,2.766
000000000010001058,3000,SP03,6000002292,0.192
000000000010001058,3000,SP03,6000002293,2.683
000000000030000255,1000,SP01,6000002294,2.000
000000000010001059,1000,SP01,6000002295,2.000
000000000010001059,4000,SP04,6000002296,23.000
000000000010001060,4000,SP04,6000002297,1.000
000000000010001061,4000,SP04,6000002298,109.000
000000000010001061,2000,SP02,6000002299,20.320
000000000010001061,2000,SP02,6000002300,3.680
000000000010001064,3000,SP03,6000002301,1.000
000000000010001065,4000,SP04,6000002302,4.000
000000000030000256,3000,SP03,6000002303,1.000
000000000030000257,2000,SP02,6000002304,3.000
000000000010001067,3000,SP03,6000002305,188.000
000000000010001068,3000,SP03,6000002306,128.000
000000000010001070,3000,SP03,6000002307,17.528
000000000010001070,3000,SP03,6000002308,4.429
000000000010001070,3000,SP03,6000002309,47.043
000000000010001070,4000,SP04,6000002310,16.594
000000000010001070,4000,SP04,6000002311,19.406
000000000010001071,2000,SP02,6000002312,1.248
000000000010001071,2000,SP02,6000002313,4.752
000000000080000232,2000,SP02,6000002314,5.000
000000000080000233,3000,SP03,6000002315,7.000
000000000010001073,2000,SP02,6000002316,3.000
000000000010001074,3000,SP03,6000002317,4.244
000000000010001074,3000,SP03,6000002318,0.450
000000000010001074,3000,SP03,6000002319,7.809
000000000010001074,3000,SP03,6000002320,0.497
000000000030000259,1000,SP01,6000002321,3.000
000000000080000234,2000,SP02,6000002322,5.000
000000000080000234,4000,SP04,6000002323,2.755
000000000080000234,4000,SP04,6000002324,6.245
000000000030000260,3000,SP03,6000002325,2.000
000000000080000235,3000,SP03,6000002326,4.000
000000000010001077,2000,SP02,6000002327,2.000
000000000010001079,4000,SP04,6000002328,9.065
000000000010001079,4000,SP04,6000002329,11.249
000000000010001079,4000,SP04,6000002330,10.622
000000000010001079,4000,SP04,6000002331,21.064
000000000010001080,3000,SP03,6000002332,11.854
000000000010001080,3000,SP03,6000002333,7.146
000000000010001082,1000,SP01,6000002334,139.000
000000000010001083,4000,SP04,6000002335,6.453
000000000010001083,4000,SP04,6000002336,1.178
000000000010001083,4000,SP04,6000002337,1.369
000000000010001084,1000,SP01,6000002338,4.892
000000000010001084,1000,SP01,6000002339,3.483
000000000010001084,1000,SP01,6000002340,4.625
000000000010001085,2000,SP02,6000002341,8.000
000000000010001085,1000,SP01,6000002342,0.373
000000000010001085,1000,SP01,6000002343,3.345
000000000010001085,1000,SP01,6000002344,10.282
000000000030000261,2000,SP02,6000002345,3.357
000000000030000261,2000,SP02,6000002346,1.328
000000000030000261,2000,SP02,6000002347,0.315
000000000010001087,3000,SP03,6000002348,5.411
000000000010001087,3000,SP03,6000002349,0.589
000000000010001087,4000,SP04,6000002350,2.000
000000000010001088,2000,SP02,6000002351,5.000
000000000010001089,1000,SP01,6000002352,35.557
000000000010001089,1000,SP01,6000002353,27.443
000000000010001089,2000,SP02,6000002354,62.065
000000000010001089,2000,SP02,6000002355,9.019
000000000010001089,2000,SP02,6000002356,31.916
000000000010001090,4000,SP04,6000002357,8.000
000000000010001091,3000,SP03,6000002358,18.197
000000000010001091,3000,SP03,6000002359,57.876
000000000010001091,3000,SP03,6000002360,4.927
000000000010001092,1000,SP01,6000002361,2.000
000000000080000236,3000,SP03,6000002362,1.267
000000000080000236,3000,SP03,6000002363,5.654
000000000080000236,3000,SP03,6000002364,1.079
000000000010001093,4000,SP04,6000002365,6.000
000000000010001094,1000,SP01,6000002366,51.889
000000000010001094,1000,SP01,6000002367,97.111
000000000080000237,2000,SP02,6000002368,12.000
000000000010001096,4000,SP04,6000002369,2.000
000000000010001096,3000,SP03,6000002370,3.304
000000000010001096,3000,SP03,6000002371,5.696
000000000010001097,1000,SP01,6000002372,3.000
000000000080000238,4000,SP04,6000002373,0.589
000000000080000238,4000,SP04,6000002374,2.389
000000000080000238,4000,SP04,6000002375,7.302
000000000080000238,4000,SP04,6000002376,0.720
000000000010001098,1000,SP01,6000002377,3.000
000000000010001098,2000,SP02,6000002378,11.000
000000000080000239,2000,SP02,6000002379,6.467
000000000080000239,2000,SP02,6000002380,1.533
000000000010001099,3000,SP03,6000002381,4.000
000000000080000240,4000,SP04,6000002382,6.000
000000000080000241,1000,SP01,6000002383,12.185
000000000080000241,1000,SP01,6000002384,0.815
000000000010001100,2000,SP02,6000002385,2.000
000000000030000264,4000,SP04,6000002386,1.000
000000000010001104,2000,SP02,6000002387,3.043
000000000010001104,2000,SP02,6000002388,7.957
000000000030000265,4000,SP04,6000002389,3.000
000000000010001106,3000,SP03,6000002390,6.000
000000000010001109,4000,SP04,6000002391,4.000
000000000010001109,2000,SP02,6000002392,5.000
000000000090000066,2000,SP02,6000002393,2.549
000000000090000066,2000,SP02,6000002394,2.367
000000000090000066,2000,SP02,6000002395,4.084
000000000090000066,1000,SP01,6000002396,18.119
000000000090000066,1000,SP01,6000002397,1.881
000000000010001112,2000,SP02,6000002398,1.000
000000000010001113,2000,SP02,6000002399,66.000
000000000030000268,3000,SP03,6000002400,3.000
000000000030000268,1000,SP01,6000002401,1.000
000000000010001114,3000,SP03,6000002402,52.926
000000000010001114,3000,SP03,6000002403,52.074
000000000010001115,4000,SP04,6000002404,8.619
000000000010001115,4000,SP04,6000002405,7.381
000000000010001115,3000,SP03,6000002406,8.000
000000000010001116,2000,SP02,6000002407,6.889
000000000010001116,2000,SP02,6000002408,6.111
000000000010001118,4000,SP04,6000002409,10.962
000000000010001118,4000,SP04,6000002410,0.883
000000000010001118,4000,SP04,6000002411,3.155
000000000010001119,1000,SP01,6000002412,4.000
000000000090000067,4000,SP04,6000002413,5.262
000000000090000067,4000,SP04,6000002414,5.158
000000000090000067,4000,SP04,6000002415,10.019
000000000090000067,4000,SP04,6000002416,11.561
000000000090000067,2000,SP02,6000002417,29.000
000000000010001121,2000,SP02,6000002418,1.000
000000000010001121,3000,SP03,6000002419,2.000
000000000010001122,4000,SP04,6000002420,29.012
000000000010001122,4000,SP04,6000002421,67.988
000000000010001124,4000,SP04,6000002422,5.320
000000000010001124,4000,SP04,6000002423,1.545
000000000010001124,4000,SP04,6000002424,2.135
000000000010001125,1000,SP01,6000002425,78.000
000000000030000269,3000,SP03,6000002426,1.000
