Mblnr,Mjahr,Budat,Cpudt,Xblnr
4900019223,2026,2026-02-05T00:00:00,2026-02-05T00:00:00,
4900019224,2026,2026-02-26T00:00:00,2026-02-26T00:00:00,4500005962
4900019225,2026,2026-03-28T00:00:00,2026-03-28T00:00:00,
4900019226,2026,2026-04-03T00:00:00,2026-04-03T00:00:00,
4900019227,2026,2026-04-11T00:00:00,2026-04-11T00:00:00,4500005963
4900019228,2026,2026-05-11T00:00:00,2026-05-11T00:00:00,
4900019229,2026,2026-05-29T00:00:00,2026-05-29T00:00:00,4500005964
4900019230,2026,2026-06-14T00:00:00,2026-06-14T00:00:00,
4900019231,2026,2026-07-14T00:00:00,2026-07-14T00:00:00,
4900019232,2026,2026-08-05T00:00:00,2026-08-05T00:00:00,
4900019233,2024,2024-09-01T00:00:00,2024-09-01T00:00:00,
4900019234,2024,2024-09-21T00:00:00,2024-09-21T00:00:00,4500005965
4900019235,2024,2024-11-25T00:00:00,2024-11-25T00:00:00,
4900019236,2025,2025-02-27T00:00:00,2025-02-27T00:00:00,
4900019237,2025,2025-03-12T00:00:00,2025-03-12T00:00:00,4500005966
4900019238,2025,2025-03-25T00:00:00,2025-03-25T00:00:00,
4900019239,2025,2025-06-16T00:00:00,2025-06-16T00:00:00,
4900019240,2025,2025-07-06T00:00:00,2025-07-06T00:00:00,4500005967
4900019241,2026,2026-04-13T00:00:00,2026-04-13T00:00:00,
4900019242,2026,2026-07-27T00:00:00,2026-07-27T00:00:00,
4900019243,2024,2024-09-19T00:00:00,2024-09-19T00:00:00,
4900019244,2024,2024-10-19T00:00:00,2024-10-19T00:00:00,
4900019245,2024,2024-11-06T00:00:00,2024-11-06T00:00:00,
4900019246,2024,2024-12-18T00:00:00,2024-12-18T00:00:00,
4900019247,2025,2025-01-18T00:00:00,2025-01-18T00:00:00,
4900019248,2025,2025-02-07T00:00:00,2025-02-07T00:00:00,
4900019249,2025,2025-02-08T00:00:00,2025-02-08T00:00:00,4500005970
4900019250,2025,2025-03-19T00:00:00,2025-03-19T00:00:00,
4900019251,2025,2025-04-21T00:00:00,2025-04-21T00:00:00,
4900019252,2025,2025-05-31T00:00:00,2025-05-31T00:00:00,
4900019253,2025,2025-06-27T00:00:00,2025-06-27T00:00:00,
4900019254,2025,2025-06-28T00:00:00,2025-06-28T00:00:00,4500005971
4900019255,2025,2025-07-31T00:00:00,2025-07-31T00:00:00,
4900019256,2025,2025-08-09T00:00:00,2025-08-09T00:00:00,
4900019257,2025,2025-09-28T00:00:00,2025-09-28T00:00:00,
4900019258,2025,2025-10-31T00:00:00,2025-10-31T00:00:00,
4900019259,2025,2025-11-05T00:00:00,2025-11-05T00:00:00,
4900019260,2025,2025-12-03T00:00:00,2025-12-03T00:00:00,
4900019261,2026,2026-01-28T00:00:00,2026-01-28T00:00:00,
4900019262,2026,2026-02-03T00:00:00,2026-02-03T00:00:00,
4900019263,2026,2026-03-24T00:00:00,2026-03-24T00:00:00,
4900019264,2026,2026-04-27T00:00:00,2026-04-27T00:00:00,
4900019265,2026,2026-05-24T00:00:00,2026-05-24T00:00:00,
4900019266,2026,2026-06-29T00:00:00,2026-06-29T00:00:00,
4900019267,2026,2026-07-16T00:00:00,2026-07-16T00:00:00,
4900019268,2026,2026-08-03T00:00:00,2026-08-03T00:00:00,4500005972
4900019269,2026,2026-08-09T00:00:00,2026-08-09T00:00:00,
4900019270,2024,2024-10-26T00:00:00,2024-10-26T00:00:00,
4900019271,2024,2024-11-04T00:00:00,2024-11-04T00:00:00,
4900019272,2025,2025-01-06T00:00:00,2025-01-06T00:00:00,4500005974
4900019273,2025,2025-03-27T00:00:00,2025-03-27T00:00:00,
4900019274,2025,2025-05-13T00:00:00,2025-05-13T00:00:00,
4900019275,2025,2025-06-24T00:00:00,2025-06-24T00:00:00,
4900019276,2025,2025-06-27T00:00:00,2025-06-27T00:00:00,4500005975
4900019277,2025,2025-09-06T00:00:00,2025-09-06T00:00:00,4500005977
4900019278,2026,2026-03-10T00:00:00,2026-03-10T00:00:00,
4900019279,2026,2026-04-19T00:00:00,2026-04-19T00:00:00,
4900019280,2026,2026-05-04T00:00:00,2026-05-04T00:00:00,4500005978
4900019281,2024,2024-10-27T00:00:00,2024-10-27T00:00:00,
4900019282,2024,2024-12-03T00:00:00,2024-12-03T00:00:00,4500005979
4900019283,2025,2025-08-26T00:00:00,2025-08-26T00:00:00,
4900019284,2025,2025-11-29T00:00:00,2025-11-29T00:00:00,
4900019285,2025,2025-12-02T00:00:00,2025-12-02T00:00:00,4500005982
4900019286,2025,2025-12-03T00:00:00,2025-12-03T00:00:00,
4900019287,2026,2026-01-07T00:00:00,2026-01-07T00:00:00,4500005983
4900019288,2026,2026-02-12T00:00:00,2026-02-12T00:00:00,
4900019289,2026,2026-04-05T00:00:00,2026-04-05T00:00:00,4500005985
4900019290,2026,2026-04-28T00:00:00,2026-04-28T00:00:00,
4900019291,2026,2026-05-25T00:00:00,2026-05-25T00:00:00,4500005986
4900019292,2026,2026-06-27T00:00:00,2026-06-27T00:00:00,
4900019293,2026,2026-07-02T00:00:00,2026-07-02T00:00:00,
4900019294,2026,2026-07-31T00:00:00,2026-07-31T00:00:00,4500005987
4900019295,2024,2024-09-05T00:00:00,2024-09-05T00:00:00,
4900019296,2024,2024-12-05T00:00:00,2024-12-05T00:00:00,4500005989
4900019297,2024,2024-12-17T00:00:00,2024-12-17T00:00:00,
4900019298,2025,2025-01-01T00:00:00,2025-01-01T00:00:00,
4900019299,2025,2025-02-17T00:00:00,2025-02-17T00:00:00,
4900019300,2025,2025-04-18T00:00:00,2025-04-18T00:00:00,4500005990
4900019301,2025,2025-05-07T00:00:00,2025-05-07T00:00:00,
4900019302,2025,2025-06-23T00:00:00,2025-06-23T00:00:00,
4900019303,2025,2025-08-01T00:00:00,2025-08-01T00:00:00,
4900019304,2025,2025-09-05T00:00:00,2025-09-05T00:00:00,4500005991
4900019305,2025,2025-10-28T00:00:00,2025-10-28T00:00:00,
4900019306,2026,2026-01-06T00:00:00,2026-01-06T00:00:00,4500005992
4900019307,2026,2026-02-14T00:00:00,2026-02-14T00:00:00,
4900019308,2026,2026-04-19T00:00:00,2026-04-19T00:00:00,4500005993
4900019309,2026,2026-06-22T00:00:00,2026-06-22T00:00:00,
4900019310,2024,2024-11-01T00:00:00,2024-11-01T00:00:00,
4900019311,2024,2024-12-24T00:00:00,2024-12-24T00:00:00,
4900019312,2024,2024-11-15T00:00:00,2024-11-15T00:00:00,
4900019313,2025,2025-01-25T00:00:00,2025-01-25T00:00:00,4500005994
4900019314,2025,2025-02-18T00:00:00,2025-02-18T00:00:00,
4900019315,2025,2025-03-12T00:00:00,2025-03-12T00:00:00,
4900019316,2025,2025-04-03T00:00:00,2025-04-03T00:00:00,
4900019317,2025,2025-05-24T00:00:00,2025-05-24T00:00:00,4500005995
4900019318,2025,2025-07-22T00:00:00,2025-07-22T00:00:00,
4900019319,2025,2025-10-04T00:00:00,2025-10-04T00:00:00,4500005996
4900019320,2025,2025-11-01T00:00:00,2025-11-01T00:00:00,
4900019321,2025,2025-12-31T00:00:00,2025-12-31T00:00:00,
4900019322,2026,2026-02-27T00:00:00,2026-02-27T00:00:00,
4900019323,2026,2026-03-07T00:00:00,2026-03-07T00:00:00,4500005997
4900019324,2026,2026-06-09T00:00:00,2026-06-09T00:00:00,
4900019325,2025,2025-03-24T00:00:00,2025-03-24T00:00:00,
4900019326,2025,2025-07-20T00:00:00,2025-07-20T00:00:00,
4900019327,2025,2025-07-27T00:00:00,2025-07-27T00:00:00,4500005999
4900019328,2025,2025-08-31T00:00:00,2025-08-31T00:00:00,
4900019329,2025,2025-09-15T00:00:00,2025-09-15T00:00:00,
4900019330,2025,2025-09-29T00:00:00,2025-09-29T00:00:00,4500006000
4900019331,2025,2025-12-29T00:00:00,2025-12-29T00:00:00,
4900019332,2026,2026-02-27T00:00:00,2026-02-27T00:00:00,
4900019333,2026,2026-03-31T00:00:00,2026-03-31T00:00:00,
4900019334,2026,2026-05-07T00:00:00,2026-05-07T00:00:00,4500006001
4900019335,2026,2026-06-04T00:00:00,2026-06-04T00:00:00,
4900019336,2026,2026-08-10T00:00:00,2026-08-10T00:00:00,4500006002
4900019337,2026,2026-08-27T00:00:00,2026-08-27T00:00:00,
4900019338,2024,2024-09-17T00:00:00,2024-09-17T00:00:00,
4900019339,2024,2024-10-24T00:00:00,2024-10-24T00:00:00,
4900019340,2025,2025-01-29T00:00:00,2025-01-29T00:00:00,4500006003
4900019341,2025,2025-02-28T00:00:00,2025-02-28T00:00:00,
4900019342,2025,2025-09-03T00:00:00,2025-09-03T00:00:00,
4900019343,2025,2025-10-17T00:00:00,2025-10-17T00:00:00,
4900019344,2025,2025-12-04T00:00:00,2025-12-04T00:00:00,
4900019345,2026,2026-01-07T00:00:00,2026-01-07T00:00:00,
4900019346,2026,2026-03-14T00:00:00,2026-03-14T00:00:00,4500006004
4900019347,2026,2026-04-18T00:00:00,2026-04-18T00:00:00,
4900019348,2024,2024-09-26T00:00:00,2024-09-26T00:00:00,
4900019349,2024,2024-12-01T00:00:00,2024-12-01T00:00:00,
4900019350,2024,2024-09-14T00:00:00,2024-09-14T00:00:00,
4900019351,2024,2024-10-01T00:00:00,2024-10-01T00:00:00,
4900019352,2024,2024-11-24T00:00:00,2024-11-24T00:00:00,
4900019353,2025,2025-05-04T00:00:00,2025-05-04T00:00:00,4500006005
4900019354,2025,2025-10-29T00:00:00,2025-10-29T00:00:00,
4900019355,2025,2025-11-07T00:00:00,2025-11-07T00:00:00,
4900019356,2026,2026-04-17T00:00:00,2026-04-17T00:00:00,
4900019357,2026,2026-07-10T00:00:00,2026-07-10T00:00:00,4500006006
4900019358,2026,2026-07-22T00:00:00,2026-07-22T00:00:00,
4900019359,2024,2024-09-24T00:00:00,2024-09-24T00:00:00,
4900019360,2024,2024-10-09T00:00:00,2024-10-09T00:00:00,4500006007
4900019361,2024,2024-12-30T00:00:00,2024-12-30T00:00:00,
4900019362,2025,2025-03-09T00:00:00,2025-03-09T00:00:00,
4900019363,2025,2025-03-20T00:00:00,2025-03-20T00:00:00,4500006008
4900019364,2025,2025-05-17T00:00:00,2025-05-17T00:00:00,
4900019365,2025,2025-05-30T00:00:00,2025-05-30T00:00:00,4500006009
4900019366,2025,2025-06-02T00:00:00,2025-06-02T00:00:00,
4900019367,2025,2025-07-03T00:00:00,2025-07-03T00:00:00,
4900019368,2025,2025-07-17T00:00:00,2025-07-17T00:00:00,4500006010
4900019369,2025,2025-08-30T00:00:00,2025-08-30T00:00:00,
4900019370,2025,2025-09-09T00:00:00,2025-09-09T00:00:00,4500006011
4900019371,2025,2025-09-22T00:00:00,2025-09-22T00:00:00,
4900019372,2025,2025-10-25T00:00:00,2025-10-25T00:00:00,4500006012
4900019373,2026,2026-02-02T00:00:00,2026-02-02T00:00:00,
4900019374,2026,2026-03-18T00:00:00,2026-03-18T00:00:00,
4900019375,2026,2026-05-14T00:00:00,2026-05-14T00:00:00,4500006014
4900019376,2024,2024-10-06T00:00:00,2024-10-06T00:00:00,
4900019377,2025,2025-05-15T00:00:00,2025-05-15T00:00:00,
4900019378,2024,2024-09-17T00:00:00,2024-09-17T00:00:00,
4900019379,2024,2024-11-03T00:00:00,2024-11-03T00:00:00,
4900019380,2024,2024-12-21T00:00:00,2024-12-21T00:00:00,4500006015
4900019381,2025,2025-01-19T00:00:00,2025-01-19T00:00:00,
4900019382,2025,2025-04-24T00:00:00,2025-04-24T00:00:00,4500006016
4900019383,2025,2025-06-02T00:00:00,2025-06-02T00:00:00,
4900019384,2025,2025-11-25T00:00:00,2025-11-25T00:00:00,
4900019385,2026,2026-01-25T00:00:00,2026-01-25T00:00:00,
4900019386,2026,2026-02-01T00:00:00,2026-02-01T00:00:00,
4900019387,2026,2026-02-27T00:00:00,2026-02-27T00:00:00,4500006017
4900019388,2026,2026-05-04T00:00:00,2026-05-04T00:00:00,4500006018
4900019389,2026,2026-07-24T00:00:00,2026-07-24T00:00:00,
4900019390,2026,2026-09-02T00:00:00,2026-09-02T00:00:00,
4900019391,2024,2024-12-11T00:00:00,2024-12-11T00:00:00,
4900019392,2025,2025-02-06T00:00:00,2025-02-06T00:00:00,4500006021
4900019393,2025,2025-02-10T00:00:00,2025-02-10T00:00:00,
4900019394,2025,2025-03-16T00:00:00,2025-03-16T00:00:00,4500006023
4900019395,2025,2025-04-19T00:00:00,2025-04-19T00:00:00,
4900019396,2025,2025-10-28T00:00:00,2025-10-28T00:00:00,
4900019397,2025,2025-12-28T00:00:00,2025-12-28T00:00:00,4500006026
4900019398,2026,2026-01-10T00:00:00,2026-01-10T00:00:00,
4900019399,2026,2026-05-14T00:00:00,2026-05-14T00:00:00,
4900019400,2026,2026-07-14T00:00:00,2026-07-14T00:00:00,4500006028
4900019401,2024,2024-09-06T00:00:00,2024-09-06T00:00:00,
4900019402,2024,2024-10-22T00:00:00,2024-10-22T00:00:00,4500006029
4900019403,2024,2024-10-23T00:00:00,2024-10-23T00:00:00,
4900019404,2024,2024-11-04T00:00:00,2024-11-04T00:00:00,
4900019405,2024,2024-12-05T00:00:00,2024-12-05T00:00:00,4500006030
4900019406,2024,2024-12-13T00:00:00,2024-12-13T00:00:00,
4900019407,2024,2024-12-21T00:00:00,2024-12-21T00:00:00,4500006031
4900019408,2025,2025-02-11T00:00:00,2025-02-11T00:00:00,
4900019409,2025,2025-05-12T00:00:00,2025-05-12T00:00:00,
4900019410,2025,2025-06-06T00:00:00,2025-06-06T00:00:00,
4900019411,2025,2025-06-25T00:00:00,2025-06-25T00:00:00,4500006032
4900019412,2025,2025-11-05T00:00:00,2025-11-05T00:00:00,
4900019413,2026,2026-01-04T00:00:00,2026-01-04T00:00:00,
4900019414,2026,2026-01-07T00:00:00,2026-01-07T00:00:00,4500006033
4900019415,2026,2026-03-08T00:00:00,2026-03-08T00:00:00,4500006035
4900019416,2026,2026-03-19T00:00:00,2026-03-19T00:00:00,
4900019417,2026,2026-04-28T00:00:00,2026-04-28T00:00:00,4500006036
4900019418,2024,2024-11-30T00:00:00,2024-11-30T00:00:00,4500006037
4900019419,2024,2024-12-02T00:00:00,2024-12-02T00:00:00,
4900019420,2025,2025-02-16T00:00:00,2025-02-16T00:00:00,
4900019421,2025,2025-09-10T00:00:00,2025-09-10T00:00:00,
4900019422,2025,2025-11-03T00:00:00,2025-11-03T00:00:00,4500006038
4900019423,2025,2025-12-18T00:00:00,2025-12-18T00:00:00,
4900019424,2026,2026-01-17T00:00:00,2026-01-17T00:00:00,
4900019425,2026,2026-06-01T00:00:00,2026-06-01T00:00:00,
4900019426,2026,2026-08-04T00:00:00,2026-08-04T00:00:00,4500006039
4900019427,2026,2026-08-21T00:00:00,2026-08-21T00:00:00,
4900019428,2024,2024-09-02T00:00:00,2024-09-02T00:00:00,
4900019429,2024,2024-10-07T00:00:00,2024-10-07T00:00:00,
4900019430,2024,2024-11-08T00:00:00,2024-11-08T00:00:00,
4900019431,2024,2024-11-24T00:00:00,2024-11-24T00:00:00,4500006040
4900019432,2024,2024-12-05T00:00:00,2024-12-05T00:00:00,
4900019433,2025,2025-01-18T00:00:00,2025-01-18T00:00:00,4500006041
4900019434,2025,2025-01-30T00:00:00,2025-01-30T00:00:00,
4900019435,2025,2025-02-03T00:00:00,2025-02-03T00:00:00,
4900019436,2025,2025-03-02T00:00:00,2025-03-02T00:00:00,
4900019437,2025,2025-04-03T00:00:00,2025-04-03T00:00:00,
4900019438,2025,2025-05-12T00:00:00,2025-05-12T00:00:00,4500006042
4900019439,2025,2025-05-22T00:00:00,2025-05-22T00:00:00,
4900019440,2025,2025-06-01T00:00:00,2025-06-01T00:00:00,
4900019441,2025,2025-07-01T00:00:00,2025-07-01T00:00:00,
4900019442,2025,2025-08-01T00:00:00,2025-08-01T00:00:00,
4900019443,2025,2025-08-11T00:00:00,2025-08-11T00:00:00,4500006043
4900019444,2025,2025-09-11T00:00:00,2025-09-11T00:00:00,
4900019445,2025,2025-10-21T00:00:00,2025-10-21T00:00:00,
4900019446,2025,2025-11-06T00:00:00,2025-11-06T00:00:00,
4900019447,2025,2025-12-26T00:00:00,2025-12-26T00:00:00,
4900019448,2026,2026-01-15T00:00:00,2026-01-15T00:00:00,
4900019449,2026,2026-01-16T00:00:00,2026-01-16T00:00:00,4500006044
4900019450,2026,2026-02-18T00:00:00,2026-02-18T00:00:00,
4900019451,2026,2026-03-23T00:00:00,2026-03-23T00:00:00,
4900019452,2026,2026-04-25T00:00:00,2026-04-25T00:00:00,
4900019453,2026,2026-05-08T00:00:00,2026-05-08T00:00:00,
4900019454,2026,2026-06-01T00:00:00,2026-06-01T00:00:00,
4900019455,2026,2026-06-02T00:00:00,2026-06-02T00:00:00,4500006045
4900019456,2026,2026-07-07T00:00:00,2026-07-07T00:00:00,
4900019457,2026,2026-08-19T00:00:00,2026-08-19T00:00:00,
4900019458,2024,2024-09-13T00:00:00,2024-09-13T00:00:00,
4900019459,2024,2024-10-21T00:00:00,2024-10-21T00:00:00,
4900019460,2024,2024-09-03T00:00:00,2024-09-03T00:00:00,
4900019461,2024,2024-12-19T00:00:00,2024-12-19T00:00:00,4500006046
4900019462,2025,2025-01-19T00:00:00,2025-01-19T00:00:00,
4900019463,2025,2025-02-17T00:00:00,2025-02-17T00:00:00,
4900019464,2025,2025-03-07T00:00:00,2025-03-07T00:00:00,
4900019465,2025,2025-07-02T00:00:00,2025-07-02T00:00:00,4500006048
4900019466,2025,2025-07-30T00:00:00,2025-07-30T00:00:00,
4900019467,2025,2025-08-01T00:00:00,2025-08-01T00:00:00,
4900019468,2026,2026-03-25T00:00:00,2026-03-25T00:00:00,
4900019469,2026,2026-06-23T00:00:00,2026-06-23T00:00:00,4500006049
4900019470,2024,2024-10-09T00:00:00,2024-10-09T00:00:00,
4900019471,2024,2024-11-09T00:00:00,2024-11-09T00:00:00,4500006050
4900019472,2025,2025-02-20T00:00:00,2025-02-20T00:00:00,
4900019473,2025,2025-06-08T00:00:00,2025-06-08T00:00:00,
4900019474,2025,2025-07-23T00:00:00,2025-07-23T00:00:00,4500006051
4900019475,2025,2025-07-26T00:00:00,2025-07-26T00:00:00,
4900019476,2025,2025-08-08T00:00:00,2025-08-08T00:00:00,
4900019477,2026,2026-01-24T00:00:00,2026-01-24T00:00:00,
4900019478,2026,2026-02-20T00:00:00,2026-02-20T00:00:00,
4900019479,2026,2026-03-02T00:00:00,2026-03-02T00:00:00,4500006052
4900019480,2026,2026-03-28T00:00:00,2026-03-28T00:00:00,
4900019481,2026,2026-04-13T00:00:00,2026-04-13T00:00:00,
4900019482,2026,2026-05-11T00:00:00,2026-05-11T00:00:00,4500006053
4900019483,2026,2026-06-02T00:00:00,2026-06-02T00:00:00,
4900019484,2024,2024-10-25T00:00:00,2024-10-25T00:00:00,4500006054
4900019485,2024,2024-11-23T00:00:00,2024-11-23T00:00:00,
4900019486,2025,2025-01-05T00:00:00,2025-01-05T00:00:00,
4900019487,2025,2025-02-20T00:00:00,2025-02-20T00:00:00,
4900019488,2025,2025-05-24T00:00:00,2025-05-24T00:00:00,4500006057
4900019489,2025,2025-10-21T00:00:00,2025-10-21T00:00:00,
4900019490,2026,2026-01-03T00:00:00,2026-01-03T00:00:00,4500006059
4900019491,2026,2026-04-12T00:00:00,2026-04-12T00:00:00,
4900019492,2026,2026-06-23T00:00:00,2026-06-23T00:00:00,
4900019493,2026,2026-08-07T00:00:00,2026-08-07T00:00:00,
4900019494,2025,2025-04-27T00:00:00,2025-04-27T00:00:00,
4900019495,2025,2025-05-09T00:00:00,2025-05-09T00:00:00,
4900019496,2024,2024-10-10T00:00:00,2024-10-10T00:00:00,
4900019497,2024,2024-11-09T00:00:00,2024-11-09T00:00:00,
4900019498,2024,2024-12-31T00:00:00,2024-12-31T00:00:00,
4900019499,2025,2025-02-25T00:00:00,2025-02-25T00:00:00,4500006061
4900019500,2025,2025-03-09T00:00:00,2025-03-09T00:00:00,
4900019501,2025,2025-05-13T00:00:00,2025-05-13T00:00:00,
4900019502,2025,2025-09-09T00:00:00,2025-09-09T00:00:00,
4900019503,2025,2025-12-05T00:00:00,2025-12-05T00:00:00,
4900019504,2026,2026-02-16T00:00:00,2026-02-16T00:00:00,
4900019505,2026,2026-04-14T00:00:00,2026-04-14T00:00:00,
4900019506,2026,2026-05-29T00:00:00,2026-05-29T00:00:00,
4900019507,2026,2026-07-05T00:00:00,2026-07-05T00:00:00,
4900019508,2024,2024-12-06T00:00:00,2024-12-06T00:00:00,
4900019509,2025,2025-03-30T00:00:00,2025-03-30T00:00:00,
4900019510,2025,2025-04-08T00:00:00,2025-04-08T00:00:00,4500006065
4900019511,2025,2025-04-23T00:00:00,2025-04-23T00:00:00,
4900019512,2025,2025-06-08T00:00:00,2025-06-08T00:00:00,
4900019513,2025,2025-07-17T00:00:00,2025-07-17T00:00:00,
4900019514,2025,2025-08-27T00:00:00,2025-08-27T00:00:00,
4900019515,2025,2025-10-27T00:00:00,2025-10-27T00:00:00,
4900019516,2026,2026-01-14T00:00:00,2026-01-14T00:00:00,4500006066
4900019517,2026,2026-05-23T00:00:00,2026-05-23T00:00:00,
4900019518,2026,2026-09-06T00:00:00,2026-09-06T00:00:00,
4900019519,2024,2024-09-14T00:00:00,2024-09-14T00:00:00,
4900019520,2024,2024-10-19T00:00:00,2024-10-19T00:00:00,
4900019521,2024,2024-11-23T00:00:00,2024-11-23T00:00:00,
4900019522,2024,2024-12-14T00:00:00,2024-12-14T00:00:00,
4900019523,2025,2025-01-02T00:00:00,2025-01-02T00:00:00,
4900019524,2025,2025-01-15T00:00:00,2025-01-15T00:00:00,4500006067
4900019525,2025,2025-02-13T00:00:00,2025-02-13T00:00:00,4500006068
4900019526,2025,2025-02-25T00:00:00,2025-02-25T00:00:00,
4900019527,2025,2025-04-11T00:00:00,2025-04-11T00:00:00,
4900019528,2025,2025-06-17T00:00:00,2025-06-17T00:00:00,
4900019529,2025,2025-09-01T00:00:00,2025-09-01T00:00:00,
4900019530,2025,2025-09-12T00:00:00,2025-09-12T00:00:00,4500006070
4900019531,2025,2025-11-19T00:00:00,2025-11-19T00:00:00,
4900019532,2025,2025-12-15T00:00:00,2025-12-15T00:00:00,
4900019533,2025,2025-12-30T00:00:00,2025-12-30T00:00:00,4500006071
4900019534,2026,2026-06-29T00:00:00,2026-06-29T00:00:00,
4900019535,2026,2026-07-21T00:00:00,2026-07-21T00:00:00,
4900019536,2024,2024-09-04T00:00:00,2024-09-04T00:00:00,
4900019537,2024,2024-10-29T00:00:00,2024-10-29T00:00:00,
4900019538,2024,2024-11-27T00:00:00,2024-11-27T00:00:00,
4900019539,2024,2024-12-06T00:00:00,2024-12-06T00:00:00,4500006072
4900019540,2024,2024-12-23T00:00:00,2024-12-23T00:00:00,
4900019541,2025,2025-01-28T00:00:00,2025-01-28T00:00:00,
4900019542,2025,2025-02-02T00:00:00,2025-02-02T00:00:00,
4900019543,2025,2025-03-23T00:00:00,2025-03-23T00:00:00,
4900019544,2025,2025-04-06T00:00:00,2025-04-06T00:00:00,
4900019545,2025,2025-05-18T00:00:00,2025-05-18T00:00:00,4500006073
4900019546,2025,2025-05-22T00:00:00,2025-05-22T00:00:00,
4900019547,2025,2025-06-03T00:00:00,2025-06-03T00:00:00,
4900019548,2025,2025-07-27T00:00:00,2025-07-27T00:00:00,
4900019549,2025,2025-08-29T00:00:00,2025-08-29T00:00:00,
4900019550,2025,2025-09-15T00:00:00,2025-09-15T00:00:00,
4900019551,2025,2025-10-17T00:00:00,2025-10-17T00:00:00,
4900019552,2025,2025-11-09T00:00:00,2025-11-09T00:00:00,4500006074
4900019553,2025,2025-11-27T00:00:00,2025-11-27T00:00:00,
4900019554,2025,2025-12-01T00:00:00,2025-12-01T00:00:00,
4900019555,2026,2026-01-04T00:00:00,2026-01-04T00:00:00,
4900019556,2026,2026-02-08T00:00:00,2026-02-08T00:00:00,
4900019557,2026,2026-03-11T00:00:00,2026-03-11T00:00:00,
4900019558,2026,2026-03-28T00:00:00,2026-03-28T00:00:00,4500006075
4900019559,2026,2026-04-22T00:00:00,2026-04-22T00:00:00,
4900019560,2026,2026-05-29T00:00:00,2026-05-29T00:00:00,
4900019561,2026,2026-06-23T00:00:00,2026-06-23T00:00:00,
4900019562,2026,2026-07-23T00:00:00,2026-07-23T00:00:00,
4900019563,2026,2026-08-08T00:00:00,2026-08-08T00:00:00,
4900019564,2024,2024-09-09T00:00:00,2024-09-09T00:00:00,
4900019565,2024,2024-10-10T00:00:00,2024-10-10T00:00:00,
4900019566,2024,2024-11-05T00:00:00,2024-11-05T00:00:00,
4900019567,2025,2025-01-10T00:00:00,2025-01-10T00:00:00,4500006077
4900019568,2025,2025-01-27T00:00:00,2025-01-27T00:00:00,
4900019569,2025,2025-02-11T00:00:00,2025-02-11T00:00:00,
4900019570,2025,2025-03-13T00:00:00,2025-03-13T00:00:00,
4900019571,2025,2025-04-13T00:00:00,2025-04-13T00:00:00,
4900019572,2025,2025-05-22T00:00:00,2025-05-22T00:00:00,4500006078
4900019573,2025,2025-06-11T00:00:00,2025-06-11T00:00:00,
4900019574,2025,2025-07-10T00:00:00,2025-07-10T00:00:00,
4900019575,2025,2025-08-22T00:00:00,2025-08-22T00:00:00,
4900019576,2025,2025-08-24T00:00:00,2025-08-24T00:00:00,4500006079
4900019577,2025,2025-09-22T00:00:00,2025-09-22T00:00:00,
4900019578,2025,2025-10-25T00:00:00,2025-10-25T00:00:00,
4900019579,2025,2025-11-15T00:00:00,2025-11-15T00:00:00,
4900019580,2025,2025-12-30T00:00:00,2025-12-30T00:00:00,
4900019581,2026,2026-01-27T00:00:00,2026-01-27T00:00:00,
4900019582,2026,2026-02-23T00:00:00,2026-02-23T00:00:00,
4900019583,2026,2026-05-20T00:00:00,2026-05-20T00:00:00,4500006082
4900019584,2026,2026-05-28T00:00:00,2026-05-28T00:00:00,
4900019585,2026,2026-06-16T00:00:00,2026-06-16T00:00:00,
4900019586,2026,2026-07-01T00:00:00,2026-07-01T00:00:00,
4900019587,2026,2026-08-04T00:00:00,2026-08-04T00:00:00,
4900019588,2024,2024-10-09T00:00:00,2024-10-09T00:00:00,
4900019589,2024,2024-11-16T00:00:00,2024-11-16T00:00:00,
4900019590,2025,2025-02-15T00:00:00,2025-02-15T00:00:00,
4900019591,2025,2025-05-08T00:00:00,2025-05-08T00:00:00,
4900019592,2025,2025-09-04T00:00:00,2025-09-04T00:00:00,
4900019593,2026,2026-07-15T00:00:00,2026-07-15T00:00:00,
4900019594,2024,2024-09-06T00:00:00,2024-09-06T00:00:00,
4900019595,2024,2024-10-15T00:00:00,2024-10-15T00:00:00,
4900019596,2024,2024-12-11T00:00:00,2024-12-11T00:00:00,4500006084
4900019597,2025,2025-03-05T00:00:00,2025-03-05T00:00:00,
4900019598,2025,2025-04-02T00:00:00,2025-04-02T00:00:00,
4900019599,2025,2025-07-28T00:00:00,2025-07-28T00:00:00,4500006087
4900019600,2025,2025-09-19T00:00:00,2025-09-19T00:00:00,
4900019601,2025,2025-10-11T00:00:00,2025-10-11T00:00:00,
4900019602,2026,2026-03-12T00:00:00,2026-03-12T00:00:00,
4900019603,2026,2026-04-22T00:00:00,2026-04-22T00:00:00,
4900019604,2026,2026-06-15T00:00:00,2026-06-15T00:00:00,4500006089
4900019605,2026,2026-08-02T00:00:00,2026-08-02T00:00:00,
4900019606,2024,2024-12-01T00:00:00,2024-12-01T00:00:00,4500006090
4900019607,2025,2025-01-30T00:00:00,2025-01-30T00:00:00,
4900019608,2025,2025-03-26T00:00:00,2025-03-26T00:00:00,
4900019609,2025,2025-06-12T00:00:00,2025-06-12T00:00:00,4500006091
4900019610,2025,2025-06-24T00:00:00,2025-06-24T00:00:00,
