Rsnum,Rspos,Xloek,Kzear,Matnr,Werks,Lgort,Bdter,Bdmng,Meins,Enmng,Enwrt,Banfn,Bnfpo,Aufnr,Bwart,Umwrk,Umlgo,Wempf,Zzaisession
1000000486,0001,false,true,000000000030000195,3000,SP03,2026-03-18T00:00:00,1.000,EA,1.000,16103.96,2000008248,00010,439258981,261,,,VZIREQ05,SESS-000468
1000000487,0001,false,false,000000000030000196,3000,SP03,2026-01-26T00:00:00,3.000,EA,0.000,0.00,2000008249,00010,439705750,261,,,VZIREQ04,SESS-000469
1000000488,0001,false,false,000000000030000196,3000,SP03,2026-05-13T00:00:00,4.000,EA,2.000,156418.38,2000008250,00010,434238787,261,,,VZIREQ02,SESS-000470
1000000489,0001,false,false,000000000030000196,3000,SP03,2025-10-22T00:00:00,1.000,EA,0.000,0.00,2000008251,00010,431690808,261,,,VZIREQ05,SESS-000471
1000000490,0001,false,true,000000000030000197,3000,SP03,2026-04-10T00:00:00,1.000,EA,1.000,92715.87,2000008252,00010,437869154,261,,,VZIREQ04,SESS-000472
1000000491,0001,false,false,000000000030000197,3000,SP03,2026-06-04T00:00:00,2.000,EA,0.000,0.00,2000008253,00010,432171305,261,,,VZIREQ04,SESS-000473
1000000492,0001,false,true,000000000030000197,3000,SP03,2026-05-03T00:00:00,4.000,EA,4.000,370863.48,2000008254,00010,439738626,261,,,VZIREQ04,SESS-000474
1000000493,0001,false,true,000000000030000197,4000,SP04,2025-12-10T00:00:00,3.000,EA,3.000,278147.61,2000008255,00010,441358397,261,,,VZIREQ02,SESS-000475
1000000494,0001,false,true,000000000030000197,4000,SP04,2026-07-28T00:00:00,2.000,EA,2.000,185431.74,2000008256,00010,448066758,261,,,VZIREQ02,SESS-000476
1000000495,0001,false,true,000000000030000197,4000,SP04,2025-11-28T00:00:00,2.000,EA,1.000,92715.87,2000008257,00010,448282342,261,,,VZIREQ04,SESS-000477
1000000496,0001,false,false,000000000030000198,2000,SP02,2026-01-07T00:00:00,2.000,EA,0.000,0.00,2000008258,00010,429228859,261,,,VZIREQ05,SESS-000478
1000000497,0001,false,false,000000000030000199,3000,SP03,2025-12-16T00:00:00,3.000,EA,0.000,0.00,2000008259,00010,436279727,261,,,VZIREQ01,SESS-000479
1000000498,0001,false,false,000000000030000199,3000,SP03,2026-03-25T00:00:00,3.000,EA,0.000,0.00,2000008260,00010,431136317,261,,,VZIREQ02,SESS-000480
1000000499,0001,false,true,000000000030000199,3000,SP03,2026-07-18T00:00:00,3.000,EA,3.000,227411.73,2000008261,00010,437598828,261,,,VZIREQ03,
1000000500,0001,false,true,000000000030000200,1000,SP01,2026-01-14T00:00:00,2.000,EA,1.000,23644.28,2000008262,00010,418319062,261,,,VZIREQ05,SESS-000481
1000000501,0001,false,false,000000000030000200,1000,SP01,2026-01-10T00:00:00,2.000,EA,0.000,0.00,2000008263,00010,419445236,261,,,VZIREQ04,SESS-000482
1000000502,0001,false,true,000000000030000200,1000,SP01,2026-02-17T00:00:00,4.000,EA,4.000,94577.12,2000008264,00010,418724396,261,,,VZIREQ01,
1000000503,0001,false,true,000000000030000201,2000,SP02,2026-01-24T00:00:00,1.000,EA,1.000,79217.82,2000008265,00010,428015885,261,,,VZIREQ03,SESS-000483
1000000504,0001,false,false,000000000030000202,3000,SP03,2025-11-12T00:00:00,3.000,EA,0.000,0.00,2000008266,00010,435958527,261,,,VZIREQ02,SESS-000484
1000000505,0001,false,true,000000000030000202,3000,SP03,2026-06-13T00:00:00,2.000,EA,2.000,113200.64,2000008267,00010,435209685,261,,,VZIREQ03,SESS-000485
1000000506,0001,false,true,000000000030000202,3000,SP03,2026-08-04T00:00:00,3.000,EA,3.000,169800.96,2000008268,00010,432484413,261,,,VZIREQ03,SESS-000486
1000000507,0001,false,true,000000000030000203,1000,SP01,2026-05-01T00:00:00,2.000,EA,1.000,53858.38,2000008269,00010,418135501,261,,,VZIREQ03,SESS-000487
1000000508,0001,false,false,000000000030000204,3000,SP03,2025-12-09T00:00:00,4.000,EA,0.000,0.00,2000008270,00010,435475218,261,,,VZIREQ03,SESS-000488
1000000509,0001,false,true,000000000030000204,3000,SP03,2026-06-19T00:00:00,2.000,EA,2.000,43841.98,2000008271,00010,435498325,261,,,VZIREQ01,SESS-000489
1000000510,0001,false,false,000000000030000204,3000,SP03,2026-02-21T00:00:00,3.000,EA,0.000,0.00,2000008272,00010,433298688,261,,,VZIREQ04,SESS-000490
1000000511,0001,false,false,000000000030000205,2000,SP02,2025-11-11T00:00:00,2.000,EA,1.000,132317.21,2000008273,00010,423315280,261,,,VZIREQ01,SESS-000491
1000000512,0001,false,true,000000000030000206,2000,SP02,2026-02-13T00:00:00,3.000,EA,3.000,264222.48,2000008274,00010,421862613,261,,,VZIREQ04,SESS-000492
1000000513,0001,false,false,000000000030000206,2000,SP02,2026-03-16T00:00:00,4.000,EA,0.000,0.00,2000008275,00010,423163250,261,,,VZIREQ03,SESS-000493
1000000514,0001,false,false,000000000030000206,2000,SP02,2025-10-28T00:00:00,4.000,EA,2.000,176148.32,2000008276,00010,424634346,261,,,VZIREQ01,SESS-000494
1000000515,0001,false,false,000000000030000206,3000,SP03,2026-05-15T00:00:00,1.000,EA,0.000,0.00,2000008277,00010,438793137,261,,,VZIREQ04,SESS-000495
1000000516,0001,false,false,000000000030000207,1000,SP01,2025-11-04T00:00:00,2.000,EA,0.000,0.00,2000008278,00010,416821992,261,,,VZIREQ04,SESS-000496
1000000517,0001,false,false,000000000030000207,1000,SP01,2025-08-23T00:00:00,2.000,EA,0.000,0.00,2000008279,00010,411941706,261,,,VZIREQ01,SESS-000497
1000000518,0001,false,false,000000000030000208,1000,SP01,2026-03-03T00:00:00,3.000,EA,0.000,0.00,2000008280,00010,415428666,261,,,VZIREQ04,SESS-000498
1000000519,0001,false,false,000000000030000208,1000,SP01,2026-03-10T00:00:00,4.000,EA,0.000,0.00,2000008281,00010,419343324,261,,,VZIREQ04,SESS-000499
1000000520,0001,false,false,000000000030000209,2000,SP02,2026-03-28T00:00:00,1.000,EA,0.000,0.00,2000008282,00010,424879665,261,,,VZIREQ03,SESS-000500
1000000521,0001,false,true,000000000030000209,2000,SP02,2025-10-20T00:00:00,2.000,EA,2.000,1560749.32,2000008283,00010,426132378,261,,,VZIREQ04,SESS-000501
1000000522,0001,false,false,000000000030000209,2000,SP02,2025-10-28T00:00:00,4.000,EA,0.000,0.00,2000008284,00010,426370658,261,,,VZIREQ01,SESS-000502
1000000523,0001,false,true,000000000030000210,1000,SP01,2025-11-12T00:00:00,4.000,EA,4.000,467157.76,2000008285,00010,418842296,261,,,VZIREQ02,SESS-000503
1000000524,0001,false,false,000000000030000210,1000,SP01,2026-07-08T00:00:00,3.000,EA,0.000,0.00,2000008286,00010,415200165,261,,,VZIREQ02,SESS-000504
1000000525,0001,false,false,000000000030000210,1000,SP01,2025-11-07T00:00:00,3.000,EA,0.000,0.00,2000008287,00010,419650229,261,,,VZIREQ05,SESS-000505
1000000526,0001,false,false,000000000030000211,3000,SP03,2026-03-02T00:00:00,1.000,EA,0.000,0.00,2000008288,00010,436320664,261,,,VZIREQ03,SESS-000506
1000000527,0001,false,false,000000000030000211,3000,SP03,2026-07-29T00:00:00,1.000,EA,0.000,0.00,2000008289,00010,437660135,261,,,VZIREQ03,SESS-000507
1000000528,0001,false,false,000000000030000212,1000,SP01,2026-04-02T00:00:00,1.000,EA,0.000,0.00,2000008290,00010,411455845,261,,,VZIREQ05,SESS-000508
1000000529,0001,false,false,000000000030000212,1000,SP01,2025-12-16T00:00:00,2.000,EA,0.000,0.00,2000008291,00010,419447718,261,,,VZIREQ04,SESS-000509
1000000530,0001,false,true,000000000030000213,4000,SP04,2025-11-20T00:00:00,2.000,EA,2.000,849132.90,2000008292,00010,444360371,261,,,VZIREQ03,SESS-000510
1000000531,0001,false,false,000000000030000214,3000,SP03,2026-05-29T00:00:00,3.000,EA,0.000,0.00,2000008293,00010,434758368,261,,,VZIREQ03,SESS-000511
1000000532,0001,false,true,000000000030000214,3000,SP03,2026-04-02T00:00:00,1.000,EA,1.000,682900.93,2000008294,00010,432132197,261,,,VZIREQ01,SESS-000512
1000000533,0001,false,true,000000000030000214,3000,SP03,2025-10-09T00:00:00,4.000,EA,4.000,2731603.72,2000008295,00010,438272877,261,,,VZIREQ01,SESS-000513
1000000534,0001,false,false,000000000030000215,1000,SP01,2025-12-22T00:00:00,2.000,EA,1.000,98994.00,2000008296,00010,416969652,261,,,VZIREQ04,SESS-000514
1000000535,0001,false,false,000000000030000215,1000,SP01,2026-05-03T00:00:00,1.000,EA,1.000,98994.00,2000008297,00010,414310058,261,,,VZIREQ05,SESS-000515
1000000536,0001,false,false,000000000030000215,1000,SP01,2026-01-30T00:00:00,2.000,EA,0.000,0.00,2000008298,00010,413212360,261,,,VZIREQ02,SESS-000516
1000000537,0001,false,false,000000000030000216,4000,SP04,2026-04-13T00:00:00,3.000,EA,0.000,0.00,2000008299,00010,444460037,261,,,VZIREQ04,SESS-000517
1000000538,0001,false,false,000000000030000216,4000,SP04,2026-01-30T00:00:00,2.000,EA,0.000,0.00,2000008300,00010,446395043,261,,,VZIREQ05,SESS-000518
1000000539,0001,false,false,000000000030000217,4000,SP04,2026-02-23T00:00:00,3.000,EA,0.000,0.00,2000008301,00010,448964389,261,,,VZIREQ03,SESS-000519
1000000540,0001,false,false,000000000030000217,4000,SP04,2025-11-14T00:00:00,3.000,EA,0.000,0.00,2000008302,00010,446720284,261,,,VZIREQ04,SESS-000520
1000000541,0001,false,false,000000000030000217,4000,SP04,2026-02-04T00:00:00,3.000,EA,0.000,0.00,2000008303,00010,442441844,261,,,VZIREQ03,SESS-000521
1000000542,0001,false,true,000000000030000217,3000,SP03,2026-02-27T00:00:00,2.000,EA,2.000,206383.42,2000008304,00010,432844910,261,,,VZIREQ05,SESS-000522
1000000543,0001,false,true,000000000030000218,1000,SP01,2025-10-27T00:00:00,3.000,EA,3.000,241632.78,2000008305,00010,411309793,261,,,VZIREQ03,SESS-000523
1000000544,0001,false,true,000000000030000219,1000,SP01,2026-04-07T00:00:00,3.000,EA,3.000,181420.95,2000008306,00010,417340967,261,,,VZIREQ05,SESS-000524
1000000545,0001,false,false,000000000030000219,1000,SP01,2026-06-07T00:00:00,4.000,EA,2.000,120947.30,2000008307,00010,419424486,261,,,VZIREQ02,SESS-000525
1000000546,0001,false,false,000000000030000219,1000,SP01,2026-01-18T00:00:00,3.000,EA,0.000,0.00,2000008308,00010,419860884,261,,,VZIREQ05,SESS-000526
1000000547,0001,false,false,000000000030000220,2000,SP02,2025-08-14T00:00:00,4.000,EA,0.000,0.00,2000008309,00010,422571207,261,,,VZIREQ03,SESS-000527
1000000548,0001,false,false,000000000030000220,2000,SP02,2025-10-26T00:00:00,1.000,EA,0.000,0.00,2000008310,00010,421383823,261,,,VZIREQ05,SESS-000528
1000000549,0001,false,false,000000000030000220,2000,SP02,2026-04-05T00:00:00,2.000,EA,1.000,164698.61,2000008311,00010,422742095,261,,,VZIREQ01,SESS-000529
1000000550,0001,false,true,000000000030000221,4000,SP04,2025-11-25T00:00:00,2.000,EA,1.000,169157.20,2000008312,00010,442055304,261,,,VZIREQ04,SESS-000530
1000000551,0001,false,true,000000000030000221,4000,SP04,2026-04-25T00:00:00,3.000,EA,3.000,507471.60,2000008313,00010,444790779,261,,,VZIREQ04,SESS-000531
1000000552,0001,false,true,000000000030000222,1000,SP01,2025-12-18T00:00:00,2.000,EA,2.000,189301.56,2000008314,00010,411294259,261,,,VZIREQ01,SESS-000532
1000000553,0001,false,false,000000000030000222,2000,SP02,2026-05-27T00:00:00,2.000,EA,0.000,0.00,2000008315,00010,427597005,261,,,VZIREQ04,SESS-000533
1000000554,0001,false,false,000000000030000222,2000,SP02,2026-03-21T00:00:00,1.000,EA,1.000,94650.78,2000008316,00010,421352335,261,,,VZIREQ05,SESS-000534
1000000555,0001,false,false,000000000030000222,2000,SP02,2026-06-01T00:00:00,2.000,EA,0.000,0.00,2000008317,00010,422698121,261,,,VZIREQ03,SESS-000535
1000000556,0001,false,false,000000000030000223,4000,SP04,2026-07-29T00:00:00,2.000,EA,0.000,0.00,2000008318,00010,447276110,261,,,VZIREQ04,SESS-000536
1000000557,0001,false,false,000000000030000223,4000,SP04,2026-04-06T00:00:00,3.000,EA,2.000,226922.92,2000008319,00010,446344511,261,,,VZIREQ05,SESS-000537
1000000558,0001,false,true,000000000030000223,4000,SP04,2026-07-01T00:00:00,2.000,EA,2.000,226922.92,2000008320,00010,447127205,261,,,VZIREQ04,SESS-000538
1000000559,0001,false,true,000000000030000223,3000,SP03,2026-01-14T00:00:00,4.000,EA,4.000,453845.84,2000008321,00010,436857528,261,,,VZIREQ01,SESS-000539
1000000560,0001,false,false,000000000030000224,2000,SP02,2025-09-05T00:00:00,4.000,EA,0.000,0.00,2000008322,00010,429109469,261,,,VZIREQ03,SESS-000540
1000000561,0001,false,true,000000000030000224,2000,SP02,2025-08-06T00:00:00,4.000,EA,2.000,62871.98,2000008323,00010,428366409,261,,,VZIREQ04,SESS-000541
1000000562,0001,false,false,000000000030000224,4000,SP04,2026-05-01T00:00:00,4.000,EA,0.000,0.00,2000008324,00010,441500481,261,,,VZIREQ04,SESS-000542
1000000563,0001,false,false,000000000030000224,4000,SP04,2026-02-21T00:00:00,4.000,EA,0.000,0.00,2000008325,00010,444860409,261,,,VZIREQ04,SESS-000543
1000000564,0001,false,false,000000000030000225,1000,SP01,2026-03-15T00:00:00,3.000,EA,0.000,0.00,2000008326,00010,416835242,261,,,VZIREQ01,SESS-000544
1000000565,0001,false,false,000000000030000225,1000,SP01,2026-02-18T00:00:00,1.000,EA,0.000,0.00,2000008327,00010,413874078,261,,,VZIREQ01,SESS-000545
1000000566,0001,false,true,000000000030000225,1000,SP01,2026-05-13T00:00:00,3.000,EA,2.000,103781.98,2000008328,00010,412904328,261,,,VZIREQ04,SESS-000546
1000000567,0001,false,false,000000000030000225,4000,SP04,2025-12-03T00:00:00,3.000,EA,0.000,0.00,2000008329,00010,449335188,261,,,VZIREQ02,SESS-000547
1000000568,0001,false,false,000000000030000225,4000,SP04,2026-05-11T00:00:00,3.000,EA,2.000,103781.98,2000008330,00010,444759846,261,,,VZIREQ02,SESS-000548
1000000569,0001,false,false,000000000030000226,1000,SP01,2026-02-24T00:00:00,1.000,EA,1.000,9735.50,2000008331,00010,419911689,261,,,VZIREQ05,SESS-000549
1000000570,0001,false,true,000000000030000226,1000,SP01,2025-12-27T00:00:00,3.000,EA,3.000,29206.50,2000008332,00010,412531037,261,,,VZIREQ03,
1000000571,0001,false,false,000000000030000226,1000,SP01,2026-04-07T00:00:00,4.000,EA,0.000,0.00,2000008333,00010,419581162,261,,,VZIREQ04,SESS-000550
1000000572,0001,false,true,000000000030000227,3000,SP03,2026-03-16T00:00:00,1.000,EA,1.000,20114.16,2000008334,00010,432965853,261,,,VZIREQ03,SESS-000551
1000000573,0001,false,true,000000000030000227,3000,SP03,2026-03-30T00:00:00,3.000,EA,2.000,40228.32,2000008335,00010,436244134,261,,,VZIREQ03,SESS-000552
1000000574,0001,false,true,000000000030000227,3000,SP03,2025-10-15T00:00:00,2.000,EA,2.000,40228.32,2000008336,00010,432619654,261,,,VZIREQ05,SESS-000553
1000000575,0001,false,true,000000000030000228,2000,SP02,2026-04-20T00:00:00,2.000,EA,1.000,617956.62,2000008337,00010,424294134,261,,,VZIREQ04,SESS-000554
1000000576,0001,false,false,000000000030000228,2000,SP02,2025-12-18T00:00:00,2.000,EA,1.000,617956.62,2000008338,00010,422774911,261,,,VZIREQ05,SESS-000555
1000000577,0001,false,false,000000000030000229,3000,SP03,2026-01-16T00:00:00,3.000,EA,0.000,0.00,2000008339,00010,433097608,261,,,VZIREQ05,SESS-000556
1000000578,0001,false,false,000000000030000230,1000,SP01,2025-10-12T00:00:00,4.000,EA,0.000,0.00,2000008340,00010,416708947,261,,,VZIREQ02,SESS-000557
1000000579,0001,false,false,000000000030000230,4000,SP04,2026-02-15T00:00:00,2.000,EA,0.000,0.00,2000008341,00010,443883063,261,,,VZIREQ02,SESS-000558
1000000580,0001,false,false,000000000030000230,4000,SP04,2025-12-02T00:00:00,1.000,EA,0.000,0.00,2000008342,00010,446881919,261,,,VZIREQ04,SESS-000559
1000000581,0001,false,false,000000000030000231,1000,SP01,2026-04-23T00:00:00,3.000,EA,0.000,0.00,2000008343,00010,414661184,261,,,VZIREQ01,SESS-000560
1000000582,0001,false,false,000000000030000232,1000,SP01,2025-12-13T00:00:00,3.000,EA,2.000,301895.28,2000008344,00010,415576301,261,,,VZIREQ04,SESS-000561
1000000583,0001,false,false,000000000030000232,1000,SP01,2026-04-01T00:00:00,1.000,EA,0.000,0.00,2000008345,00010,416193051,261,,,VZIREQ03,SESS-000562
1000000584,0001,false,true,000000000030000233,1000,SP01,2025-11-24T00:00:00,2.000,EA,1.000,46324.97,2000008346,00010,418944420,261,,,VZIREQ01,SESS-000563
1000000585,0001,false,false,000000000030000233,1000,SP01,2025-11-24T00:00:00,1.000,EA,0.000,0.00,2000008347,00010,411448552,261,,,VZIREQ01,SESS-000564
1000000586,0001,false,false,000000000030000233,1000,SP01,2026-05-14T00:00:00,4.000,EA,0.000,0.00,2000008348,00010,411438426,261,,,VZIREQ02,SESS-000565
1000000587,0001,false,false,000000000030000234,1000,SP01,2025-08-14T00:00:00,1.000,EA,1.000,247763.14,2000008349,00010,416409758,261,,,VZIREQ04,SESS-000566
1000000588,0001,false,false,000000000030000234,1000,SP01,2026-02-15T00:00:00,1.000,EA,0.000,0.00,2000008350,00010,413824384,261,,,VZIREQ05,SESS-000567
1000000589,0001,false,true,000000000030000234,1000,SP01,2025-12-23T00:00:00,2.000,EA,2.000,495526.28,2000008351,00010,418422649,261,,,VZIREQ05,SESS-000568
1000000590,0001,false,true,000000000030000235,4000,SP04,2026-07-10T00:00:00,1.000,EA,1.000,114444.48,2000008352,00010,445763150,261,,,VZIREQ02,SESS-000569
1000000591,0001,false,false,000000000030000235,4000,SP04,2026-02-27T00:00:00,4.000,EA,0.000,0.00,2000008353,00010,445766617,261,,,VZIREQ03,SESS-000570
1000000592,0001,false,false,000000000030000236,2000,SP02,2025-11-18T00:00:00,1.000,EA,0.000,0.00,2000008354,00010,425581823,261,,,VZIREQ04,SESS-000571
1000000593,0001,false,false,000000000030000236,2000,SP02,2026-06-12T00:00:00,1.000,EA,0.000,0.00,2000008355,00010,421309843,261,,,VZIREQ01,SESS-000572
1000000594,0001,false,false,000000000030000236,2000,SP02,2026-06-30T00:00:00,2.000,EA,0.000,0.00,2000008356,00010,423116691,261,,,VZIREQ01,SESS-000573
1000000595,0001,false,false,000000000030000237,2000,SP02,2026-02-18T00:00:00,2.000,EA,0.000,0.00,2000008357,00010,424338265,261,,,VZIREQ01,SESS-000574
1000000596,0001,false,false,000000000030000237,2000,SP02,2025-11-18T00:00:00,3.000,EA,0.000,0.00,2000008358,00010,423115429,261,,,VZIREQ01,SESS-000575
1000000597,0001,false,true,000000000030000238,2000,SP02,2026-01-21T00:00:00,3.000,EA,3.000,814710.93,2000008359,00010,429978129,261,,,VZIREQ04,SESS-000576
1000000598,0001,false,false,000000000030000239,1000,SP01,2026-01-12T00:00:00,3.000,EA,2.000,284417.70,2000008360,00010,419323321,261,,,VZIREQ02,SESS-000577
1000000599,0001,false,true,000000000030000239,1000,SP01,2026-06-19T00:00:00,4.000,EA,4.000,568835.40,2000008361,00010,414433314,261,,,VZIREQ02,SESS-000578
1000000600,0001,false,true,000000000030000240,3000,SP03,2025-12-27T00:00:00,1.000,EA,1.000,430798.53,2000008362,00010,431571955,261,,,VZIREQ04,SESS-000579
1000000601,0001,false,true,000000000030000240,3000,SP03,2025-10-19T00:00:00,4.000,EA,4.000,1723194.12,2000008363,00010,434888291,261,,,VZIREQ02,SESS-000580
1000000602,0001,false,false,000000000030000240,3000,SP03,2026-04-14T00:00:00,2.000,EA,0.000,0.00,2000008364,00010,431494140,261,,,VZIREQ03,SESS-000581
1000000603,0001,false,false,000000000030000241,4000,SP04,2026-03-15T00:00:00,4.000,EA,2.000,133040.42,2000008365,00010,444245907,261,,,VZIREQ04,SESS-000582
1000000604,0001,false,false,000000000030000242,4000,SP04,2026-02-11T00:00:00,2.000,EA,0.000,0.00,2000008366,00010,443883460,261,,,VZIREQ03,SESS-000583
1000000605,0001,false,true,000000000030000243,1000,SP01,2026-04-20T00:00:00,2.000,EA,2.000,305155.84,2000008367,00010,416974645,261,,,VZIREQ03,SESS-000584
1000000606,0001,false,true,000000000030000243,1000,SP01,2026-05-02T00:00:00,4.000,EA,4.000,610311.68,2000008368,00010,414906996,261,,,VZIREQ04,SESS-000585
1000000607,0001,false,true,000000000030000244,4000,SP04,2025-12-21T00:00:00,2.000,EA,2.000,235432.22,2000008369,00010,441155054,261,,,VZIREQ01,
1000000608,0001,false,false,000000000030000244,4000,SP04,2025-08-21T00:00:00,3.000,EA,0.000,0.00,2000008370,00010,445636255,261,,,VZIREQ03,SESS-000586
1000000609,0001,false,true,000000000030000244,4000,SP04,2026-02-27T00:00:00,2.000,EA,1.000,117716.11,2000008371,00010,449152078,261,,,VZIREQ05,SESS-000587
1000000610,0001,false,false,000000000030000245,1000,SP01,2026-01-09T00:00:00,4.000,EA,0.000,0.00,2000008372,00010,414574679,261,,,VZIREQ01,SESS-000588
1000000611,0001,false,false,000000000030000245,1000,SP01,2026-05-21T00:00:00,3.000,EA,0.000,0.00,2000008373,00010,417241789,261,,,VZIREQ02,SESS-000589
1000000612,0001,false,false,000000000030000245,1000,SP01,2026-03-25T00:00:00,4.000,EA,0.000,0.00,2000008374,00010,412087942,261,,,VZIREQ05,SESS-000590
1000000613,0001,false,false,000000000030000246,4000,SP04,2025-12-24T00:00:00,3.000,EA,2.000,291802.94,2000008375,00010,448386163,261,,,VZIREQ02,SESS-000591
1000000614,0001,false,true,000000000030000246,4000,SP04,2025-12-28T00:00:00,1.000,EA,1.000,145901.47,2000008376,00010,444005679,261,,,VZIREQ01,SESS-000592
1000000615,0001,false,true,000000000030000246,4000,SP04,2026-07-15T00:00:00,1.000,EA,1.000,145901.47,2000008377,00010,443106904,261,,,VZIREQ04,SESS-000593
1000000616,0001,false,false,000000000030000247,4000,SP04,2026-04-25T00:00:00,4.000,EA,0.000,0.00,2000008378,00010,443753794,261,,,VZIREQ02,SESS-000594
1000000617,0001,false,false,000000000030000247,4000,SP04,2026-02-08T00:00:00,3.000,EA,0.000,0.00,2000008379,00010,445452219,261,,,VZIREQ05,SESS-000595
1000000618,0001,false,true,000000000030000247,4000,SP04,2026-06-28T00:00:00,4.000,EA,3.000,82162.68,2000008380,00010,449031242,261,,,VZIREQ01,SESS-000596
1000000619,0001,false,true,000000000030000248,4000,SP04,2025-10-22T00:00:00,3.000,EA,3.000,466107.84,2000008381,00010,444825306,261,,,VZIREQ03,SESS-000597
1000000620,0001,false,true,000000000030000248,4000,SP04,2025-10-30T00:00:00,4.000,EA,4.000,621477.12,2000008382,00010,445891639,261,,,VZIREQ02,SESS-000598
1000000621,0001,false,false,000000000030000248,4000,SP04,2026-01-27T00:00:00,2.000,EA,0.000,0.00,2000008383,00010,449474238,261,,,VZIREQ01,SESS-000599
1000000622,0001,false,true,000000000030000248,2000,SP02,2026-06-08T00:00:00,2.000,EA,2.000,310738.56,2000008384,00010,421342066,261,,,VZIREQ04,SESS-000600
1000000623,0001,false,true,000000000030000248,2000,SP02,2026-01-16T00:00:00,2.000,EA,1.000,155369.28,2000008385,00010,426188809,261,,,VZIREQ04,SESS-000601
1000000624,0001,false,false,000000000030000249,2000,SP02,2026-01-18T00:00:00,2.000,EA,0.000,0.00,2000008386,00010,426395020,261,,,VZIREQ01,SESS-000602
1000000625,0001,false,false,000000000030000249,2000,SP02,2025-12-05T00:00:00,1.000,EA,1.000,80525.24,2000008387,00010,424977428,261,,,VZIREQ02,SESS-000603
1000000626,0001,false,false,000000000030000249,2000,SP02,2025-09-08T00:00:00,1.000,EA,0.000,0.00,2000008388,00010,427358854,261,,,VZIREQ05,SESS-000604
1000000627,0001,false,true,000000000030000250,4000,SP04,2026-05-05T00:00:00,3.000,EA,3.000,312934.59,2000008389,00010,443234080,261,,,VZIREQ05,
1000000628,0001,false,true,000000000030000251,1000,SP01,2026-06-03T00:00:00,2.000,EA,1.000,176044.59,2000008390,00010,412218454,261,,,VZIREQ04,SESS-000605
1000000629,0001,false,false,000000000030000252,1000,SP01,2026-08-28T00:00:00,2.000,EA,1.000,48763.12,2000008391,00010,415083437,261,,,VZIREQ02,SESS-000606
1000000630,0001,false,true,000000000030000252,1000,SP01,2026-04-02T00:00:00,3.000,EA,3.000,146289.36,2000008392,00010,414275689,261,,,VZIREQ02,
1000000631,0001,false,true,000000000030000253,3000,SP03,2026-07-27T00:00:00,1.000,EA,1.000,380892.80,2000008393,00010,431741561,261,,,VZIREQ01,SESS-000607
1000000632,0001,false,true,000000000030000253,3000,SP03,2026-03-30T00:00:00,2.000,EA,1.000,380892.80,2000008394,00010,435204398,261,,,VZIREQ04,SESS-000608
1000000633,0001,false,false,000000000030000254,3000,SP03,2026-03-04T00:00:00,4.000,EA,0.000,0.00,2000008395,00010,434702891,261,,,VZIREQ04,SESS-000609
1000000634,0001,false,false,000000000030000254,3000,SP03,2026-03-06T00:00:00,2.000,EA,0.000,0.00,2000008396,00010,436046779,261,,,VZIREQ01,SESS-000610
1000000635,0001,false,false,000000000030000255,1000,SP01,2025-11-11T00:00:00,2.000,EA,0.000,0.00,2000008397,00010,419037265,261,,,VZIREQ03,SESS-000611
1000000636,0001,false,false,000000000030000256,3000,SP03,2025-12-28T00:00:00,1.000,EA,0.000,0.00,2000008398,00010,435772836,261,,,VZIREQ04,SESS-000612
1000000637,0001,false,true,000000000030000256,3000,SP03,2025-12-12T00:00:00,3.000,EA,3.000,368835.96,2000008399,00010,434824992,261,,,VZIREQ02,SESS-000613
1000000638,0001,false,false,000000000030000257,2000,SP02,2026-03-15T00:00:00,3.000,EA,0.000,0.00,2000008400,00010,428642037,261,,,VZIREQ01,SESS-000614
1000000639,0001,false,true,000000000030000257,3000,SP03,2026-03-27T00:00:00,4.000,EA,2.000,38015.22,2000008401,00010,434617181,261,,,VZIREQ05,SESS-000615
1000000640,0001,false,true,000000000030000257,3000,SP03,2025-11-07T00:00:00,2.000,EA,2.000,38015.22,2000008402,00010,435647001,261,,,VZIREQ04,SESS-000616
1000000641,0001,false,true,000000000030000257,3000,SP03,2026-03-22T00:00:00,2.000,EA,2.000,38015.22,2000008403,00010,434915510,261,,,VZIREQ02,SESS-000617
1000000642,0001,false,true,000000000030000258,2000,SP02,2026-07-19T00:00:00,2.000,EA,2.000,143382.22,2000008404,00010,421672355,261,,,VZIREQ01,SESS-000618
1000000643,0001,false,true,000000000030000258,2000,SP02,2025-11-11T00:00:00,4.000,EA,4.000,286764.44,2000008405,00010,422399433,261,,,VZIREQ02,SESS-000619
1000000644,0001,false,true,000000000030000259,1000,SP01,2026-02-07T00:00:00,3.000,EA,3.000,478596.12,2000008406,00010,419604627,261,,,VZIREQ02,SESS-000620
1000000645,0001,false,false,000000000030000259,1000,SP01,2026-01-03T00:00:00,4.000,EA,0.000,0.00,2000008407,00010,416622860,261,,,VZIREQ01,SESS-000621
1000000646,0001,false,false,000000000030000259,1000,SP01,2025-11-17T00:00:00,3.000,EA,0.000,0.00,2000008408,00010,418594142,261,,,VZIREQ05,SESS-000622
1000000647,0001,false,false,000000000030000260,3000,SP03,2026-02-09T00:00:00,2.000,EA,0.000,0.00,2000008409,00010,436249702,261,,,VZIREQ04,SESS-000623
