Matnr,Werks,Lgort,Labst,Insme,Speme,Lgpbe
000000000010000689,1000,SP01,25.000,0.000,0.000,D-23-4
000000000010000690,3000,SP03,0.000,0.000,0.000,A-07-5
000000000010000691,3000,SP03,35.000,0.000,0.000,A-02-1
000000000010000692,3000,SP03,0.000,0.000,0.000,D-24-3
000000000010000693,1000,SP01,41.000,0.000,0.000,B-20-5
000000000010000694,1000,SP01,0.000,0.000,0.000,A-05-6
000000000010000694,4000,SP04,115.000,0.000,0.000,D-23-3
000000000010000695,2000,SP02,12.000,0.000,0.000,B-02-5
000000000010000695,1000,SP01,0.000,0.000,0.000,D-13-6
000000000030000158,3000,SP03,1.000,0.000,0.000,E-18-1
000000000030000158,4000,SP04,0.000,0.000,0.000,B-05-2
000000000010000696,1000,SP01,7.000,0.000,0.000,E-07-6
000000000010000697,2000,SP02,0.000,0.000,0.000,C-14-3
000000000010000698,2000,SP02,0.000,0.000,0.000,E-22-5
000000000010000699,2000,SP02,11.000,0.000,0.000,E-10-4
000000000010000700,3000,SP03,1.000,0.000,0.000,D-13-5
000000000010000701,2000,SP02,0.000,0.000,0.000,D-05-3
000000000010000701,1000,SP01,0.000,0.000,0.000,B-19-5
000000000010000702,1000,SP01,0.000,0.000,0.000,C-22-6
000000000010000702,3000,SP03,0.000,0.000,0.000,B-23-3
000000000010000703,4000,SP04,6.000,0.000,0.000,A-22-6
000000000010000703,3000,SP03,1.000,0.000,0.000,C-22-6
000000000010000704,1000,SP01,76.000,0.000,0.000,B-24-4
000000000080000168,2000,SP02,14.000,0.000,0.000,C-19-2
000000000010000705,1000,SP01,0.000,0.000,0.000,A-23-5
000000000010000705,3000,SP03,0.000,0.000,0.000,A-10-4
000000000010000706,2000,SP02,2.000,0.000,0.000,A-15-2
000000000010000706,1000,SP01,12.000,0.000,0.000,E-20-5
000000000030000159,3000,SP03,6.000,0.000,0.000,E-18-2
000000000030000159,1000,SP01,0.000,0.000,0.000,D-01-1
000000000010000707,4000,SP04,11.000,0.000,0.000,D-03-2
000000000010000708,1000,SP01,5.000,0.000,0.000,E-08-3
000000000010000709,3000,SP03,251.000,0.000,0.000,C-11-2
000000000010000709,4000,SP04,74.000,0.000,0.000,A-21-1
000000000010000710,4000,SP04,121.000,0.000,0.000,D-03-3
000000000010000711,1000,SP01,60.000,0.000,0.000,C-16-3
000000000030000160,4000,SP04,6.000,0.000,0.000,A-20-1
000000000010000712,4000,SP04,185.000,0.000,0.000,E-16-6
000000000010000713,1000,SP01,0.000,0.000,0.000,C-17-5
000000000010000714,4000,SP04,31.000,0.000,0.000,E-10-2
000000000010000715,1000,SP01,11.000,0.000,0.000,C-16-2
000000000010000716,2000,SP02,1.000,0.000,0.000,D-01-3
000000000010000716,1000,SP01,1.000,0.000,0.000,E-08-1
000000000010000717,1000,SP01,0.000,0.000,0.000,A-23-4
000000000010000718,3000,SP03,5.000,0.000,0.000,B-18-2
000000000080000169,1000,SP01,2.000,0.000,0.000,D-10-5
000000000010000719,1000,SP01,4.000,0.000,0.000,A-21-6
000000000010000720,2000,SP02,5.000,0.000,0.000,E-11-4
000000000010000720,4000,SP04,0.000,0.000,0.000,A-02-1
000000000010000721,2000,SP02,38.000,0.000,0.000,B-04-1
000000000010000722,2000,SP02,0.000,0.000,0.000,E-03-4
000000000010000723,1000,SP01,0.000,0.000,0.000,C-01-3
000000000030000161,2000,SP02,7.000,0.000,0.000,B-20-6
000000000010000724,1000,SP01,53.000,0.000,0.000,B-20-6
000000000010000724,4000,SP04,132.000,0.000,0.000,E-11-1
000000000030000162,1000,SP01,4.000,0.000,0.000,C-24-4
000000000030000162,3000,SP03,1.000,0.000,0.000,B-13-4
000000000090000042,3000,SP03,10.000,0.000,0.000,E-15-2
000000000030000163,2000,SP02,0.000,0.000,0.000,A-11-3
000000000010000725,4000,SP04,44.000,0.000,0.000,B-05-5
000000000010000726,3000,SP03,70.000,0.000,0.000,D-16-1
000000000030000164,1000,SP01,1.000,0.000,0.000,A-07-4
000000000010000727,1000,SP01,27.000,0.000,0.000,C-01-5
000000000010000727,4000,SP04,6.000,0.000,0.000,A-23-1
000000000090000043,1000,SP01,18.000,0.000,0.000,B-01-1
000000000010000728,4000,SP04,0.000,0.000,0.000,D-10-5
000000000080000170,2000,SP02,16.000,0.000,0.000,C-14-3
000000000080000170,4000,SP04,8.000,0.000,0.000,C-22-3
000000000010000729,2000,SP02,0.000,0.000,0.000,D-22-6
000000000080000171,3000,SP03,2.000,0.000,0.000,C-17-5
000000000030000165,3000,SP03,6.000,0.000,0.000,D-15-2
000000000010000730,1000,SP01,0.000,0.000,0.000,A-06-5
000000000010000731,2000,SP02,43.000,0.000,0.000,A-19-1
000000000010000731,4000,SP04,79.000,0.000,0.000,D-19-3
000000000010000732,2000,SP02,2.000,0.000,0.000,B-01-1
000000000010000733,1000,SP01,99.000,0.000,0.000,E-06-3
000000000010000734,2000,SP02,13.000,0.000,0.000,A-07-4
000000000010000735,2000,SP02,6.000,0.000,0.000,D-24-5
000000000010000736,2000,SP02,82.000,0.000,0.000,C-10-5
000000000010000736,4000,SP04,105.000,0.000,0.000,B-02-5
000000000010000737,3000,SP03,39.000,0.000,0.000,E-16-3
000000000080000172,2000,SP02,3.000,0.000,0.000,D-03-5
000000000080000172,3000,SP03,8.000,0.000,0.000,C-12-4
000000000080000173,1000,SP01,8.000,0.000,0.000,E-07-2
000000000090000044,2000,SP02,15.000,0.000,0.000,C-09-1
000000000030000166,2000,SP02,1.000,0.000,0.000,A-22-4
000000000010000738,4000,SP04,3.000,0.000,0.000,C-12-5
000000000010000739,3000,SP03,6.000,0.000,0.000,E-22-1
000000000010000739,4000,SP04,9.000,0.000,0.000,E-01-3
000000000010000740,4000,SP04,40.000,0.000,0.000,D-22-2
000000000010000740,2000,SP02,57.000,0.000,0.000,A-21-6
000000000010000741,1000,SP01,0.000,0.000,0.000,B-16-2
000000000010000741,3000,SP03,0.000,0.000,0.000,A-19-4
000000000080000174,1000,SP01,9.000,0.000,0.000,E-15-3
000000000080000174,2000,SP02,2.000,0.000,0.000,E-20-1
000000000010000742,1000,SP01,27.000,0.000,0.000,C-11-2
000000000010000743,3000,SP03,35.000,0.000,0.000,A-04-4
000000000010000744,2000,SP02,6.000,0.000,0.000,B-22-5
000000000030000167,1000,SP01,0.000,0.000,0.000,D-16-2
000000000010000745,2000,SP02,6.000,0.000,0.000,B-09-3
000000000010000746,3000,SP03,233.000,0.000,0.000,E-21-1
000000000010000747,3000,SP03,20.000,0.000,0.000,B-06-5
000000000010000747,4000,SP04,18.000,0.000,0.000,C-10-5
000000000010000748,1000,SP01,8.000,0.000,0.000,C-20-5
000000000030000168,2000,SP02,0.000,0.000,0.000,A-11-3
000000000030000169,4000,SP04,8.000,0.000,0.000,C-19-2
000000000030000169,1000,SP01,2.000,0.000,0.000,A-03-2
000000000010000749,3000,SP03,8.000,0.000,0.000,D-12-2
000000000030000170,3000,SP03,2.000,0.000,0.000,B-15-5
000000000080000175,4000,SP04,4.000,0.000,0.000,A-09-2
000000000010000750,3000,SP03,5.000,0.000,0.000,B-05-5
000000000080000176,3000,SP03,17.000,0.000,0.000,D-06-4
000000000080000176,2000,SP02,21.000,1.000,0.000,D-07-3
000000000010000751,2000,SP02,0.000,0.000,0.000,A-11-6
000000000010000752,4000,SP04,0.000,0.000,0.000,A-23-2
000000000010000753,4000,SP04,55.000,0.000,0.000,A-24-1
000000000010000753,1000,SP01,45.000,0.000,0.000,A-16-4
000000000010000754,2000,SP02,0.000,0.000,0.000,C-06-6
000000000030000171,2000,SP02,0.000,0.000,0.000,A-18-1
000000000030000171,4000,SP04,3.000,0.000,0.000,C-03-2
000000000010000755,3000,SP03,0.000,0.000,0.000,A-16-6
000000000010000756,3000,SP03,5.000,0.000,0.000,D-02-2
000000000010000757,4000,SP04,0.000,0.000,0.000,E-17-3
000000000080000177,3000,SP03,24.000,0.000,0.000,E-16-4
000000000080000177,2000,SP02,5.000,0.000,0.000,C-24-3
000000000080000178,3000,SP03,11.000,1.000,0.000,C-03-2
000000000010000758,2000,SP02,10.000,0.000,0.000,B-04-6
000000000010000759,3000,SP03,0.000,0.000,0.000,D-07-2
000000000030000172,1000,SP01,3.000,0.000,0.000,D-07-2
000000000010000760,3000,SP03,10.000,0.000,0.000,B-10-2
000000000010000761,1000,SP01,20.000,0.000,0.000,D-04-3
000000000080000179,4000,SP04,2.000,0.000,0.000,C-14-6
000000000080000179,3000,SP03,6.000,0.000,0.000,C-21-2
000000000010000762,4000,SP04,17.000,0.000,0.000,C-21-1
000000000080000180,3000,SP03,3.000,0.000,0.000,E-20-6
000000000010000763,4000,SP04,14.000,0.000,0.000,B-14-1
000000000010000763,1000,SP01,8.000,0.000,0.000,B-16-4
000000000080000181,4000,SP04,7.000,0.000,0.000,B-01-3
000000000010000764,1000,SP01,3.000,0.000,0.000,C-10-6
000000000010000764,3000,SP03,21.000,0.000,0.000,D-01-6
000000000010000765,3000,SP03,0.000,0.000,0.000,C-04-6
000000000010000766,2000,SP02,43.000,0.000,0.000,A-13-4
000000000010000767,2000,SP02,0.000,0.000,0.000,E-08-4
000000000080000182,1000,SP01,8.000,0.000,0.000,E-20-4
000000000030000173,2000,SP02,0.000,0.000,0.000,C-14-1
000000000010000768,1000,SP01,0.000,0.000,0.000,E-16-6
000000000010000769,2000,SP02,7.000,0.000,0.000,A-12-2
000000000010000770,4000,SP04,102.000,0.000,0.000,E-19-3
000000000030000174,4000,SP04,0.000,0.000,0.000,B-09-4
000000000010000771,1000,SP01,0.000,0.000,0.000,E-02-1
000000000030000175,4000,SP04,10.000,0.000,0.000,E-03-3
000000000030000175,3000,SP03,2.000,0.000,0.000,E-06-6
000000000010000772,1000,SP01,0.000,0.000,0.000,B-08-5
000000000010000773,3000,SP03,2.000,0.000,0.000,C-18-4
000000000010000774,4000,SP04,3.000,0.000,0.000,D-10-3
000000000010000775,4000,SP04,5.000,0.000,0.000,E-10-6
000000000010000776,1000,SP01,0.000,0.000,0.000,C-22-4
000000000080000183,2000,SP02,3.000,1.000,0.000,D-23-4
000000000010000777,4000,SP04,8.000,0.000,0.000,E-12-1
000000000080000184,4000,SP04,10.000,0.000,0.000,E-15-5
000000000010000778,1000,SP01,0.000,0.000,0.000,E-19-1
000000000010000779,4000,SP04,0.000,0.000,0.000,D-20-6
000000000090000045,2000,SP02,21.000,0.000,0.000,C-24-1
000000000010000780,1000,SP01,0.000,0.000,0.000,B-08-6
000000000010000781,2000,SP02,9.000,0.000,0.000,C-20-5
000000000010000782,2000,SP02,4.000,0.000,0.000,C-24-4
000000000010000783,4000,SP04,2.000,0.000,0.000,B-04-3
000000000030000176,4000,SP04,0.000,0.000,0.000,C-14-1
000000000010000784,1000,SP01,28.000,0.000,0.000,E-22-6
000000000080000185,1000,SP01,6.000,0.000,0.000,A-23-5
000000000010000785,2000,SP02,2.000,0.000,0.000,C-02-2
000000000010000786,2000,SP02,10.000,0.000,0.000,A-21-1
000000000010000787,1000,SP01,11.000,0.000,0.000,D-11-2
000000000010000788,3000,SP03,281.000,0.000,0.000,B-12-1
000000000010000788,2000,SP02,0.000,0.000,0.000,E-22-1
000000000010000789,4000,SP04,0.000,0.000,0.000,C-23-4
000000000030000177,1000,SP01,0.000,0.000,0.000,E-16-6
000000000010000790,2000,SP02,1.000,0.000,0.000,A-09-4
000000000010000791,4000,SP04,1.000,0.000,0.000,A-01-1
000000000010000792,3000,SP03,2.000,0.000,0.000,A-06-1
000000000010000793,2000,SP02,0.000,0.000,0.000,C-08-5
000000000030000178,4000,SP04,1.000,0.000,0.000,D-01-5
000000000030000178,3000,SP03,1.000,0.000,0.000,B-17-2
000000000010000794,1000,SP01,6.000,0.000,0.000,A-22-3
000000000010000795,4000,SP04,13.000,0.000,0.000,C-20-6
000000000010000795,3000,SP03,8.000,0.000,0.000,A-07-2
000000000090000046,2000,SP02,20.000,0.000,0.000,E-18-4
000000000010000796,3000,SP03,102.000,0.000,0.000,C-01-1
000000000010000797,1000,SP01,0.000,0.000,0.000,B-17-6
000000000010000797,3000,SP03,0.000,0.000,0.000,D-19-3
000000000010000798,1000,SP01,90.000,0.000,0.000,C-15-5
000000000030000179,1000,SP01,1.000,0.000,0.000,B-05-4
000000000030000180,3000,SP03,10.000,0.000,0.000,B-11-6
000000000030000181,4000,SP04,3.000,0.000,0.000,B-12-3
000000000030000182,3000,SP03,3.000,0.000,0.000,C-12-5
000000000010000799,4000,SP04,1.000,0.000,0.000,E-14-4
000000000010000799,3000,SP03,1.000,0.000,0.000,A-19-2
000000000010000800,4000,SP04,5.000,0.000,0.000,A-22-6
000000000010000801,4000,SP04,0.000,0.000,0.000,D-05-6
000000000010000802,2000,SP02,29.000,0.000,0.000,C-04-4
000000000010000803,2000,SP02,7.000,0.000,0.000,B-17-6
000000000010000803,4000,SP04,3.000,0.000,0.000,B-05-6
000000000010000804,2000,SP02,0.000,0.000,0.000,B-19-2
000000000010000805,1000,SP01,2.000,0.000,0.000,C-17-3
000000000010000805,4000,SP04,2.000,0.000,0.000,D-20-1
000000000010000806,4000,SP04,8.000,0.000,0.000,B-05-3
000000000010000807,2000,SP02,2.000,0.000,0.000,E-16-5
000000000010000808,2000,SP02,34.000,0.000,0.000,D-07-6
000000000010000808,4000,SP04,45.000,0.000,0.000,D-18-6
000000000010000809,2000,SP02,11.000,0.000,0.000,E-08-6
000000000010000809,4000,SP04,18.000,0.000,0.000,C-21-5
000000000080000186,3000,SP03,4.000,0.000,0.000,A-23-2
000000000010000810,4000,SP04,88.000,0.000,0.000,D-19-1
000000000010000811,1000,SP01,0.000,0.000,0.000,B-01-6
000000000030000183,1000,SP01,2.000,0.000,0.000,C-20-6
000000000010000812,1000,SP01,138.000,0.000,0.000,B-23-2
000000000030000184,2000,SP02,4.000,0.000,0.000,D-12-2
000000000010000813,1000,SP01,77.000,0.000,0.000,C-14-4
000000000010000814,2000,SP02,3.000,0.000,0.000,A-06-3
000000000030000185,3000,SP03,0.000,0.000,0.000,B-22-2
000000000010000815,2000,SP02,146.000,0.000,0.000,E-06-3
000000000080000187,3000,SP03,4.000,0.000,0.000,C-07-3
000000000010000816,4000,SP04,1.000,0.000,0.000,C-07-3
000000000010000817,4000,SP04,18.000,0.000,0.000,E-06-4
000000000010000817,1000,SP01,6.000,0.000,0.000,D-14-6
000000000080000188,4000,SP04,16.000,0.000,0.000,B-16-3
000000000030000186,2000,SP02,3.000,0.000,0.000,B-01-6
000000000010000818,2000,SP02,0.000,0.000,0.000,B-02-1
000000000010000819,3000,SP03,8.000,0.000,0.000,E-16-2
000000000010000820,1000,SP01,1.000,0.000,0.000,B-04-4
000000000010000820,4000,SP04,1.000,0.000,0.000,D-09-1
000000000010000821,2000,SP02,59.000,0.000,0.000,D-06-5
000000000010000821,3000,SP03,61.000,0.000,0.000,D-23-2
000000000010000822,3000,SP03,1.000,0.000,0.000,B-17-4
000000000010000823,2000,SP02,7.000,0.000,0.000,B-18-6
000000000030000187,3000,SP03,1.000,0.000,0.000,C-11-1
000000000030000187,1000,SP01,3.000,0.000,0.000,A-13-1
000000000080000189,1000,SP01,0.000,1.000,0.000,C-04-2
000000000080000189,2000,SP02,2.000,0.000,0.000,C-20-6
000000000010000824,1000,SP01,16.000,0.000,0.000,D-14-3
000000000010000824,4000,SP04,6.000,0.000,0.000,D-17-5
000000000010000825,1000,SP01,0.000,0.000,0.000,E-18-6
000000000010000825,4000,SP04,0.000,0.000,0.000,B-07-5
000000000010000826,4000,SP04,5.000,0.000,0.000,B-15-6
000000000010000826,1000,SP01,45.000,0.000,0.000,C-03-1
000000000030000188,3000,SP03,4.000,0.000,0.000,A-06-3
000000000010000827,2000,SP02,11.000,0.000,0.000,C-05-4
000000000080000190,4000,SP04,2.000,0.000,0.000,B-10-2
000000000010000828,3000,SP03,16.000,0.000,0.000,D-15-4
000000000010000829,1000,SP01,13.000,0.000,0.000,D-05-3
000000000010000830,2000,SP02,0.000,0.000,0.000,B-21-4
000000000080000191,4000,SP04,11.000,0.000,0.000,A-12-4
000000000030000189,2000,SP02,2.000,0.000,0.000,B-08-5
000000000030000189,3000,SP03,2.000,0.000,0.000,A-22-6
000000000010000831,3000,SP03,6.000,0.000,0.000,B-22-3
000000000010000831,1000,SP01,1.000,0.000,0.000,A-06-2
000000000010000832,3000,SP03,0.000,0.000,0.000,E-07-4
000000000010000832,4000,SP04,2.000,0.000,0.000,E-02-6
000000000090000047,1000,SP01,25.000,0.000,0.000,D-05-1
000000000010000833,3000,SP03,120.000,0.000,0.000,B-17-2
000000000010000834,4000,SP04,1.000,0.000,0.000,A-12-2
000000000090000048,1000,SP01,31.000,0.000,0.000,B-20-5
000000000030000190,1000,SP01,0.000,0.000,0.000,B-01-1
000000000010000835,2000,SP02,0.000,0.000,0.000,C-24-1
000000000010000836,3000,SP03,11.000,0.000,0.000,A-11-4
000000000030000191,2000,SP02,0.000,0.000,0.000,C-21-1
000000000030000192,4000,SP04,0.000,0.000,0.000,C-21-1
000000000030000192,1000,SP01,2.000,0.000,0.000,E-21-3
000000000010000837,1000,SP01,4.000,0.000,0.000,C-05-2
000000000010000837,2000,SP02,10.000,0.000,0.000,D-22-5
000000000010000838,2000,SP02,18.000,0.000,0.000,E-09-3
000000000010000839,4000,SP04,1.000,0.000,0.000,D-10-1
000000000010000839,1000,SP01,2.000,0.000,0.000,A-15-3
000000000010000840,4000,SP04,3.000,0.000,0.000,A-20-1
000000000010000841,3000,SP03,0.000,0.000,0.000,B-06-4
000000000010000841,4000,SP04,0.000,0.000,0.000,B-19-2
000000000010000842,1000,SP01,50.000,0.000,0.000,E-01-6
000000000010000842,3000,SP03,60.000,0.000,0.000,B-10-3
000000000080000192,1000,SP01,10.000,0.000,0.000,C-23-1
000000000030000193,1000,SP01,1.000,0.000,0.000,B-18-5
000000000030000194,1000,SP01,0.000,0.000,0.000,C-01-6
000000000010000843,2000,SP02,7.000,0.000,0.000,E-09-2
000000000010000843,4000,SP04,7.000,0.000,0.000,A-17-1
000000000010000844,3000,SP03,4.000,0.000,0.000,E-24-2
000000000080000193,1000,SP01,3.000,0.000,0.000,A-06-3
000000000010000845,2000,SP02,0.000,0.000,0.000,B-16-5
000000000010000845,3000,SP03,6.000,0.000,0.000,D-02-5
000000000030000195,3000,SP03,0.000,0.000,0.000,A-15-1
000000000010000846,2000,SP02,0.000,0.000,0.000,C-01-6
000000000010000846,1000,SP01,0.000,0.000,0.000,B-15-1
000000000010000847,3000,SP03,1.000,0.000,0.000,D-17-3
000000000080000194,3000,SP03,6.000,0.000,0.000,E-04-5
000000000080000194,1000,SP01,9.000,0.000,0.000,C-03-6
000000000080000195,3000,SP03,7.000,0.000,0.000,E-07-1
000000000010000848,3000,SP03,1.000,0.000,0.000,E-24-2
000000000010000849,1000,SP01,3.000,0.000,0.000,A-19-5
000000000080000196,3000,SP03,12.000,1.000,0.000,B-07-1
000000000080000196,2000,SP02,6.000,0.000,0.000,B-05-6
000000000010000850,4000,SP04,1.000,0.000,0.000,E-22-2
000000000010000850,2000,SP02,7.000,0.000,0.000,B-18-3
000000000080000197,1000,SP01,21.000,0.000,0.000,A-24-5
000000000010000851,3000,SP03,8.000,0.000,0.000,E-01-4
000000000010000851,2000,SP02,20.000,0.000,0.000,E-09-4
000000000010000852,1000,SP01,0.000,0.000,0.000,C-22-5
000000000010000852,4000,SP04,0.000,0.000,0.000,D-18-3
000000000010000853,1000,SP01,11.000,0.000,0.000,A-13-6
000000000010000854,4000,SP04,298.000,0.000,0.000,D-22-3
000000000010000854,1000,SP01,73.000,0.000,0.000,E-02-4
000000000010000855,4000,SP04,4.000,0.000,0.000,D-22-5
000000000010000856,1000,SP01,0.000,0.000,0.000,D-10-2
000000000090000049,2000,SP02,16.000,0.000,0.000,D-11-5
000000000090000049,4000,SP04,25.000,0.000,0.000,A-06-3
000000000010000857,2000,SP02,0.000,0.000,0.000,D-06-5
000000000010000857,1000,SP01,1.000,0.000,0.000,E-09-2
000000000010000858,1000,SP01,0.000,0.000,0.000,C-14-1
000000000010000858,4000,SP04,1.000,0.000,0.000,D-01-3
000000000010000859,1000,SP01,4.000,0.000,0.000,C-02-1
000000000010000859,2000,SP02,8.000,0.000,0.000,D-17-3
000000000010000860,3000,SP03,0.000,0.000,0.000,B-18-3
000000000010000860,1000,SP01,0.000,0.000,0.000,D-12-3
000000000010000861,3000,SP03,6.000,0.000,0.000,D-05-2
000000000030000196,3000,SP03,6.000,0.000,0.000,A-19-3
000000000010000862,4000,SP04,0.000,0.000,0.000,C-04-6
000000000010000863,4000,SP04,3.000,0.000,0.000,B-07-1
000000000010000863,3000,SP03,1.000,0.000,0.000,A-02-3
000000000010000864,4000,SP04,7.000,0.000,0.000,D-05-2
000000000010000864,3000,SP03,1.000,0.000,0.000,A-02-5
000000000080000198,2000,SP02,4.000,1.000,0.000,C-23-5
000000000010000865,1000,SP01,23.000,0.000,0.000,B-21-2
000000000010000865,4000,SP04,264.000,0.000,0.000,C-03-2
000000000080000199,2000,SP02,3.000,0.000,0.000,B-20-4
000000000010000866,2000,SP02,2.000,0.000,0.000,D-15-4
000000000010000866,4000,SP04,1.000,0.000,0.000,D-10-2
000000000010000867,4000,SP04,1.000,0.000,0.000,D-01-2
000000000090000050,4000,SP04,29.000,0.000,0.000,B-06-1
000000000010000868,4000,SP04,0.000,0.000,0.000,D-18-3
000000000030000197,3000,SP03,2.000,0.000,0.000,C-06-3
000000000030000197,4000,SP04,0.000,0.000,0.000,D-18-2
000000000010000869,1000,SP01,6.000,0.000,0.000,A-04-2
000000000080000200,1000,SP01,7.000,0.000,0.000,C-19-6
000000000010000870,3000,SP03,10.000,0.000,0.000,D-08-1
000000000010000871,4000,SP04,2.000,0.000,0.000,B-01-1
000000000030000198,2000,SP02,2.000,0.000,0.000,E-22-3
000000000010000872,2000,SP02,0.000,0.000,0.000,D-18-3
000000000010000873,2000,SP02,19.000,0.000,0.000,D-10-2
000000000010000873,1000,SP01,6.000,0.000,0.000,E-10-5
000000000010000874,1000,SP01,0.000,0.000,0.000,E-17-1
000000000030000199,3000,SP03,3.000,0.000,0.000,A-13-3
000000000010000875,2000,SP02,2.000,0.000,0.000,A-09-4
000000000030000200,1000,SP01,2.000,0.000,0.000,E-17-1
000000000080000201,1000,SP01,8.000,0.000,0.000,E-20-4
000000000090000051,3000,SP03,10.000,0.000,0.000,C-11-1
000000000010000876,4000,SP04,0.000,0.000,0.000,D-01-1
000000000010000877,4000,SP04,15.000,0.000,0.000,B-23-5
000000000010000877,2000,SP02,8.000,0.000,0.000,C-16-6
000000000010000878,2000,SP02,2.000,0.000,0.000,A-23-3
000000000090000052,4000,SP04,38.000,0.000,0.000,D-03-6
000000000090000052,1000,SP01,24.000,0.000,0.000,A-20-6
000000000010000879,2000,SP02,2.000,0.000,0.000,E-05-3
000000000010000879,4000,SP04,1.000,0.000,0.000,E-08-3
000000000010000880,3000,SP03,0.000,0.000,0.000,C-11-1
000000000010000880,1000,SP01,0.000,0.000,0.000,C-04-1
000000000030000201,2000,SP02,0.000,0.000,0.000,E-07-5
000000000010000881,2000,SP02,1.000,0.000,0.000,B-09-3
000000000010000882,2000,SP02,22.000,0.000,0.000,C-14-6
000000000080000202,2000,SP02,9.000,0.000,0.000,E-07-3
000000000010000883,3000,SP03,31.000,0.000,0.000,E-14-4
000000000080000203,2000,SP02,6.000,0.000,0.000,A-18-2
000000000010000884,4000,SP04,5.000,0.000,0.000,B-09-6
000000000010000885,2000,SP02,0.000,0.000,0.000,E-22-3
000000000010000886,4000,SP04,10.000,0.000,0.000,B-19-1
000000000080000204,4000,SP04,23.000,0.000,0.000,E-10-1
000000000010000887,3000,SP03,0.000,0.000,0.000,B-05-5
000000000010000887,2000,SP02,0.000,0.000,0.000,E-01-2
000000000010000888,2000,SP02,4.000,0.000,0.000,C-16-2
000000000010000889,4000,SP04,14.000,0.000,0.000,E-13-3
000000000030000202,3000,SP03,3.000,0.000,0.000,D-24-6
000000000010000890,2000,SP02,4.000,0.000,0.000,D-04-1
000000000010000891,2000,SP02,3.000,0.000,0.000,B-09-6
000000000010000892,3000,SP03,0.000,0.000,0.000,C-16-5
000000000010000892,1000,SP01,0.000,0.000,0.000,C-16-2
000000000030000203,1000,SP01,0.000,0.000,0.000,D-15-1
000000000010000893,4000,SP04,2.000,0.000,0.000,B-13-2
000000000010000893,3000,SP03,6.000,0.000,0.000,C-04-4
000000000010000894,4000,SP04,1.000,0.000,0.000,A-13-4
000000000010000894,1000,SP01,2.000,0.000,0.000,A-18-3
000000000010000895,2000,SP02,0.000,0.000,0.000,E-09-2
000000000010000895,4000,SP04,0.000,0.000,0.000,B-15-2
000000000080000205,1000,SP01,3.000,0.000,0.000,D-03-4
000000000010000896,2000,SP02,0.000,0.000,0.000,D-01-6
000000000080000206,3000,SP03,16.000,0.000,0.000,A-12-3
000000000010000897,2000,SP02,19.000,0.000,0.000,B-24-5
000000000010000898,3000,SP03,1.000,0.000,0.000,C-09-1
000000000030000204,3000,SP03,7.000,0.000,0.000,C-02-3
000000000010000899,3000,SP03,0.000,0.000,0.000,C-11-1
000000000090000053,3000,SP03,16.000,0.000,0.000,A-21-2
000000000090000053,2000,SP02,24.000,0.000,0.000,A-02-4
000000000010000900,2000,SP02,17.000,0.000,0.000,A-05-3
000000000010000901,4000,SP04,8.000,0.000,0.000,E-07-2
000000000030000205,2000,SP02,1.000,0.000,0.000,B-02-2
000000000010000902,4000,SP04,0.000,0.000,0.000,B-11-4
000000000010000902,2000,SP02,0.000,0.000,0.000,C-15-4
000000000010000903,3000,SP03,0.000,0.000,0.000,C-13-3
000000000030000206,2000,SP02,6.000,0.000,0.000,C-02-5
000000000030000206,3000,SP03,1.000,0.000,0.000,D-14-4
000000000010000904,1000,SP01,0.000,0.000,0.000,E-10-4
000000000010000905,1000,SP01,13.000,0.000,0.000,C-24-2
000000000010000906,3000,SP03,0.000,0.000,0.000,A-19-5
000000000010000906,2000,SP02,0.000,0.000,0.000,D-13-2
000000000010000907,2000,SP02,110.000,0.000,0.000,B-12-2
000000000010000908,2000,SP02,0.000,0.000,0.000,A-13-2
000000000030000207,1000,SP01,4.000,0.000,0.000,A-18-1
000000000080000207,2000,SP02,19.000,0.000,0.000,B-13-5
000000000010000909,3000,SP03,27.000,0.000,0.000,B-17-6
000000000010000910,3000,SP03,7.000,0.000,0.000,E-12-5
000000000010000910,2000,SP02,5.000,0.000,0.000,C-20-5
000000000010000911,1000,SP01,1.000,0.000,0.000,A-15-4
000000000080000208,2000,SP02,3.000,0.000,0.000,D-08-2
000000000080000209,2000,SP02,5.000,0.000,0.000,D-20-2
000000000080000209,3000,SP03,5.000,0.000,0.000,D-01-6
000000000010000912,2000,SP02,3.000,0.000,0.000,D-21-1
000000000030000208,1000,SP01,7.000,0.000,0.000,E-08-6
000000000010000913,3000,SP03,68.000,0.000,0.000,A-01-6
000000000010000914,3000,SP03,14.000,0.000,0.000,A-24-4
000000000010000915,4000,SP04,319.000,0.000,0.000,B-18-2
000000000010000916,2000,SP02,5.000,0.000,0.000,E-06-2
000000000010000917,3000,SP03,0.000,0.000,0.000,E-21-6
000000000010000918,1000,SP01,0.000,0.000,0.000,D-16-6
000000000010000919,4000,SP04,4.000,0.000,0.000,E-24-1
000000000010000920,3000,SP03,8.000,0.000,0.000,D-16-6
000000000010000920,2000,SP02,10.000,0.000,0.000,A-09-6
000000000030000209,2000,SP02,5.000,0.000,0.000,D-18-4
000000000030000210,1000,SP01,6.000,0.000,0.000,C-12-1
000000000010000921,2000,SP02,3.000,0.000,0.000,C-03-5
000000000010000922,1000,SP01,1.000,0.000,0.000,B-01-5
000000000090000054,1000,SP01,7.000,0.000,0.000,C-12-3
