Mblnr,Mjahr,Zeile,Bwart,Matnr,Werks,Lgort,Lifnr,Shkzg,Dmbtr,Menge,Meins,Ebeln,Ebelp,Sgtxt,Wempf,Kostl,Aufnr,Rsnum,Rspos,Umwrk,Umlgo,Grund,BudatMkpf,CpudtMkpf
4900022879,2025,0001,261,000000000080000251,2000,SP02,,H,2148779.05,5.000,EA,,,ISSUED TO PU-610,VZIREQ01,,425791711,,,,,,2025-02-17T00:00:00,2025-02-17T00:00:00
4900022880,2025,0001,201,000000000080000251,2000,SP02,,H,1289267.43,3.000,EA,,,ISSUED TO ML-201,VZIREQ02,2000-MECH,,,,,,,2025-03-03T00:00:00,2025-03-03T00:00:00
4900022881,2025,0001,101,000000000080000251,2000,SP02,0001000032,S,2148779.05,5.000,EA,4500007178,00010,GR AGAINST PO,,,,,,,,,2025-03-19T00:00:00,2025-03-19T00:00:00
4900022882,2025,0001,201,000000000080000251,2000,SP02,,H,2148779.05,5.000,EA,,,ISSUED TO PU-610,VZIREQ03,2000-MECH,,,,,,,2025-06-18T00:00:00,2025-06-18T00:00:00
4900022883,2025,0001,101,000000000080000251,2000,SP02,0001000032,S,3438046.48,8.000,EA,4500007179,00010,GR AGAINST PO,,,,,,,,,2025-07-19T00:00:00,2025-07-19T00:00:00
4900022884,2025,0001,261,000000000080000251,2000,SP02,,H,2148779.05,5.000,EA,,,ISSUED TO FA-810,VZIREQ04,,426214203,,,,,,2025-09-06T00:00:00,2025-09-06T00:00:00
4900022885,2025,0001,101,000000000080000251,2000,SP02,0001000032,S,2148779.05,5.000,EA,4500007180,00010,GR AGAINST PO,,,,,,,,,2025-11-10T00:00:00,2025-11-10T00:00:00
4900022886,2026,0001,261,000000000080000251,2000,SP02,,H,859511.62,2.000,EA,,,BREAKDOWN REPL SC-701,VZIREQ01,,429737125,,,,,,2026-02-08T00:00:00,2026-02-08T00:00:00
4900022887,2026,0001,261,000000000080000251,2000,SP02,,H,2578534.86,6.000,EA,,,ISSUED TO ML-201,VZIREQ02,,425143756,,,,,,2026-04-30T00:00:00,2026-04-30T00:00:00
4900022888,2026,0001,101,000000000080000251,2000,SP02,0001000032,S,3438046.48,8.000,EA,4500007181,00010,GR AGAINST PO,,,,,,,,,2026-06-02T00:00:00,2026-06-02T00:00:00
4900022889,2026,0001,261,000000000080000251,2000,SP02,,H,2148779.05,5.000,EA,,,ISSUED TO FA-810,VZIREQ01,,422675075,,,,,,2026-06-14T00:00:00,2026-06-14T00:00:00
4900022890,2026,0001,101,000000000080000251,2000,SP02,0001000032,S,1719023.24,4.000,EA,4500007182,00010,GR AGAINST PO,,,,,,,,,2026-07-11T00:00:00,2026-07-11T00:00:00
4900022891,2025,0001,261,000000000010001219,1000,SP01,,H,7923.13,1.000,EA,,,CHANGEOUT PU-611,VZIREQ04,,412934323,,,,,,2025-06-05T00:00:00,2025-06-05T00:00:00
4900022892,2025,0001,101,000000000010001219,1000,SP01,0001000027,S,7923.13,1.000,EA,4500007185,00010,GR AGAINST PO,,,,,,,,,2025-10-13T00:00:00,2025-10-13T00:00:00
4900022893,2025,0001,261,000000000010001219,1000,SP01,,H,7923.13,1.000,EA,,,BREAKDOWN REPL CR-102,VZIREQ03,,413533795,,,,,,2025-10-26T00:00:00,2025-10-26T00:00:00
4900022894,2025,0001,101,000000000010001219,1000,SP01,0001000027,S,7923.13,1.000,EA,4500007186,00010,GR AGAINST PO,,,,,,,,,2025-12-10T00:00:00,2025-12-10T00:00:00
4900022895,2026,0001,261,000000000010001219,1000,SP01,,H,7923.13,1.000,EA,,,BREAKDOWN REPL CV-501,VZIREQ04,,413701027,,,,,,2026-02-21T00:00:00,2026-02-21T00:00:00
4900022896,2026,0001,101,000000000010001219,1000,SP01,0001000027,S,7923.13,1.000,EA,4500007187,00010,GR AGAINST PO,,,,,,,,,2026-04-09T00:00:00,2026-04-09T00:00:00
4900022897,2024,0001,261,000000000010001220,3000,SP03,,H,87458.25,1.000,EA,,,ISSUED TO CR-102,VZIREQ03,,438757063,,,,,,2024-09-06T00:00:00,2024-09-06T00:00:00
4900022898,2024,0001,201,000000000010001220,3000,SP03,,H,87458.25,1.000,EA,,,BREAKDOWN REPL CV-502,VZIREQ04,3000-MECH,,,,,,,2024-11-17T00:00:00,2024-11-17T00:00:00
4900022899,2025,0001,261,000000000010001220,3000,SP03,,H,87458.25,1.000,EA,,,ISSUED TO PU-611,VZIREQ05,,432368894,,,,,,2025-01-21T00:00:00,2025-01-21T00:00:00
4900022900,2025,0001,101,000000000010001220,3000,SP03,0001000049,S,262374.75,3.000,EA,4500007188,00010,GR AGAINST PO,,,,,,,,,2025-03-05T00:00:00,2025-03-05T00:00:00
4900022901,2025,0001,261,000000000010001220,3000,SP03,,H,87458.25,1.000,EA,,,BREAKDOWN REPL FL-310,VZIREQ04,,434676281,,,,,,2025-04-20T00:00:00,2025-04-20T00:00:00
4900022902,2025,0001,261,000000000010001220,3000,SP03,,H,87458.25,1.000,EA,,,CHANGEOUT CV-502,VZIREQ04,,432337980,,,,,,2025-06-30T00:00:00,2025-06-30T00:00:00
4900022903,2025,0001,261,000000000010001220,3000,SP03,,H,87458.25,1.000,EA,,,CHANGEOUT FA-810,VZIREQ05,,433136224,,,,,,2025-07-28T00:00:00,2025-07-28T00:00:00
4900022904,2025,0001,101,000000000010001220,3000,SP03,0001000049,S,174916.50,2.000,EA,4500007189,00010,GR AGAINST PO,,,,,,,,,2025-10-12T00:00:00,2025-10-12T00:00:00
4900022905,2025,0001,201,000000000010001220,3000,SP03,,H,87458.25,1.000,EA,,,CHANGEOUT TH-401,VZIREQ02,3000-MECH,,,,,,,2025-11-06T00:00:00,2025-11-06T00:00:00
4900022906,2026,0001,101,000000000010001220,3000,SP03,0001000049,S,437291.25,5.000,EA,4500007190,00010,GR AGAINST PO,,,,,,,,,2026-01-13T00:00:00,2026-01-13T00:00:00
4900022907,2026,0001,201,000000000010001220,3000,SP03,,H,87458.25,1.000,EA,,,ISSUED TO TH-401,VZIREQ02,3000-MECH,,,,,,,2026-04-25T00:00:00,2026-04-25T00:00:00
4900022908,2026,0001,261,000000000010001220,3000,SP03,,H,87458.25,1.000,EA,,,BREAKDOWN REPL FL-310,VZIREQ04,,433852481,,,,,,2026-05-26T00:00:00,2026-05-26T00:00:00
4900022909,2026,0001,201,000000000010001220,3000,SP03,,H,87458.25,1.000,EA,,,ISSUED TO CV-501,VZIREQ03,3000-MECH,,,,,,,2026-08-25T00:00:00,2026-08-25T00:00:00
4900022910,2024,0001,201,000000000010001221,2000,SP02,,H,339840.60,3.000,EA,,,ISSUED TO CV-502,VZIREQ04,2000-MECH,,,,,,,2024-11-12T00:00:00,2024-11-12T00:00:00
4900022911,2024,0001,101,000000000010001221,2000,SP02,0001000023,S,1699203.00,15.000,EA,4500007191,00010,GR AGAINST PO,,,,,,,,,2024-12-11T00:00:00,2024-12-11T00:00:00
4900022912,2025,0001,261,000000000010001221,2000,SP02,,H,453120.80,4.000,EA,,,BREAKDOWN REPL CR-101,VZIREQ01,,428719085,,,,,,2025-02-27T00:00:00,2025-02-27T00:00:00
4900022913,2025,0001,201,000000000010001221,2000,SP02,,H,339840.60,3.000,EA,,,ISSUED TO CR-101,VZIREQ04,2000-MECH,,,,,,,2025-05-27T00:00:00,2025-05-27T00:00:00
4900022914,2025,0001,261,000000000010001221,2000,SP02,,H,679681.20,6.000,EA,,,ISSUED TO PU-611,VZIREQ05,,425441210,,,,,,2025-07-25T00:00:00,2025-07-25T00:00:00
4900022915,2025,0001,101,000000000010001221,2000,SP02,0001000023,S,1472642.60,13.000,EA,4500007192,00010,GR AGAINST PO,,,,,,,,,2025-08-25T00:00:00,2025-08-25T00:00:00
4900022916,2025,0001,261,000000000010001221,2000,SP02,,H,453120.80,4.000,EA,,,BREAKDOWN REPL CV-501,VZIREQ05,,421992140,,,,,,2025-10-24T00:00:00,2025-10-24T00:00:00
4900022917,2025,0001,201,000000000010001221,2000,SP02,,H,566401.00,5.000,EA,,,BREAKDOWN REPL PU-611,VZIREQ02,2000-MECH,,,,,,,2025-12-07T00:00:00,2025-12-07T00:00:00
4900022918,2026,0001,261,000000000010001221,2000,SP02,,H,339840.60,3.000,EA,,,BREAKDOWN REPL TH-401,VZIREQ02,,426256575,,,,,,2026-02-28T00:00:00,2026-02-28T00:00:00
4900022919,2026,0001,201,000000000010001221,2000,SP02,,H,226560.40,2.000,EA,,,BREAKDOWN REPL PU-610,VZIREQ03,2000-MECH,,,,,,,2026-03-18T00:00:00,2026-03-18T00:00:00
4900022920,2026,0001,101,000000000010001221,2000,SP02,0001000023,S,1585922.80,14.000,EA,4500007193,00010,GR AGAINST PO,,,,,,,,,2026-04-13T00:00:00,2026-04-13T00:00:00
4900022921,2026,0001,261,000000000010001221,2000,SP02,,H,566401.00,5.000,EA,,,CHANGEOUT PU-610,VZIREQ04,,428908621,,,,,,2026-04-13T00:00:00,2026-04-13T00:00:00
4900022922,2026,0001,261,000000000010001221,2000,SP02,,H,226560.40,2.000,EA,,,CHANGEOUT CV-501,VZIREQ01,,426721080,,,,,,2026-06-13T00:00:00,2026-06-13T00:00:00
4900022923,2026,0001,201,000000000010001221,2000,SP02,,H,339840.60,3.000,EA,,,ISSUED TO FL-310,VZIREQ01,2000-MECH,,,,,,,2026-07-28T00:00:00,2026-07-28T00:00:00
4900022924,2026,0001,201,000000000010001221,2000,SP02,,H,339840.60,3.000,EA,,,BREAKDOWN REPL PU-610,VZIREQ02,2000-MECH,,,,,,,2026-08-03T00:00:00,2026-08-03T00:00:00
4900022925,2026,0001,101,000000000010001221,2000,SP02,0001000023,S,1472642.60,13.000,EA,4500007194,00010,GR AGAINST PO,,,,,,,,,2026-09-04T00:00:00,2026-09-04T00:00:00
4900022926,2024,0001,261,000000000010001221,3000,SP03,,H,113280.20,1.000,EA,,,BREAKDOWN REPL CR-102,VZIREQ04,,435301182,,,,,,2024-09-23T00:00:00,2024-09-23T00:00:00
4900022927,2024,0001,261,000000000010001221,3000,SP03,,H,113280.20,1.000,EA,,,ISSUED TO FA-810,VZIREQ04,,433368636,,,,,,2024-12-01T00:00:00,2024-12-01T00:00:00
4900022928,2024,0001,101,000000000010001221,3000,SP03,0001000023,S,339840.60,3.000,EA,4500007197,00010,GR AGAINST PO,,,,,,,,,2024-12-15T00:00:00,2024-12-15T00:00:00
4900022929,2025,0001,261,000000000010001221,3000,SP03,,H,339840.60,3.000,EA,,,ISSUED TO CV-501,VZIREQ05,,431493732,,,,,,2025-05-14T00:00:00,2025-05-14T00:00:00
4900022930,2025,0001,101,000000000010001221,3000,SP03,0001000023,S,453120.80,4.000,EA,4500007198,00010,GR AGAINST PO,,,,,,,,,2025-06-16T00:00:00,2025-06-16T00:00:00
4900022931,2025,0001,261,000000000010001221,3000,SP03,,H,113280.20,1.000,EA,,,ISSUED TO ML-201,VZIREQ04,,438798950,,,,,,2025-11-09T00:00:00,2025-11-09T00:00:00
4900022932,2026,0001,261,000000000010001221,3000,SP03,,H,113280.20,1.000,EA,,,ISSUED TO FA-810,VZIREQ05,,433451125,,,,,,2026-02-22T00:00:00,2026-02-22T00:00:00
4900022933,2026,0001,101,000000000010001221,3000,SP03,0001000023,S,226560.40,2.000,EA,4500007199,00010,GR AGAINST PO,,,,,,,,,2026-03-20T00:00:00,2026-03-20T00:00:00
4900022934,2026,0001,261,000000000010001221,3000,SP03,,H,226560.40,2.000,EA,,,ISSUED TO FL-310,VZIREQ03,,435010713,,,,,,2026-08-05T00:00:00,2026-08-05T00:00:00
4900022935,2024,0001,201,000000000010001223,4000,SP04,,H,277938.50,2.000,EA,,,ISSUED TO SC-701,VZIREQ01,4000-MECH,,,,,,,2024-09-30T00:00:00,2024-09-30T00:00:00
4900022936,2024,0001,201,000000000010001223,4000,SP04,,H,416907.75,3.000,EA,,,ISSUED TO PU-611,VZIREQ04,4000-MECH,,,,,,,2024-11-05T00:00:00,2024-11-05T00:00:00
4900022937,2024,0001,101,000000000010001223,4000,SP04,0001000017,S,1389692.50,10.000,EA,4500007201,00010,GR AGAINST PO,,,,,,,,,2024-11-24T00:00:00,2024-11-24T00:00:00
4900022938,2025,0001,261,000000000010001223,4000,SP04,,H,972784.75,7.000,EA,,,CHANGEOUT ML-201,VZIREQ05,,447407999,,,,,,2025-01-13T00:00:00,2025-01-13T00:00:00
4900022939,2025,0001,101,000000000010001223,4000,SP04,0001000017,S,694846.25,5.000,EA,4500007202,00010,GR AGAINST PO,,,,,,,,,2025-03-09T00:00:00,2025-03-09T00:00:00
4900022940,2025,0001,261,000000000010001223,4000,SP04,,H,972784.75,7.000,EA,,,BREAKDOWN REPL CR-101,VZIREQ02,,444117154,,,,,,2025-03-14T00:00:00,2025-03-14T00:00:00
4900022941,2025,0001,101,000000000010001223,4000,SP04,0001000017,S,1667631.00,12.000,EA,4500007204,00010,GR AGAINST PO,,,,,,,,,2025-05-24T00:00:00,2025-05-24T00:00:00
4900022942,2025,0001,261,000000000010001223,4000,SP04,,H,416907.75,3.000,EA,,,BREAKDOWN REPL TH-401,VZIREQ05,,441889924,,,,,,2025-06-01T00:00:00,2025-06-01T00:00:00
4900022943,2025,0001,261,000000000010001223,4000,SP04,,H,972784.75,7.000,EA,,,ISSUED TO FL-310,VZIREQ04,,448289223,,,,,,2025-10-15T00:00:00,2025-10-15T00:00:00
4900022944,2025,0001,261,000000000010001223,4000,SP04,,H,416907.75,3.000,EA,,,CHANGEOUT SC-701,VZIREQ02,,441426764,,,,,,2025-11-18T00:00:00,2025-11-18T00:00:00
4900022945,2025,0001,101,000000000010001223,4000,SP04,0001000017,S,1389692.50,10.000,EA,4500007205,00010,GR AGAINST PO,,,,,,,,,2025-11-30T00:00:00,2025-11-30T00:00:00
4900022946,2026,0001,261,000000000010001223,4000,SP04,,H,555877.00,4.000,EA,,,BREAKDOWN REPL CV-501,VZIREQ01,,445877767,,,,,,2026-01-02T00:00:00,2026-01-02T00:00:00
4900022947,2026,0001,261,000000000010001223,4000,SP04,,H,555877.00,4.000,EA,,,CHANGEOUT ML-202,VZIREQ05,,444472737,,,,,,2026-02-23T00:00:00,2026-02-23T00:00:00
4900022948,2026,0001,101,000000000010001223,4000,SP04,0001000017,S,1528661.75,11.000,EA,4500007206,00010,GR AGAINST PO,,,,,,,,,2026-04-14T00:00:00,2026-04-14T00:00:00
4900022949,2026,0001,261,000000000010001223,4000,SP04,,H,694846.25,5.000,EA,,,ISSUED TO CV-501,VZIREQ01,,448375436,,,,,,2026-06-18T00:00:00,2026-06-18T00:00:00
4900022950,2026,0001,261,000000000010001223,4000,SP04,,H,694846.25,5.000,EA,,,CHANGEOUT ML-201,VZIREQ02,,447561403,,,,,,2026-07-27T00:00:00,2026-07-27T00:00:00
4900022951,2024,0001,201,000000000080000252,1000,SP01,,H,794098.35,3.000,EA,,,CHANGEOUT PU-611,VZIREQ05,1000-MECH,,,,,,,2024-09-10T00:00:00,2024-09-10T00:00:00
4900022952,2024,0001,201,000000000080000252,1000,SP01,,H,794098.35,3.000,EA,,,BREAKDOWN REPL CR-101,VZIREQ01,1000-MECH,,,,,,,2024-10-19T00:00:00,2024-10-19T00:00:00
4900022953,2025,0001,101,000000000080000252,1000,SP01,0001000020,S,4764590.10,18.000,EA,4500007210,00010,GR AGAINST PO,,,,,,,,,2025-01-13T00:00:00,2025-01-13T00:00:00
4900022954,2025,0001,261,000000000080000252,1000,SP01,,H,529398.90,2.000,EA,,,ISSUED TO SC-701,VZIREQ02,,417504823,,,,,,2025-03-04T00:00:00,2025-03-04T00:00:00
4900022955,2025,0001,261,000000000080000252,1000,SP01,,H,264699.45,1.000,EA,,,CHANGEOUT CR-101,VZIREQ02,,418409650,,,,,,2025-04-28T00:00:00,2025-04-28T00:00:00
4900022956,2025,0001,261,000000000080000252,1000,SP01,,H,794098.35,3.000,EA,,,ISSUED TO ML-202,VZIREQ01,,413196153,,,,,,2025-06-17T00:00:00,2025-06-17T00:00:00
4900022957,2025,0001,261,000000000080000252,1000,SP01,,H,794098.35,3.000,EA,,,ISSUED TO ML-202,VZIREQ04,,414190653,,,,,,2025-08-12T00:00:00,2025-08-12T00:00:00
4900022958,2025,0001,261,000000000080000252,1000,SP01,,H,529398.90,2.000,EA,,,ISSUED TO ML-201,VZIREQ01,,412385020,,,,,,2025-09-29T00:00:00,2025-09-29T00:00:00
4900022959,2025,0001,201,000000000080000252,1000,SP01,,H,794098.35,3.000,EA,,,ISSUED TO CV-502,VZIREQ01,1000-MECH,,,,,,,2025-11-05T00:00:00,2025-11-05T00:00:00
4900022960,2026,0001,261,000000000080000252,1000,SP01,,H,794098.35,3.000,EA,,,CHANGEOUT ML-201,VZIREQ05,,414239141,,,,,,2026-01-25T00:00:00,2026-01-25T00:00:00
4900022961,2026,0001,101,000000000080000252,1000,SP01,0001000020,S,3705792.30,14.000,EA,4500007211,00010,GR AGAINST PO,,,,,,,,,2026-01-27T00:00:00,2026-01-27T00:00:00
4900022962,2026,0001,261,000000000080000252,1000,SP01,,H,1058797.80,4.000,EA,,,BREAKDOWN REPL CR-101,VZIREQ01,,415616959,,,,,,2026-06-03T00:00:00,2026-06-03T00:00:00
4900022963,2026,0001,201,000000000080000252,1000,SP01,,H,1058797.80,4.000,EA,,,BREAKDOWN REPL CV-501,VZIREQ05,1000-MECH,,,,,,,2026-07-06T00:00:00,2026-07-06T00:00:00
4900022964,2024,0001,261,000000000010001224,2000,SP02,,H,528312.32,32.000,EA,,,CHANGEOUT PU-610,VZIREQ01,,428875595,,,,,,2024-09-01T00:00:00,2024-09-01T00:00:00
4900022965,2024,0001,201,000000000010001224,2000,SP02,,H,297175.68,18.000,EA,,,BREAKDOWN REPL PU-611,VZIREQ01,2000-MECH,,,,,,,2024-10-22T00:00:00,2024-10-22T00:00:00
4900022966,2024,0001,101,000000000010001224,2000,SP02,0001000038,S,2641561.60,160.000,EA,4500007213,00010,GR AGAINST PO,,,,,,,,,2024-11-23T00:00:00,2024-11-23T00:00:00
4900022967,2024,0001,261,000000000010001224,2000,SP02,,H,363214.72,22.000,EA,,,ISSUED TO CR-102,VZIREQ03,,427378577,,,,,,2024-11-28T00:00:00,2024-11-28T00:00:00
4900022968,2024,0001,261,000000000010001224,2000,SP02,,H,330195.20,20.000,EA,,,CHANGEOUT SC-701,VZIREQ04,,426945573,,,,,,2024-12-25T00:00:00,2024-12-25T00:00:00
4900022969,2025,0001,261,000000000010001224,2000,SP02,,H,396234.24,24.000,EA,,,ISSUED TO PU-610,VZIREQ01,,423242307,,,,,,2025-01-18T00:00:00,2025-01-18T00:00:00
4900022970,2025,0001,201,000000000010001224,2000,SP02,,H,214626.88,13.000,EA,,,BREAKDOWN REPL PU-610,VZIREQ02,2000-MECH,,,,,,,2025-02-28T00:00:00,2025-02-28T00:00:00
4900022971,2025,0001,261,000000000010001224,2000,SP02,,H,561331.84,34.000,EA,,,BREAKDOWN REPL ML-201,VZIREQ03,,424845524,,,,,,2025-03-22T00:00:00,2025-03-22T00:00:00
4900022972,2025,0001,261,000000000010001224,2000,SP02,,H,412744.00,25.000,EA,,,CHANGEOUT PU-611,VZIREQ02,,429075369,,,,,,2025-04-13T00:00:00,2025-04-13T00:00:00
4900022973,2025,0001,261,000000000010001224,2000,SP02,,H,247646.40,15.000,EA,,,BREAKDOWN REPL ML-201,VZIREQ01,,424270538,,,,,,2025-05-22T00:00:00,2025-05-22T00:00:00
4900022974,2025,0001,201,000000000010001224,2000,SP02,,H,412744.00,25.000,EA,,,BREAKDOWN REPL PU-611,VZIREQ02,2000-MECH,,,,,,,2025-06-29T00:00:00,2025-06-29T00:00:00
4900022975,2025,0001,101,000000000010001224,2000,SP02,0001000038,S,2938737.28,178.000,EA,4500007217,00010,GR AGAINST PO,,,,,,,,,2025-08-02T00:00:00,2025-08-02T00:00:00
4900022976,2025,0001,261,000000000010001224,2000,SP02,,H,511802.56,31.000,EA,,,CHANGEOUT CR-101,VZIREQ01,,427810623,,,,,,2025-08-13T00:00:00,2025-08-13T00:00:00
4900022977,2025,0001,261,000000000010001224,2000,SP02,,H,412744.00,25.000,EA,,,CHANGEOUT PU-611,VZIREQ04,,428756478,,,,,,2025-09-25T00:00:00,2025-09-25T00:00:00
4900022978,2025,0001,261,000000000010001224,2000,SP02,,H,379724.48,23.000,EA,,,CHANGEOUT SC-701,VZIREQ02,,426028693,,,,,,2025-10-12T00:00:00,2025-10-12T00:00:00
4900022979,2025,0001,261,000000000010001224,2000,SP02,,H,495292.80,30.000,EA,,,ISSUED TO ML-202,VZIREQ01,,427284687,,,,,,2025-11-13T00:00:00,2025-11-13T00:00:00
4900022980,2025,0001,261,000000000010001224,2000,SP02,,H,462273.28,28.000,EA,,,CHANGEOUT CV-501,VZIREQ01,,427124978,,,,,,2025-12-07T00:00:00,2025-12-07T00:00:00
4900022981,2026,0001,261,000000000010001224,2000,SP02,,H,544822.08,33.000,EA,,,CHANGEOUT PU-610,VZIREQ04,,429725521,,,,,,2026-01-05T00:00:00,2026-01-05T00:00:00
4900022982,2026,0001,201,000000000010001224,2000,SP02,,H,132078.08,8.000,EA,,,ISSUED TO TH-401,VZIREQ02,2000-MECH,,,,,,,2026-02-04T00:00:00,2026-02-04T00:00:00
4900022983,2026,0001,101,000000000010001224,2000,SP02,0001000038,S,2806659.20,170.000,EA,4500007218,00010,GR AGAINST PO,,,,,,,,,2026-02-10T00:00:00,2026-02-10T00:00:00
4900022984,2026,0001,261,000000000010001224,2000,SP02,,H,363214.72,22.000,EA,,,BREAKDOWN REPL CR-102,VZIREQ04,,428773489,,,,,,2026-03-23T00:00:00,2026-03-23T00:00:00
4900022985,2026,0001,261,000000000010001224,2000,SP02,,H,445763.52,27.000,EA,,,ISSUED TO FL-310,VZIREQ03,,427999873,,,,,,2026-04-18T00:00:00,2026-04-18T00:00:00
4900022986,2026,0001,201,000000000010001224,2000,SP02,,H,297175.68,18.000,EA,,,BREAKDOWN REPL CV-502,VZIREQ03,2000-MECH,,,,,,,2026-05-06T00:00:00,2026-05-06T00:00:00
4900022987,2026,0001,261,000000000010001224,2000,SP02,,H,264156.16,16.000,EA,,,ISSUED TO CR-101,VZIREQ01,,425479949,,,,,,2026-06-02T00:00:00,2026-06-02T00:00:00
4900022988,2026,0001,261,000000000010001224,2000,SP02,,H,214626.88,13.000,EA,,,CHANGEOUT CV-501,VZIREQ03,,425535424,,,,,,2026-07-12T00:00:00,2026-07-12T00:00:00
4900022989,2026,0001,261,000000000010001224,2000,SP02,,H,297175.68,18.000,EA,,,BREAKDOWN REPL PU-611,VZIREQ02,,421773800,,,,,,2026-08-12T00:00:00,2026-08-12T00:00:00
4900022990,2024,0001,261,000000000010001225,2000,SP02,,H,177659.72,28.000,EA,,,BREAKDOWN REPL TH-401,VZIREQ05,,422777396,,,,,,2024-09-29T00:00:00,2024-09-29T00:00:00
4900022991,2024,0001,261,000000000010001225,2000,SP02,,H,158624.75,25.000,EA,,,CHANGEOUT ML-202,VZIREQ03,,421179543,,,,,,2024-10-03T00:00:00,2024-10-03T00:00:00
4900022992,2024,0001,261,000000000010001225,2000,SP02,,H,38069.94,6.000,EA,,,BREAKDOWN REPL FL-310,VZIREQ02,,422486293,,,,,,2024-11-10T00:00:00,2024-11-10T00:00:00
4900022993,2024,0001,101,000000000010001225,2000,SP02,0001000019,S,964438.48,152.000,EA,4500007221,00010,GR AGAINST PO,,,,,,,,,2024-12-13T00:00:00,2024-12-13T00:00:00
4900022994,2025,0001,201,000000000010001225,2000,SP02,,H,177659.72,28.000,EA,,,ISSUED TO ML-202,VZIREQ02,2000-MECH,,,,,,,2025-01-22T00:00:00,2025-01-22T00:00:00
4900022995,2025,0001,201,000000000010001225,2000,SP02,,H,196694.69,31.000,EA,,,ISSUED TO CR-101,VZIREQ03,2000-MECH,,,,,,,2025-02-03T00:00:00,2025-02-03T00:00:00
4900022996,2025,0001,261,000000000010001225,2000,SP02,,H,164969.74,26.000,EA,,,BREAKDOWN REPL ML-201,VZIREQ01,,428409396,,,,,,2025-03-10T00:00:00,2025-03-10T00:00:00
4900022997,2025,0001,261,000000000010001225,2000,SP02,,H,215729.66,34.000,EA,,,ISSUED TO TH-401,VZIREQ04,,427689152,,,,,,2025-04-20T00:00:00,2025-04-20T00:00:00
4900022998,2025,0001,101,000000000010001225,2000,SP02,0001000019,S,755053.81,119.000,EA,4500007222,00010,GR AGAINST PO,,,,,,,,,2025-05-23T00:00:00,2025-05-23T00:00:00
4900022999,2025,0001,261,000000000010001225,2000,SP02,,H,196694.69,31.000,EA,,,ISSUED TO TH-401,VZIREQ04,,425618687,,,,,,2025-05-27T00:00:00,2025-05-27T00:00:00
4900023000,2025,0001,201,000000000010001225,2000,SP02,,H,164969.74,26.000,EA,,,ISSUED TO CR-102,VZIREQ03,2000-MECH,,,,,,,2025-06-23T00:00:00,2025-06-23T00:00:00
4900023001,2025,0001,201,000000000010001225,2000,SP02,,H,158624.75,25.000,EA,,,BREAKDOWN REPL CV-502,VZIREQ04,2000-MECH,,,,,,,2025-07-21T00:00:00,2025-07-21T00:00:00
4900023002,2025,0001,201,000000000010001225,2000,SP02,,H,145934.77,23.000,EA,,,ISSUED TO CV-502,VZIREQ05,2000-MECH,,,,,,,2025-08-17T00:00:00,2025-08-17T00:00:00
4900023003,2025,0001,201,000000000010001225,2000,SP02,,H,101519.84,16.000,EA,,,ISSUED TO SC-701,VZIREQ05,2000-MECH,,,,,,,2025-09-21T00:00:00,2025-09-21T00:00:00
4900023004,2025,0001,201,000000000010001225,2000,SP02,,H,139589.78,22.000,EA,,,BREAKDOWN REPL PU-610,VZIREQ04,2000-MECH,,,,,,,2025-10-26T00:00:00,2025-10-26T00:00:00
4900023005,2025,0001,201,000000000010001225,2000,SP02,,H,57104.91,9.000,EA,,,CHANGEOUT CV-501,VZIREQ04,2000-MECH,,,,,,,2025-11-23T00:00:00,2025-11-23T00:00:00
4900023006,2025,0001,101,000000000010001225,2000,SP02,0001000019,S,907333.57,143.000,EA,4500007224,00010,GR AGAINST PO,,,,,,,,,2025-11-27T00:00:00,2025-11-27T00:00:00
4900023007,2025,0001,261,000000000010001225,2000,SP02,,H,184004.71,29.000,EA,,,ISSUED TO SC-701,VZIREQ01,,429605686,,,,,,2025-12-19T00:00:00,2025-12-19T00:00:00
4900023008,2026,0001,261,000000000010001225,2000,SP02,,H,158624.75,25.000,EA,,,CHANGEOUT PU-611,VZIREQ01,,423045608,,,,,,2026-01-31T00:00:00,2026-01-31T00:00:00
4900023009,2026,0001,261,000000000010001225,2000,SP02,,H,107864.83,17.000,EA,,,ISSUED TO SC-701,VZIREQ05,,424965259,,,,,,2026-02-24T00:00:00,2026-02-24T00:00:00
4900023010,2026,0001,261,000000000010001225,2000,SP02,,H,114209.82,18.000,EA,,,CHANGEOUT SC-701,VZIREQ04,,425528592,,,,,,2026-03-05T00:00:00,2026-03-05T00:00:00
4900023011,2026,0001,261,000000000010001225,2000,SP02,,H,63449.90,10.000,EA,,,CHANGEOUT CR-102,VZIREQ03,,423105395,,,,,,2026-04-23T00:00:00,2026-04-23T00:00:00
4900023012,2026,0001,201,000000000010001225,2000,SP02,,H,203039.68,32.000,EA,,,CHANGEOUT ML-201,VZIREQ03,2000-MECH,,,,,,,2026-05-07T00:00:00,2026-05-07T00:00:00
4900023013,2026,0001,261,000000000010001225,2000,SP02,,H,76139.88,12.000,EA,,,BREAKDOWN REPL SC-701,VZIREQ05,,421948057,,,,,,2026-06-21T00:00:00,2026-06-21T00:00:00
4900023014,2026,0001,101,000000000010001225,2000,SP02,0001000019,S,888298.60,140.000,EA,4500007225,00010,GR AGAINST PO,,,,,,,,,2026-07-17T00:00:00,2026-07-17T00:00:00
