Matnr,Werks,Lvorm,Dismm,Dispo,Plifz,Webaz,Minbe,Eisbe,Bstmi,Bstma,Mabst
000000000010000985,4000,false,VB,003,147.000,0.000,312.208,47.869,35.917,215.500,473.142
000000000080000218,3000,false,VB,009,9.000,2.000,1.702,1.523,1.000,2.250,3.418
000000000080000218,1000,false,VB,008,9.000,2.000,3.152,2.427,2.500,15.000,10.021
000000000030000236,2000,false,ND,009,62.000,2.000,0.000,0.000,2.125,12.750,0.000
000000000010000986,2000,false,VB,008,37.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000010000987,3000,false,VB,002,0.000,1.000,6.520,4.847,1.250,7.500,11.662
000000000010000988,1000,false,VB,001,200.000,1.000,4.997,2.096,1.000,4.000,15.874
000000000010000989,1000,false,VB,010,208.000,1.000,10.368,4.404,1.625,9.750,37.620
000000000010000990,2000,false,VB,007,208.000,1.000,15.760,7.017,1.000,6.000,26.893
000000000010000990,3000,false,VB,002,208.000,3.000,4.552,1.745,1.000,3.750,12.559
000000000010000991,3000,false,VB,001,42.000,0.000,49.210,7.268,29.958,179.750,175.423
000000000010000992,2000,false,VB,003,138.000,0.000,12.770,5.560,1.625,9.750,31.620
000000000010000992,3000,false,VB,001,138.000,1.000,12.812,6.267,1.625,9.750,30.001
000000000030000237,2000,false,ND,006,131.000,3.000,0.000,0.000,1.458,8.750,0.000
000000000010000993,4000,false,VB,010,54.000,1.000,3.253,1.580,1.083,6.500,10.693
000000000010000994,1000,false,VB,002,18.000,2.000,0.707,0.482,1.000,3.500,3.709
000000000010000995,3000,false,VB,010,23.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000010000996,4000,false,VB,002,22.000,3.000,1.380,0.943,1.000,3.000,3.483
000000000010000997,1000,false,VB,005,0.000,3.000,5.516,2.992,1.417,8.500,14.140
000000000010000997,2000,false,VB,010,40.000,2.000,3.878,2.465,1.000,6.000,5.242
000000000010000998,2000,false,VB,003,39.000,3.000,37.611,7.018,21.708,130.250,141.246
000000000010000999,3000,false,VB,005,91.000,1.000,0.000,0.000,1.000,1.000,0.000
000000000010001000,4000,false,VB,005,23.000,1.000,16.943,4.075,11.833,71.000,33.984
000000000010001001,1000,false,VB,006,16.000,1.000,15.366,4.164,15.500,93.000,65.467
000000000030000238,2000,false,PD,009,73.000,2.000,0.000,0.000,1.000,3.750,0.000
000000000010001002,4000,false,VB,001,40.000,1.000,14.809,9.880,2.542,15.250,15.697
000000000010001002,1000,false,VB,010,40.000,0.000,9.530,7.278,1.292,7.750,10.532
000000000030000239,1000,false,PD,001,42.000,2.000,0.000,0.000,1.125,6.750,0.000
000000000010001003,1000,false,VB,002,97.000,2.000,20.369,12.850,1.417,8.500,20.369
000000000010001004,4000,false,VB,005,12.000,0.000,0.219,0.159,1.000,1.750,1.577
000000000010001005,2000,false,VB,001,157.000,1.000,14.063,7.047,1.000,5.500,16.528
000000000030000240,3000,false,ND,010,76.000,0.000,0.000,0.000,1.708,10.250,0.000
000000000030000241,4000,false,ND,007,45.000,1.000,0.000,0.000,1.000,2.750,0.000
000000000010001006,3000,false,VB,010,140.000,3.000,103.699,19.139,19.708,118.250,222.557
000000000010001006,1000,false,VB,002,140.000,3.000,136.574,22.737,21.208,127.250,152.635
000000000030000242,4000,false,ND,004,97.000,0.000,0.000,0.000,1.417,8.500,0.000
000000000030000243,1000,false,PD,003,110.000,3.000,0.000,0.000,1.333,8.000,0.000
000000000010001007,1000,false,VB,009,48.000,2.000,8.752,6.073,1.083,6.500,14.615
000000000010001008,1000,false,VB,009,11.000,0.000,4.981,1.261,16.000,96.000,98.787
000000000010001009,1000,false,VB,003,55.000,3.000,112.491,18.883,34.208,205.250,137.200
000000000080000219,2000,false,VB,005,14.000,3.000,4.009,3.260,1.000,6.000,7.607
000000000090000063,2000,false,ND,004,36.000,0.000,0.000,0.000,1.000,1.000,1.000
000000000010001010,4000,false,VB,007,140.000,3.000,348.388,65.930,35.583,213.500,384.176
000000000080000220,2000,false,VB,004,56.000,3.000,6.849,4.698,1.042,6.250,6.849
000000000010001011,1000,false,VB,010,86.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000010001011,4000,false,VB,007,0.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000080000221,2000,false,VB,001,25.000,3.000,2.824,2.130,1.000,4.250,4.100
000000000010001012,1000,false,VB,002,0.000,3.000,3.984,2.202,1.000,3.250,6.255
000000000010001013,1000,false,VB,002,102.000,2.000,3.628,1.937,1.000,6.000,14.050
000000000010001014,2000,false,VB,001,62.000,3.000,6.654,4.447,1.042,6.250,11.465
000000000010001014,3000,false,VB,008,62.000,3.000,7.812,5.267,1.083,6.500,8.582
000000000010001015,2000,false,VB,009,131.000,3.000,12.243,7.205,1.000,6.000,22.381
000000000010001016,4000,false,VB,004,47.000,2.000,0.319,0.261,1.000,1.000,1.050
000000000010001017,1000,false,VB,001,231.000,3.000,7.820,3.144,1.000,6.000,20.129
000000000010001018,3000,false,VB,006,10.000,0.000,0.814,0.573,1.000,3.000,1.681
000000000010001019,2000,false,VB,005,134.000,1.000,9.266,4.971,1.000,5.250,15.428
000000000010001020,4000,false,VB,002,12.000,1.000,0.000,0.000,1.000,1.000,0.000
000000000010001021,4000,false,VB,008,87.000,0.000,10.266,5.375,1.625,9.750,11.199
000000000010001022,2000,false,VB,005,13.000,0.000,0.566,0.397,1.000,3.750,3.460
000000000010001023,3000,false,VB,009,38.000,1.000,7.714,5.044,2.292,13.750,12.298
000000000010001023,4000,false,VB,004,38.000,2.000,3.247,2.370,1.000,4.250,8.633
000000000010001024,3000,false,VB,003,47.000,2.000,1.709,1.135,1.000,4.500,6.671
000000000010001025,1000,false,VB,004,39.000,2.000,17.066,2.993,8.250,49.500,47.102
000000000010001026,1000,false,VB,004,78.000,3.000,3.706,2.594,1.000,3.500,6.000
000000000010001026,4000,false,VB,009,78.000,1.000,12.587,7.553,1.667,10.000,20.788
000000000010001027,4000,false,VB,008,92.000,2.000,12.317,7.394,2.042,12.250,34.781
000000000010001028,1000,false,VB,002,80.000,3.000,6.130,4.305,1.000,4.750,13.262
000000000080000222,1000,false,VB,006,33.000,3.000,6.990,4.748,1.292,7.750,14.004
000000000080000222,3000,false,VB,005,33.000,3.000,2.172,1.574,1.000,3.000,5.534
000000000010001029,3000,false,VB,009,67.000,0.000,7.379,4.520,1.000,6.000,7.379
000000000030000244,4000,false,PD,008,123.000,3.000,0.000,0.000,1.667,10.000,0.000
000000000090000064,1000,false,ND,006,53.000,3.000,0.000,0.000,1.000,1.000,1.000
000000000010001030,4000,false,VB,002,142.000,2.000,6.071,2.865,1.083,6.500,22.229
000000000010001031,1000,false,VB,005,114.000,0.000,5.790,2.643,2.000,12.000,21.662
000000000010001031,2000,false,VB,008,114.000,1.000,12.450,5.181,1.333,8.000,13.398
000000000030000245,1000,false,PD,006,55.000,1.000,0.000,0.000,3.042,18.250,0.000
000000000010001032,1000,false,VB,004,28.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000010001033,1000,false,VB,004,93.000,2.000,82.276,11.370,16.333,98.000,150.992
000000000010001033,2000,false,VB,002,93.000,0.000,80.389,11.400,29.208,175.250,164.732
000000000010001034,4000,false,VB,002,80.000,1.000,2.752,1.903,1.000,1.500,4.990
000000000010001035,1000,false,VB,002,56.000,0.000,5.908,2.838,1.917,11.500,11.488
000000000010001036,4000,false,VB,002,76.000,1.000,5.000,3.296,1.000,4.750,9.980
000000000080000223,1000,false,VB,008,9.000,0.000,1.066,0.857,1.292,7.750,5.259
000000000080000224,1000,false,VB,009,43.000,1.000,8.519,6.222,1.000,5.750,9.035
000000000010001037,1000,false,VB,002,73.000,2.000,74.436,12.027,19.000,114.000,114.680
000000000010001038,1000,false,VB,009,145.000,1.000,7.154,3.377,1.000,5.750,14.671
000000000080000225,1000,false,VB,004,20.000,0.000,1.595,1.264,1.000,3.250,4.191
000000000090000065,4000,false,ND,002,12.000,3.000,0.000,0.000,1.000,1.000,1.000
000000000090000065,3000,false,ND,002,12.000,0.000,0.000,0.000,1.000,1.000,1.000
000000000030000246,4000,false,PD,009,30.000,1.000,0.000,0.000,1.000,4.000,0.000
000000000030000247,4000,false,PD,010,8.000,1.000,0.000,0.000,1.708,10.250,0.000
000000000010001039,3000,false,VB,009,16.000,0.000,35.871,14.318,37.958,227.750,125.764
000000000010001040,1000,false,VB,009,217.000,1.000,8.618,2.997,1.000,2.750,8.618
000000000030000248,4000,false,PD,003,20.000,0.000,0.000,0.000,1.000,4.000,0.000
000000000030000248,2000,false,PD,005,20.000,3.000,0.000,0.000,1.000,4.000,0.000
000000000080000226,4000,false,VB,008,42.000,1.000,8.403,5.777,1.417,8.500,18.305
000000000030000249,2000,false,PD,004,76.000,3.000,0.000,0.000,1.917,11.500,0.000
000000000080000227,3000,false,VB,009,11.000,1.000,0.572,0.439,1.000,5.000,3.373
000000000030000250,4000,false,ND,002,35.000,1.000,0.000,0.000,1.208,7.250,0.000
000000000010001041,2000,false,VB,001,52.000,3.000,11.698,5.531,2.458,14.750,26.750
000000000010001041,1000,false,VB,003,52.000,0.000,2.338,1.337,1.000,5.000,9.162
000000000080000228,4000,false,VB,007,42.000,2.000,15.490,9.711,2.542,15.250,27.804
000000000030000251,1000,false,ND,010,57.000,3.000,0.000,0.000,1.167,7.000,0.000
000000000030000252,1000,false,ND,002,16.000,3.000,0.000,0.000,1.333,8.000,0.000
000000000010001042,1000,false,VB,004,75.000,0.000,1.615,1.259,1.000,1.000,2.344
000000000010001043,2000,false,VB,010,89.000,0.000,117.346,20.123,28.917,173.500,336.432
000000000030000253,3000,false,ND,007,58.000,2.000,0.000,0.000,1.083,6.500,0.000
000000000010001044,3000,false,VB,001,52.000,3.000,2.825,1.435,1.000,4.000,3.818
000000000010001045,3000,false,VB,004,20.000,0.000,0.500,0.372,1.000,1.000,0.897
000000000030000254,3000,false,PD,007,35.000,3.000,0.000,0.000,1.000,5.750,0.000
000000000080000229,2000,false,VB,007,24.000,2.000,3.669,2.795,1.208,7.250,11.101
000000000080000230,1000,false,VB,009,32.000,2.000,2.470,1.593,2.000,12.000,20.119
000000000080000230,4000,false,VB,002,32.000,1.000,2.262,1.501,1.000,3.500,6.228
000000000010001046,3000,false,VB,008,47.000,3.000,4.425,3.382,1.000,3.250,8.922
000000000010001047,2000,false,VB,003,110.000,2.000,16.845,8.790,2.083,12.500,28.819
000000000010001048,1000,false,VB,008,36.000,2.000,34.917,6.508,18.042,108.250,119.827
000000000010001049,4000,false,VB,007,56.000,3.000,39.370,9.161,11.000,66.000,98.935
000000000010001050,1000,false,VB,007,59.000,1.000,14.978,9.667,2.000,12.000,14.978
000000000010001051,3000,false,VB,002,21.000,1.000,0.000,0.000,1.000,1.000,0.000
000000000010001052,2000,false,VB,008,33.000,2.000,3.407,2.420,1.000,5.500,6.476
000000000010001053,1000,false,VB,009,199.000,2.000,22.983,8.439,1.333,8.000,22.983
000000000010001054,1000,false,VB,003,46.000,0.000,5.052,3.285,1.500,9.000,11.235
000000000080000231,1000,false,VB,002,57.000,1.000,0.839,0.472,1.000,2.750,3.335
000000000010001055,3000,false,VB,010,41.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000010001056,4000,false,VB,009,32.000,2.000,0.933,0.623,1.000,1.250,0.952
000000000010001057,2000,false,VB,008,7.000,1.000,0.253,0.210,1.000,1.000,1.130
000000000010001057,3000,false,VB,005,7.000,2.000,0.159,0.135,1.000,1.500,1.175
000000000010001058,3000,false,VB,001,19.000,3.000,2.363,1.393,2.042,12.250,9.816
000000000030000255,1000,false,PD,001,125.000,2.000,0.000,0.000,2.042,12.250,0.000
000000000010001059,1000,false,VB,005,203.000,0.000,5.847,1.967,1.000,3.000,6.359
000000000010001059,4000,false,VB,008,203.000,2.000,14.077,4.223,1.750,10.500,35.071
000000000010001060,4000,false,VB,006,45.000,2.000,0.390,0.272,1.000,1.000,0.889
000000000010001061,4000,false,VB,007,27.000,0.000,38.904,7.672,19.958,119.750,108.661
000000000010001061,2000,false,VB,006,27.000,0.000,14.803,3.758,11.792,70.750,72.806
000000000010001062,3000,false,VB,006,40.000,1.000,0.000,0.000,1.000,1.000,0.000
000000000010001063,2000,false,VB,010,72.000,0.000,3.298,2.155,1.083,6.500,10.580
000000000010001063,1000,false,VB,006,72.000,0.000,6.356,4.039,1.167,7.000,18.105
000000000010001064,3000,false,VB,004,7.000,3.000,0.507,0.437,1.000,3.250,2.927
000000000010001065,4000,false,VB,002,19.000,0.000,3.110,2.239,1.000,4.750,6.468
000000000030000256,3000,false,PD,006,118.000,2.000,0.000,0.000,1.000,6.000,0.000
000000000010001066,2000,false,VB,006,58.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000030000257,2000,false,PD,009,40.000,2.000,0.000,0.000,1.375,8.250,0.000
000000000030000257,3000,false,PD,007,40.000,0.000,0.000,0.000,1.417,8.500,0.000
000000000010001067,3000,false,VB,002,25.000,1.000,23.545,6.378,39.250,235.500,231.481
000000000010001068,3000,false,VB,010,59.000,2.000,71.353,9.601,21.542,129.250,103.082
000000000010001069,1000,false,VB,003,0.000,1.000,2.964,1.327,1.000,4.000,11.622
000000000010001070,3000,false,VB,008,89.000,1.000,72.913,16.241,11.875,71.250,121.830
000000000010001070,4000,false,VB,009,89.000,1.000,38.778,10.424,22.833,137.000,241.556
000000000010001071,2000,false,VB,009,94.000,1.000,5.607,3.440,1.000,3.250,6.259
000000000080000232,2000,false,VB,009,17.000,3.000,3.279,2.604,1.375,8.250,5.912
000000000080000233,3000,false,VB,006,93.000,1.000,13.015,7.276,1.792,10.750,14.667
000000000030000258,2000,false,PD,002,34.000,2.000,0.000,0.000,1.000,6.000,0.000
000000000010001072,2000,false,VB,002,40.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000010001073,2000,false,VB,004,34.000,0.000,1.081,0.609,1.000,3.750,3.732
000000000010001074,3000,false,VB,004,187.000,3.000,7.362,2.408,1.625,9.750,23.468
000000000010001075,4000,false,VB,008,135.000,2.000,3.566,1.669,1.000,2.000,4.903
000000000030000259,1000,false,PD,010,45.000,0.000,0.000,0.000,1.375,8.250,0.000
000000000080000234,2000,false,VB,005,24.000,0.000,4.409,2.404,1.792,10.750,12.411
000000000080000234,4000,false,VB,008,24.000,1.000,4.772,3.176,1.125,6.750,9.383
000000000030000260,3000,false,PD,005,42.000,3.000,0.000,0.000,1.000,3.500,0.000
000000000080000235,3000,false,VB,002,97.000,2.000,6.194,4.194,1.042,6.250,20.401
000000000010001076,4000,false,VB,002,128.000,1.000,23.045,8.348,2.792,16.750,23.045
000000000010001077,2000,false,VB,010,39.000,3.000,1.168,0.941,1.000,1.000,1.183
000000000010001078,1000,false,VB,002,30.000,1.000,0.000,0.000,1.000,1.000,0.000
000000000010001079,4000,false,VB,005,60.000,2.000,108.240,27.235,36.958,221.750,246.973
000000000010001080,3000,false,VB,007,225.000,1.000,19.647,6.387,1.000,6.000,19.647
000000000010001081,1000,false,VB,003,143.000,2.000,9.758,5.093,1.125,6.750,18.645
000000000010001082,1000,false,VB,002,37.000,0.000,48.111,14.853,38.458,230.750,171.259
000000000010001083,4000,false,VB,006,53.000,2.000,8.179,5.689,1.000,5.750,11.046
000000000010001084,1000,false,VB,010,75.000,2.000,41.280,5.828,18.958,113.750,149.281
000000000010001085,2000,false,VB,006,81.000,1.000,8.346,6.023,1.000,5.250,11.066
000000000010001085,1000,false,VB,004,81.000,2.000,9.515,6.721,1.000,4.000,11.350
000000000030000261,2000,false,PD,005,44.000,1.000,0.000,0.000,1.042,6.250,0.000
000000000010001086,1000,false,VB,008,142.000,3.000,6.505,3.886,1.000,3.000,8.871
000000000010001087,3000,false,VB,010,191.000,3.000,4.357,2.169,1.000,2.500,10.322
000000000010001087,4000,false,VB,009,191.000,3.000,5.132,2.127,1.000,3.500,8.010
000000000010001088,2000,false,VB,007,17.000,1.000,3.147,2.410,1.000,4.500,4.922
000000000010001089,1000,false,VB,009,16.000,0.000,13.337,4.038,30.125,180.750,97.347
000000000010001089,2000,false,VB,002,16.000,2.000,17.289,6.786,25.958,155.750,165.067
000000000010001090,4000,false,VB,005,123.000,2.000,8.506,4.059,1.000,4.500,11.227
000000000010001091,3000,false,VB,004,9.000,1.000,10.433,4.566,20.542,123.250,107.794
000000000010001092,1000,false,VB,007,40.000,3.000,3.843,2.019,2.000,12.000,9.845
000000000080000236,3000,false,VB,005,30.000,3.000,5.142,3.707,1.333,8.000,7.415
000000000010001093,4000,false,VB,010,16.000,1.000,2.056,1.398,1.000,5.000,5.979
000000000010001094,1000,false,VB,001,46.000,3.000,55.812,9.376,24.250,145.500,194.995
000000000010001095,3000,false,VB,006,94.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000080000237,2000,false,VB,005,40.000,0.000,12.442,7.226,2.250,13.500,18.727
000000000010001096,4000,false,VB,004,0.000,3.000,1.227,0.684,1.000,4.000,5.682
000000000010001096,3000,false,VB,005,59.000,3.000,6.895,3.679,1.042,6.250,10.770
000000000010001097,1000,false,VB,007,84.000,1.000,0.705,0.510,1.000,1.000,1.855
000000000080000238,4000,false,VB,001,104.000,1.000,6.379,4.046,1.000,3.000,9.131
000000000030000262,2000,false,PD,001,30.000,2.000,0.000,0.000,1.083,6.500,0.000
000000000010001098,1000,false,VB,003,35.000,2.000,1.326,0.865,1.000,2.500,2.624
000000000010001098,2000,false,VB,004,35.000,1.000,2.890,1.776,1.500,9.000,10.988
000000000080000239,2000,false,VB,002,17.000,0.000,1.121,0.720,1.708,10.250,8.522
000000000010001099,3000,false,VB,010,218.000,2.000,9.421,2.756,1.000,3.500,12.758
000000000080000240,4000,false,VB,010,27.000,2.000,3.300,1.693,2.292,13.750,12.585
000000000080000241,1000,false,VB,007,78.000,2.000,13.624,8.599,1.958,11.750,13.897
000000000010001100,2000,false,VB,004,129.000,0.000,2.519,0.881,1.000,3.500,5.524
000000000010001101,4000,false,VB,009,106.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000030000263,4000,false,PD,008,11.000,3.000,0.000,0.000,1.000,4.250,0.000
000000000030000264,4000,false,PD,004,48.000,3.000,0.000,0.000,1.000,2.500,0.000
000000000010001102,1000,false,VB,006,145.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000010001103,4000,false,VB,001,104.000,3.000,3.733,1.804,1.000,4.250,5.985
000000000010001104,2000,false,VB,008,59.000,0.000,4.048,2.023,1.833,11.000,12.699
000000000030000265,4000,false,ND,009,58.000,0.000,0.000,0.000,1.250,7.500,0.000
000000000010001105,4000,false,VB,004,55.000,2.000,11.976,8.210,1.625,9.750,21.723
000000000010001106,3000,false,VB,001,149.000,2.000,7.555,3.361,1.000,3.500,11.499
000000000010001107,3000,false,VB,004,79.000,0.000,3.411,2.378,1.000,3.250,7.394
000000000010001108,2000,false,VB,008,125.000,1.000,15.069,9.016,1.708,10.250,17.891
000000000010001109,4000,false,VB,005,14.000,2.000,2.674,1.658,2.167,13.000,7.474
000000000010001109,2000,false,VB,001,14.000,3.000,1.223,0.857,1.167,7.000,9.357
000000000010001110,4000,false,VB,004,86.000,2.000,1.920,1.081,1.000,4.250,9.261
000000000010001111,1000,false,VB,002,46.000,1.000,0.000,0.000,1.000,1.000,0.000
000000000090000066,2000,false,ND,003,17.000,3.000,0.000,0.000,1.000,1.000,1.000
000000000090000066,1000,false,ND,006,17.000,1.000,0.000,0.000,1.000,1.000,1.000
000000000010001112,2000,false,VB,002,94.000,2.000,1.527,1.013,1.000,1.000,1.527
000000000030000266,1000,false,PD,001,92.000,3.000,0.000,0.000,1.875,11.250,0.000
000000000010001113,2000,false,VB,003,8.000,3.000,12.901,4.241,22.875,137.250,92.113
000000000030000267,4000,false,ND,002,72.000,1.000,0.000,0.000,1.333,8.000,0.000
000000000030000268,3000,false,PD,008,79.000,0.000,0.000,0.000,1.250,7.500,0.000
000000000030000268,1000,false,PD,003,79.000,3.000,0.000,0.000,1.583,9.500,0.000
000000000010001114,3000,false,VB,003,40.000,3.000,85.930,23.241,32.042,192.250,158.332
000000000010001115,4000,false,VB,008,50.000,0.000,8.994,4.699,1.708,10.250,18.136
000000000010001115,3000,false,VB,003,50.000,2.000,3.160,1.632,1.292,7.750,11.639
000000000010001116,2000,false,VB,003,38.000,1.000,9.672,6.085,2.250,13.500,10.162
000000000010001117,1000,false,VB,003,53.000,1.000,2.201,1.256,1.000,4.000,5.762
000000000010001118,4000,false,VB,002,36.000,3.000,7.571,3.851,2.083,12.500,18.184
000000000010001119,1000,false,VB,006,14.000,0.000,1.149,0.759,1.250,7.500,8.152
000000000090000067,4000,false,ND,004,27.000,2.000,0.000,0.000,1.000,1.000,1.000
000000000090000067,2000,false,ND,003,27.000,1.000,0.000,0.000,1.000,1.000,1.000
000000000010001120,1000,false,VB,002,15.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000010001121,2000,false,VB,006,16.000,0.000,0.641,0.537,1.000,1.000,1.710
000000000010001121,3000,false,VB,005,16.000,0.000,1.376,1.183,1.000,1.500,1.891
000000000010001122,4000,false,VB,002,117.000,3.000,166.199,37.956,37.958,227.750,334.059
000000000010001123,2000,false,VB,004,59.000,3.000,1.285,0.767,1.000,2.500,4.326
000000000010001124,4000,false,VB,002,138.000,3.000,6.232,3.699,1.083,6.500,17.550
000000000010001125,1000,false,VB,002,144.000,2.000,208.435,26.571,26.292,157.750,269.567
000000000030000269,3000,false,PD,004,54.000,3.000,0.000,0.000,1.000,5.750,0.000
000000000010001126,3000,false,VB,001,20.000,2.000,43.107,14.962,26.958,161.750,174.245
000000000010001127,1000,false,VB,001,0.000,2.000,15.514,8.362,2.042,12.250,35.825
000000000010001127,3000,false,VB,001,144.000,0.000,18.471,9.283,2.833,17.000,54.124
000000000010001128,4000,false,VB,010,184.000,2.000,9.107,3.340,1.000,5.500,11.529
000000000010001129,3000,false,VB,007,32.000,0.000,2.811,1.975,1.000,5.500,8.624
000000000010001130,2000,false,VB,006,106.000,2.000,2.704,1.787,1.000,1.500,2.704
000000000010001131,3000,false,VB,009,0.000,3.000,5.077,1.933,1.417,8.500,12.312
000000000010001132,4000,false,VB,005,18.000,1.000,0.524,0.357,1.000,1.750,2.365
000000000010001133,1000,false,VB,008,18.000,3.000,12.865,2.694,10.500,63.000,37.486
000000000010001133,3000,false,VB,007,18.000,0.000,17.611,4.788,38.292,229.750,147.298
000000000010001134,3000,false,VB,009,7.000,3.000,13.877,5.558,35.458,212.750,124.190
000000000090000068,4000,false,ND,005,54.000,1.000,0.000,0.000,1.000,1.000,1.000
000000000010001135,2000,false,VB,006,130.000,1.000,171.658,22.741,30.208,181.250,338.463
000000000010001136,3000,false,VB,010,46.000,0.000,9.985,2.519,9.792,58.750,38.288
000000000090000069,3000,false,ND,001,33.000,3.000,0.000,0.000,1.000,1.000,1.000
000000000010001137,2000,false,VB,004,39.000,1.000,103.075,30.338,33.667,202.000,239.715
000000000010001138,1000,false,VB,003,188.000,3.000,8.750,3.825,1.000,3.250,8.750
000000000010001139,1000,false,VB,006,59.000,0.000,3.231,1.184,1.000,5.250,6.690
000000000010001140,1000,false,VB,005,72.000,3.000,58.703,15.390,23.458,140.750,147.995
000000000010001140,3000,false,VB,009,72.000,2.000,41.835,13.418,20.042,120.250,125.620
000000000030000270,4000,false,PD,010,150.000,2.000,0.000,0.000,1.042,6.250,0.000
000000000010001141,4000,false,VB,003,136.000,2.000,6.612,3.576,1.000,4.250,13.150
000000000010001142,2000,false,VB,003,121.000,1.000,5.840,2.873,1.083,6.500,20.791
000000000010001143,3000,false,VB,003,112.000,2.000,29.045,17.621,2.042,12.250,29.045
000000000010001144,1000,false,VB,008,190.000,0.000,5.596,1.513,1.000,4.000,11.103
000000000090000070,4000,false,ND,007,51.000,2.000,0.000,0.000,1.000,1.000,1.000
000000000030000271,4000,false,PD,006,9.000,1.000,0.000,0.000,1.042,6.250,0.000
000000000010001145,3000,false,VB,004,9.000,3.000,1.801,1.432,1.167,7.000,4.498
000000000010001146,4000,false,VB,005,42.000,1.000,11.744,8.125,1.667,10.000,21.838
000000000010001146,1000,false,VB,010,42.000,1.000,5.056,3.328,1.625,9.750,16.875
000000000010001147,3000,false,VB,003,14.000,1.000,0.231,0.164,1.000,1.750,1.642
000000000010001148,4000,false,VB,002,9.000,3.000,2.487,1.765,1.375,8.250,6.959
000000000010001149,3000,false,VB,009,90.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000030000272,1000,false,ND,004,109.000,2.000,0.000,0.000,1.458,8.750,0.000
000000000010001150,4000,false,VB,005,63.000,1.000,140.842,29.023,34.792,208.750,288.653
000000000010001151,3000,false,VB,009,107.000,2.000,13.345,9.791,1.000,4.250,18.436
000000000030000273,4000,false,ND,003,134.000,2.000,0.000,0.000,1.000,5.750,0.000
000000000010001152,4000,false,VB,005,69.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000010001152,2000,false,VB,005,69.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000010001153,3000,false,VB,008,25.000,2.000,2.220,1.321,1.000,6.000,6.427
000000000080000242,2000,false,VB,004,19.000,1.000,0.972,0.616,1.000,3.000,3.922
000000000080000242,3000,false,VB,003,19.000,2.000,1.173,0.799,1.083,6.500,9.413
000000000030000274,1000,false,PD,007,42.000,2.000,0.000,0.000,1.375,8.250,0.000
000000000030000275,1000,false,ND,006,31.000,1.000,0.000,0.000,1.000,2.750,0.000
000000000010001154,3000,false,VB,003,146.000,0.000,7.312,3.615,1.000,5.750,8.673
000000000030000276,4000,false,PD,003,83.000,2.000,0.000,0.000,1.667,10.000,0.000
000000000010001155,3000,false,VB,007,35.000,3.000,78.133,13.368,37.833,227.000,172.777
000000000010001156,3000,false,VB,006,149.000,0.000,7.970,3.685,1.000,4.500,13.556
000000000080000243,3000,false,VB,001,10.000,1.000,0.865,0.582,1.000,4.250,2.509
000000000090000071,1000,false,ND,003,33.000,1.000,0.000,0.000,1.000,1.000,1.000
000000000090000072,1000,false,ND,004,60.000,2.000,0.000,0.000,1.000,1.000,1.000
000000000010001157,3000,false,VB,005,150.000,3.000,24.390,14.671,1.167,7.000,25.330
000000000010001158,1000,false,VB,009,107.000,2.000,7.626,3.668,1.000,5.000,7.626
000000000090000073,1000,false,ND,009,22.000,0.000,0.000,0.000,1.000,1.000,1.000
000000000030000277,4000,false,ND,005,60.000,0.000,0.000,0.000,1.167,7.000,0.000
000000000030000277,3000,false,ND,004,60.000,3.000,0.000,0.000,1.167,7.000,0.000
000000000010001159,2000,false,VB,008,16.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000010001159,4000,false,VB,010,16.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000080000244,1000,false,VB,005,56.000,2.000,1.398,0.825,1.000,3.500,3.702
000000000080000245,4000,false,VB,001,24.000,0.000,4.413,3.063,1.333,8.000,11.660
000000000010001160,3000,false,VB,007,25.000,1.000,5.267,3.851,1.458,8.750,15.885
000000000010001160,4000,false,VB,009,25.000,2.000,7.078,5.275,1.542,9.250,7.078
000000000030000278,3000,false,ND,010,34.000,2.000,0.000,0.000,1.125,6.750,0.000
000000000030000279,2000,false,ND,004,22.000,2.000,0.000,0.000,1.000,5.250,0.000
000000000030000280,2000,false,PD,005,26.000,2.000,0.000,0.000,2.000,12.000,0.000
000000000010001161,1000,false,VB,002,55.000,3.000,4.553,2.247,1.333,8.000,14.972
000000000010001162,3000,false,VB,009,54.000,0.000,12.782,7.921,1.708,10.250,12.782
000000000090000074,2000,false,ND,010,35.000,2.000,0.000,0.000,1.000,1.000,1.000
000000000010001163,3000,false,VB,007,26.000,1.000,2.245,1.735,1.000,2.000,3.923
000000000010001164,1000,false,VB,002,39.000,2.000,8.023,4.166,2.125,12.750,15.427
