Werks,Lgort,Matnr,Dispo,Mtart,Matkl,Dismm,Mbwbest,Wbwbest,Letztzug,Letztabg,Letztver,Letztbew,Eisbe
1000,SP01,000000000030000268,003,ERSA,MECH-PUMP,PD,1.000,117276.99,2026-07-01T00:00:00,2026-02-27T00:00:00,2026-02-27T00:00:00,2026-07-01T00:00:00,0.000
3000,SP03,000000000010001114,003,ERSA,INST-XMTR,VB,105.000,1078746.90,2026-07-14T00:00:00,2026-08-21T00:00:00,2026-08-21T00:00:00,2026-08-21T00:00:00,23.241
4000,SP04,000000000010001115,008,ERSA,MILL-LINR,VB,16.000,1117057.92,2026-06-18T00:00:00,2026-07-04T00:00:00,2026-07-04T00:00:00,2026-07-04T00:00:00,4.699
3000,SP03,000000000010001115,003,ERSA,MILL-LINR,VB,8.000,558528.96,2026-05-22T00:00:00,2026-06-25T00:00:00,2026-06-25T00:00:00,2026-06-25T00:00:00,1.632
2000,SP02,000000000010001116,003,ERSA,INST-XMTR,VB,13.000,993875.22,2026-08-12T00:00:00,2026-08-10T00:00:00,2026-08-10T00:00:00,2026-08-12T00:00:00,6.085
1000,SP01,000000000010001117,003,ERSA,ELEC-CTRL,VB,0.000,0.00,2026-05-14T00:00:00,2026-07-18T00:00:00,2026-07-18T00:00:00,2026-07-18T00:00:00,1.256
4000,SP04,000000000010001118,002,ERSA,MILL-LINR,VB,15.000,350748.75,2026-08-17T00:00:00,2026-08-08T00:00:00,2026-08-08T00:00:00,2026-08-17T00:00:00,3.851
1000,SP01,000000000010001119,006,HIBE,ELEC-CTRL,VB,4.000,489298.68,2025-10-02T00:00:00,2026-01-02T00:00:00,2026-01-02T00:00:00,2026-01-02T00:00:00,0.759
4000,SP04,000000000090000067,004,ERSA,INST-XMTR,ND,32.000,3781548.80,,2023-03-03T00:00:00,2023-03-03T00:00:00,2023-03-03T00:00:00,0.000
2000,SP02,000000000090000067,003,ERSA,INST-XMTR,ND,29.000,3427028.60,,2023-08-19T00:00:00,2023-08-19T00:00:00,2023-08-19T00:00:00,0.000
1000,SP01,000000000010001120,002,ERSA,ELEC-CTRL,VB,0.000,0.00,,2025-07-23T00:00:00,2025-07-23T00:00:00,2025-07-23T00:00:00,0.000
2000,SP02,000000000010001121,006,ERSA,MECH-GBOX,VB,1.000,140738.43,,2026-05-08T00:00:00,2026-05-08T00:00:00,2026-05-08T00:00:00,0.537
3000,SP03,000000000010001121,005,ERSA,MECH-GBOX,VB,2.000,281476.86,2026-03-19T00:00:00,2026-01-26T00:00:00,2026-01-26T00:00:00,2026-03-19T00:00:00,1.183
4000,SP04,000000000010001122,002,ERSA,MECH-BRG,VB,97.000,631835.69,2026-05-23T00:00:00,2026-08-16T00:00:00,2026-08-16T00:00:00,2026-08-16T00:00:00,37.956
2000,SP02,000000000010001123,004,ERSA,MECH-PUMP,VB,0.000,0.00,,2026-09-03T00:00:00,2026-09-03T00:00:00,2026-09-03T00:00:00,0.767
4000,SP04,000000000010001124,002,ERSA,MECH-BRG,VB,9.000,195541.47,2026-07-05T00:00:00,2026-08-11T00:00:00,2026-08-11T00:00:00,2026-08-11T00:00:00,3.699
1000,SP01,000000000010001125,002,ERSA,MECH-PUMP,VB,78.000,36639256.68,2026-06-01T00:00:00,2026-09-05T00:00:00,2026-09-05T00:00:00,2026-09-05T00:00:00,26.571
3000,SP03,000000000030000269,004,ERSA,MECH-BRG,PD,1.000,34704.44,2026-08-05T00:00:00,2026-09-07T00:00:00,2026-09-07T00:00:00,2026-09-07T00:00:00,0.000
3000,SP03,000000000010001126,001,ERSA,CONV-COMP,VB,142.000,3435350.62,2026-08-12T00:00:00,2026-08-18T00:00:00,2026-08-18T00:00:00,2026-08-18T00:00:00,14.962
1000,SP01,000000000010001127,001,ERSA,CONV-COMP,VB,0.000,0.00,,2024-09-08T00:00:00,2024-09-08T00:00:00,2024-09-08T00:00:00,8.362
3000,SP03,000000000010001127,001,ERSA,CONV-COMP,VB,0.000,0.00,,2024-09-22T00:00:00,2024-09-22T00:00:00,2024-09-22T00:00:00,9.283
4000,SP04,000000000010001128,010,ERSA,MILL-LINR,VB,12.000,3826991.52,2026-08-25T00:00:00,2026-06-18T00:00:00,2026-06-18T00:00:00,2026-08-25T00:00:00,3.340
3000,SP03,000000000010001129,007,ERSA,MECH-PUMP,VB,7.000,862540.56,2026-06-12T00:00:00,2026-08-21T00:00:00,2026-08-21T00:00:00,2026-08-21T00:00:00,1.975
2000,SP02,000000000010001130,006,ERSA,HYDR-ASSY,VB,4.000,208408.12,2026-01-04T00:00:00,2025-08-25T00:00:00,2025-08-25T00:00:00,2026-01-04T00:00:00,1.787
3000,SP03,000000000010001131,009,ERSA,MECH-GBOX,VB,6.000,904192.44,2026-07-22T00:00:00,2026-07-23T00:00:00,2026-07-23T00:00:00,2026-07-23T00:00:00,1.933
4000,SP04,000000000010001132,005,ERSA,MECH-PUMP,VB,2.000,187036.76,2026-08-30T00:00:00,2026-08-10T00:00:00,2026-08-10T00:00:00,2026-08-30T00:00:00,0.357
1000,SP01,000000000010001133,008,ERSA,MECH-GBOX,VB,21.000,497184.45,2026-07-15T00:00:00,2026-08-28T00:00:00,2026-08-28T00:00:00,2026-08-28T00:00:00,2.694
3000,SP03,000000000010001133,007,ERSA,MECH-GBOX,VB,128.000,3030457.60,2026-08-11T00:00:00,2026-08-22T00:00:00,2026-08-22T00:00:00,2026-08-22T00:00:00,4.788
3000,SP03,000000000010001134,009,ERSA,ELEC-CTRL,VB,103.000,1647151.28,2026-08-11T00:00:00,2026-08-13T00:00:00,2026-08-13T00:00:00,2026-08-13T00:00:00,5.558
4000,SP04,000000000090000068,005,ERSA,CONV-COMP,ND,26.000,409574.10,,2023-07-26T00:00:00,2023-07-26T00:00:00,2023-07-26T00:00:00,0.000
2000,SP02,000000000010001135,006,ERSA,MECH-BRG,VB,94.000,36238262.42,2026-04-15T00:00:00,2026-08-22T00:00:00,2026-08-22T00:00:00,2026-08-22T00:00:00,22.741
3000,SP03,000000000010001136,010,ERSA,MILL-LINR,VB,15.000,363436.65,2026-05-31T00:00:00,2026-08-23T00:00:00,2026-08-23T00:00:00,2026-08-23T00:00:00,2.519
3000,SP03,000000000090000069,001,ERSA,CONV-COMP,ND,30.000,2717595.60,,2023-10-02T00:00:00,2023-10-02T00:00:00,2023-10-02T00:00:00,0.000
2000,SP02,000000000010001137,004,ERSA,ELEC-CTRL,VB,98.000,1813740.88,2026-05-21T00:00:00,2026-08-29T00:00:00,2026-08-29T00:00:00,2026-08-29T00:00:00,30.338
1000,SP01,000000000010001138,003,ERSA,ELEC-CTRL,VB,6.000,39986.10,2026-01-02T00:00:00,2026-07-13T00:00:00,2026-07-13T00:00:00,2026-07-13T00:00:00,3.825
1000,SP01,000000000010001139,006,HIBE,MECH-PUMP,VB,4.000,164614.32,2026-06-10T00:00:00,2026-08-21T00:00:00,2026-08-21T00:00:00,2026-08-21T00:00:00,1.184
1000,SP01,000000000010001140,005,ERSA,INST-XMTR,VB,44.000,522187.60,2026-08-26T00:00:00,2026-08-21T00:00:00,2026-08-21T00:00:00,2026-08-26T00:00:00,15.390
3000,SP03,000000000010001140,009,ERSA,INST-XMTR,VB,31.000,367904.90,2026-06-19T00:00:00,2026-08-21T00:00:00,2026-08-21T00:00:00,2026-08-21T00:00:00,13.418
4000,SP04,000000000030000270,010,ERSA,MECH-SEAL,PD,0.000,0.00,2026-05-11T00:00:00,2026-06-24T00:00:00,2026-06-24T00:00:00,2026-06-24T00:00:00,0.000
4000,SP04,000000000010001141,003,ERSA,MECH-SEAL,VB,0.000,0.00,,2024-09-15T00:00:00,2024-09-15T00:00:00,2024-09-15T00:00:00,3.576
2000,SP02,000000000010001142,003,ERSA,MECH-GBOX,VB,15.000,1994699.85,2026-07-18T00:00:00,2026-08-31T00:00:00,2026-08-31T00:00:00,2026-08-31T00:00:00,2.873
3000,SP03,000000000010001143,003,ERSA,HYDR-ASSY,VB,0.000,0.00,,2025-02-25T00:00:00,2025-02-25T00:00:00,2025-02-25T00:00:00,17.621
1000,SP01,000000000010001144,008,HIBE,INST-XMTR,VB,4.000,1357151.60,2026-04-26T00:00:00,2026-08-01T00:00:00,2026-08-01T00:00:00,2026-08-01T00:00:00,1.513
4000,SP04,000000000090000070,007,ERSA,MECH-BRG,ND,18.000,1740909.60,,2024-11-04T00:00:00,2024-11-04T00:00:00,2024-11-04T00:00:00,0.000
4000,SP04,000000000030000271,006,ERSA,MILL-LINR,PD,0.000,0.00,2026-01-15T00:00:00,2026-03-15T00:00:00,2026-03-15T00:00:00,2026-03-15T00:00:00,0.000
3000,SP03,000000000010001145,004,ERSA,ELEC-MOTR,VB,1.000,134534.50,2026-06-30T00:00:00,2026-08-17T00:00:00,2026-08-17T00:00:00,2026-08-17T00:00:00,1.432
4000,SP04,000000000010001146,005,ERSA,ELEC-MOTR,VB,0.000,0.00,,2024-10-31T00:00:00,2024-10-31T00:00:00,2024-10-31T00:00:00,8.125
1000,SP01,000000000010001146,010,ERSA,ELEC-MOTR,VB,0.000,0.00,,2024-10-06T00:00:00,2024-10-06T00:00:00,2024-10-06T00:00:00,3.328
3000,SP03,000000000010001147,003,ERSA,CONV-COMP,VB,1.000,24256.37,2025-09-21T00:00:00,2026-03-10T00:00:00,2026-03-10T00:00:00,2026-03-10T00:00:00,0.164
4000,SP04,000000000010001148,002,ERSA,MECH-PUMP,VB,4.000,424303.52,2026-07-29T00:00:00,2026-08-08T00:00:00,2026-08-08T00:00:00,2026-08-08T00:00:00,1.765
3000,SP03,000000000010001149,009,ERSA,INST-XMTR,VB,0.000,0.00,,2023-11-03T00:00:00,2023-11-03T00:00:00,2023-11-03T00:00:00,0.000
1000,SP01,000000000030000272,004,HIBE,CONV-COMP,ND,2.000,1184197.28,2026-07-13T00:00:00,2026-03-18T00:00:00,2026-03-18T00:00:00,2026-07-13T00:00:00,0.000
4000,SP04,000000000010001150,005,ERSA,HYDR-ASSY,VB,66.000,31913433.42,2026-04-01T00:00:00,2026-08-03T00:00:00,2026-08-03T00:00:00,2026-08-03T00:00:00,29.023
3000,SP03,000000000010001151,009,ERSA,MECH-PUMP,VB,0.000,0.00,,2026-04-07T00:00:00,2026-04-07T00:00:00,2026-04-07T00:00:00,9.791
4000,SP04,000000000030000273,003,HIBE,INST-XMTR,ND,4.000,196815.28,2026-09-06T00:00:00,,,2026-09-06T00:00:00,0.000
4000,SP04,000000000010001152,005,ERSA,INST-XMTR,VB,0.000,0.00,,2024-12-31T00:00:00,2024-12-31T00:00:00,2024-12-31T00:00:00,0.000
2000,SP02,000000000010001152,005,ERSA,INST-XMTR,VB,0.000,0.00,,2023-02-21T00:00:00,2023-02-21T00:00:00,2023-02-21T00:00:00,0.000
3000,SP03,000000000010001153,008,ERSA,MECH-PUMP,VB,6.000,769842.90,2026-07-31T00:00:00,2026-07-01T00:00:00,2026-07-01T00:00:00,2026-07-31T00:00:00,1.321
2000,SP02,000000000080000242,004,ERSA,INST-XMTR,VB,3.000,300439.89,2026-08-27T00:00:00,2026-06-26T00:00:00,2026-06-26T00:00:00,2026-08-27T00:00:00,0.616
3000,SP03,000000000080000242,003,ERSA,INST-XMTR,VB,3.000,300439.89,2026-02-12T00:00:00,2026-08-28T00:00:00,2026-08-28T00:00:00,2026-08-28T00:00:00,0.799
1000,SP01,000000000030000274,007,ERSA,MILL-LINR,PD,0.000,0.00,2026-09-02T00:00:00,2026-09-04T00:00:00,2026-09-04T00:00:00,2026-09-04T00:00:00,0.000
1000,SP01,000000000030000275,006,ERSA,CONV-COMP,ND,3.000,166617.06,2026-01-25T00:00:00,,,2026-01-25T00:00:00,0.000
3000,SP03,000000000010001154,003,ERSA,MECH-SEAL,VB,11.000,6629932.87,2026-08-24T00:00:00,2026-04-22T00:00:00,2026-04-22T00:00:00,2026-08-24T00:00:00,3.615
4000,SP04,000000000030000276,003,HIBE,MILL-LINR,PD,0.000,0.00,2025-12-27T00:00:00,2026-01-16T00:00:00,2026-01-16T00:00:00,2026-01-16T00:00:00,0.000
3000,SP03,000000000010001155,007,ERSA,HYDR-ASSY,VB,125.000,95077133.75,2026-07-21T00:00:00,2026-09-02T00:00:00,2026-09-02T00:00:00,2026-09-02T00:00:00,13.368
3000,SP03,000000000010001156,006,ERSA,ELEC-CTRL,VB,9.000,6843977.73,2026-07-04T00:00:00,2026-08-25T00:00:00,2026-08-25T00:00:00,2026-08-25T00:00:00,3.685
3000,SP03,000000000080000243,001,HIBE,MECH-GBOX,VB,2.000,892033.52,2026-08-22T00:00:00,2026-08-10T00:00:00,2026-08-10T00:00:00,2026-08-22T00:00:00,0.582
1000,SP01,000000000090000071,003,ERSA,MECH-SEAL,ND,29.000,3341767.73,,2025-02-17T00:00:00,2025-02-17T00:00:00,2025-02-17T00:00:00,0.000
1000,SP01,000000000090000072,004,ERSA,MILL-LINR,ND,30.000,4304643.60,,2023-09-23T00:00:00,2023-09-23T00:00:00,2023-09-23T00:00:00,0.000
3000,SP03,000000000010001157,005,ERSA,CONV-COMP,VB,0.000,0.00,,2024-12-10T00:00:00,2024-12-10T00:00:00,2024-12-10T00:00:00,14.671
1000,SP01,000000000010001158,009,ERSA,MECH-SEAL,VB,11.000,4748756.98,2026-09-03T00:00:00,2026-04-16T00:00:00,2026-04-16T00:00:00,2026-09-03T00:00:00,3.668
1000,SP01,000000000090000073,009,ERSA,INST-XMTR,ND,12.000,228300.00,,2023-05-20T00:00:00,2023-05-20T00:00:00,2023-05-20T00:00:00,0.000
4000,SP04,000000000030000277,005,ERSA,CONV-COMP,ND,0.000,0.00,,,,,0.000
3000,SP03,000000000030000277,004,ERSA,CONV-COMP,ND,0.000,0.00,2026-03-11T00:00:00,2026-04-29T00:00:00,2026-04-29T00:00:00,2026-04-29T00:00:00,0.000
2000,SP02,000000000010001159,008,ERSA,ELEC-CTRL,VB,0.000,0.00,,2023-08-24T00:00:00,2023-08-24T00:00:00,2023-08-24T00:00:00,0.000
4000,SP04,000000000010001159,010,ERSA,ELEC-CTRL,VB,0.000,0.00,,2023-03-07T00:00:00,2023-03-07T00:00:00,2023-03-07T00:00:00,0.000
1000,SP01,000000000080000244,005,HIBE,ELEC-MOTR,VB,2.000,873093.76,2026-09-02T00:00:00,2026-05-19T00:00:00,2026-05-19T00:00:00,2026-09-02T00:00:00,0.825
4000,SP04,000000000080000245,001,ERSA,MILL-LINR,VB,6.000,1162807.74,2026-07-03T00:00:00,2026-08-22T00:00:00,2026-08-22T00:00:00,2026-08-22T00:00:00,3.063
3000,SP03,000000000010001160,007,ERSA,MECH-PUMP,VB,0.000,0.00,2026-06-03T00:00:00,2026-08-23T00:00:00,2026-08-23T00:00:00,2026-08-23T00:00:00,3.851
4000,SP04,000000000010001160,009,ERSA,MECH-PUMP,VB,4.000,410118.60,2026-07-02T00:00:00,2026-08-31T00:00:00,2026-08-31T00:00:00,2026-08-31T00:00:00,5.275
3000,SP03,000000000030000278,010,HIBE,HYDR-ASSY,ND,0.000,0.00,2025-11-21T00:00:00,2025-12-02T00:00:00,2025-12-02T00:00:00,2025-12-02T00:00:00,0.000
2000,SP02,000000000030000279,004,ERSA,MECH-PUMP,ND,1.000,14937.72,2026-08-11T00:00:00,2026-09-07T00:00:00,2026-09-07T00:00:00,2026-09-07T00:00:00,0.000
2000,SP02,000000000030000280,005,HIBE,ELEC-MOTR,PD,5.000,268362.05,2026-06-29T00:00:00,,,2026-06-29T00:00:00,0.000
1000,SP01,000000000010001161,002,HIBE,MECH-GBOX,VB,12.000,702391.80,2026-07-31T00:00:00,2026-08-20T00:00:00,2026-08-20T00:00:00,2026-08-20T00:00:00,2.247
3000,SP03,000000000010001162,009,ERSA,MILL-LINR,VB,19.000,310561.46,2026-09-01T00:00:00,2026-07-10T00:00:00,2026-07-10T00:00:00,2026-09-01T00:00:00,7.921
2000,SP02,000000000090000074,010,ERSA,MILL-LINR,ND,21.000,2162341.44,,2023-06-12T00:00:00,2023-06-12T00:00:00,2023-06-12T00:00:00,0.000
3000,SP03,000000000010001163,007,ERSA,ELEC-MOTR,VB,4.000,166309.68,2026-08-31T00:00:00,2026-08-01T00:00:00,2026-08-01T00:00:00,2026-08-31T00:00:00,1.735
1000,SP01,000000000010001164,002,ERSA,CONV-COMP,VB,10.000,348902.10,2026-07-20T00:00:00,2026-07-29T00:00:00,2026-07-29T00:00:00,2026-07-29T00:00:00,4.166
3000,SP03,000000000010001164,001,ERSA,CONV-COMP,VB,3.000,104670.63,2026-08-14T00:00:00,2026-07-07T00:00:00,2026-07-07T00:00:00,2026-08-14T00:00:00,0.610
1000,SP01,000000000080000246,007,ERSA,MECH-PUMP,VB,7.000,1764932.96,2026-07-16T00:00:00,2026-07-01T00:00:00,2026-07-01T00:00:00,2026-07-16T00:00:00,3.467
4000,SP04,000000000080000246,003,ERSA,MECH-PUMP,VB,2.000,504266.56,2026-04-17T00:00:00,2026-08-05T00:00:00,2026-08-05T00:00:00,2026-08-05T00:00:00,3.589
2000,SP02,000000000010001165,007,ERSA,ELEC-CTRL,VB,0.000,0.00,,2023-02-02T00:00:00,2023-02-02T00:00:00,2023-02-02T00:00:00,0.000
4000,SP04,000000000010001166,010,ERSA,MECH-PUMP,VB,8.000,57559.04,2026-05-16T00:00:00,2026-08-18T00:00:00,2026-08-18T00:00:00,2026-08-18T00:00:00,6.433
4000,SP04,000000000010001167,007,ERSA,MECH-PUMP,VB,197.000,1248526.90,2026-07-30T00:00:00,2026-08-30T00:00:00,2026-08-30T00:00:00,2026-08-30T00:00:00,25.863
2000,SP02,000000000010001168,002,ERSA,MILL-LINR,VB,20.000,45687.80,2026-05-19T00:00:00,2026-08-17T00:00:00,2026-08-17T00:00:00,2026-08-17T00:00:00,4.426
4000,SP04,000000000010001169,007,ERSA,ELEC-MOTR,VB,8.000,3958283.92,2026-08-11T00:00:00,2026-07-24T00:00:00,2026-07-24T00:00:00,2026-08-11T00:00:00,3.452
1000,SP01,000000000010001169,004,ERSA,ELEC-MOTR,VB,2.000,989570.98,2026-03-31T00:00:00,2026-08-20T00:00:00,2026-08-20T00:00:00,2026-08-20T00:00:00,1.775
4000,SP04,000000000010001170,007,ERSA,INST-XMTR,VB,0.000,0.00,2026-01-02T00:00:00,2026-07-06T00:00:00,2026-07-06T00:00:00,2026-07-06T00:00:00,3.057
4000,SP04,000000000010001171,005,ERSA,MECH-PUMP,VB,6.000,77950.62,2026-07-13T00:00:00,2026-07-26T00:00:00,2026-07-26T00:00:00,2026-07-26T00:00:00,3.005
1000,SP01,000000000010001172,006,ERSA,ELEC-MOTR,VB,19.000,591552.27,2026-04-21T00:00:00,2026-06-03T00:00:00,2026-06-03T00:00:00,2026-06-03T00:00:00,6.754
4000,SP04,000000000010001173,003,HIBE,CONV-COMP,VB,0.000,0.00,,2025-07-24T00:00:00,2025-07-24T00:00:00,2025-07-24T00:00:00,0.000
3000,SP03,000000000030000281,001,ERSA,CONV-COMP,PD,1.000,91784.16,2026-04-10T00:00:00,,,2026-04-10T00:00:00,0.000
4000,SP04,000000000010001174,005,ERSA,MECH-SEAL,VB,89.000,551404.84,2026-06-19T00:00:00,2026-08-17T00:00:00,2026-08-17T00:00:00,2026-08-17T00:00:00,17.787
4000,SP04,000000000010001175,002,ERSA,MECH-BRG,VB,63.000,1286095.86,2026-04-11T00:00:00,2026-08-27T00:00:00,2026-08-27T00:00:00,2026-08-27T00:00:00,10.377
1000,SP01,000000000030000282,003,ERSA,INST-XMTR,ND,3.000,518770.44,2026-04-13T00:00:00,2026-01-10T00:00:00,2026-01-10T00:00:00,2026-04-13T00:00:00,0.000
4000,SP04,000000000010001176,001,ERSA,ELEC-CTRL,VB,1.000,173587.56,2025-08-20T00:00:00,2025-06-21T00:00:00,2025-06-21T00:00:00,2025-08-20T00:00:00,0.624
3000,SP03,000000000030000283,003,ERSA,MECH-GBOX,PD,0.000,0.00,2026-05-14T00:00:00,2026-05-22T00:00:00,2026-05-22T00:00:00,2026-05-22T00:00:00,0.000
1000,SP01,000000000030000283,003,ERSA,MECH-GBOX,ND,2.000,203042.36,2025-12-18T00:00:00,2026-01-14T00:00:00,2026-01-14T00:00:00,2026-01-14T00:00:00,0.000
2000,SP02,000000000010001177,003,ERSA,MECH-PUMP,VB,4.000,348818.08,2026-01-15T00:00:00,2026-07-17T00:00:00,2026-07-17T00:00:00,2026-07-17T00:00:00,1.174
3000,SP03,000000000010001177,006,ERSA,MECH-PUMP,VB,4.000,348818.08,2026-08-03T00:00:00,2026-05-10T00:00:00,2026-05-10T00:00:00,2026-08-03T00:00:00,0.576
1000,SP01,000000000080000247,010,ERSA,MECH-SEAL,VB,3.000,150125.43,2026-08-05T00:00:00,2026-08-14T00:00:00,2026-08-14T00:00:00,2026-08-14T00:00:00,2.349
3000,SP03,000000000080000247,006,ERSA,MECH-SEAL,VB,0.000,0.00,2026-04-27T00:00:00,2026-07-21T00:00:00,2026-07-21T00:00:00,2026-07-21T00:00:00,1.608
4000,SP04,000000000010001178,008,HIBE,ELEC-CTRL,VB,8.000,998701.76,2026-03-20T00:00:00,2026-08-27T00:00:00,2026-08-27T00:00:00,2026-08-27T00:00:00,2.766
2000,SP02,000000000010001178,001,HIBE,ELEC-CTRL,VB,8.000,998701.76,2026-07-07T00:00:00,2026-07-07T00:00:00,2026-07-07T00:00:00,2026-07-07T00:00:00,4.622
2000,SP02,000000000010001179,005,ERSA,ELEC-CTRL,VB,0.000,0.00,,2025-04-18T00:00:00,2025-04-18T00:00:00,2025-04-18T00:00:00,3.787
3000,SP03,000000000010001179,002,ERSA,ELEC-CTRL,VB,0.000,0.00,,2025-07-12T00:00:00,2025-07-12T00:00:00,2025-07-12T00:00:00,12.209
3000,SP03,000000000030000284,006,ERSA,ELEC-CTRL,ND,0.000,0.00,2026-03-29T00:00:00,2026-04-27T00:00:00,2026-04-27T00:00:00,2026-04-27T00:00:00,0.000
2000,SP02,000000000030000284,005,ERSA,ELEC-CTRL,PD,3.000,494867.16,2026-08-23T00:00:00,2026-09-07T00:00:00,2026-09-07T00:00:00,2026-09-07T00:00:00,0.000
4000,SP04,000000000010001180,004,ERSA,ELEC-CTRL,VB,8.000,1026180.88,2026-05-31T00:00:00,2026-08-01T00:00:00,2026-08-01T00:00:00,2026-08-01T00:00:00,5.398
1000,SP01,000000000010001181,001,ERSA,MECH-SEAL,VB,8.000,1102853.52,2026-08-21T00:00:00,2026-05-26T00:00:00,2026-05-26T00:00:00,2026-08-21T00:00:00,3.108
4000,SP04,000000000010001182,009,ERSA,MECH-GBOX,VB,15.000,370378.05,2026-03-25T00:00:00,2026-08-24T00:00:00,2026-08-24T00:00:00,2026-08-24T00:00:00,6.387
3000,SP03,000000000010001182,004,ERSA,MECH-GBOX,VB,32.000,790139.84,2026-05-17T00:00:00,2026-08-04T00:00:00,2026-08-04T00:00:00,2026-08-04T00:00:00,2.110
2000,SP02,000000000010001183,001,ERSA,MECH-PUMP,VB,5.000,3229209.90,2026-06-17T00:00:00,2026-07-11T00:00:00,2026-07-11T00:00:00,2026-07-11T00:00:00,3.157
3000,SP03,000000000010001183,007,ERSA,MECH-PUMP,VB,1.000,645841.98,2026-01-28T00:00:00,2026-07-31T00:00:00,2026-07-31T00:00:00,2026-07-31T00:00:00,1.489
1000,SP01,000000000010001184,001,ERSA,MECH-SEAL,VB,176.000,111044850.40,2026-05-10T00:00:00,2026-08-03T00:00:00,2026-08-03T00:00:00,2026-08-03T00:00:00,27.461
4000,SP04,000000000030000285,003,ERSA,MILL-LINR,ND,3.000,306914.58,2026-03-05T00:00:00,,,2026-03-05T00:00:00,0.000
4000,SP04,000000000010001185,007,ERSA,INST-XMTR,VB,0.000,0.00,,2023-10-15T00:00:00,2023-10-15T00:00:00,2023-10-15T00:00:00,0.000
1000,SP01,000000000030000286,010,ERSA,MECH-PUMP,PD,4.000,214220.00,2026-06-26T00:00:00,2026-07-24T00:00:00,2026-07-24T00:00:00,2026-07-24T00:00:00,0.000
4000,SP04,000000000030000286,010,ERSA,MECH-PUMP,ND,0.000,0.00,2026-08-12T00:00:00,2026-09-07T00:00:00,2026-09-07T00:00:00,2026-09-07T00:00:00,0.000
2000,SP02,000000000010001186,001,ERSA,ELEC-CTRL,VB,0.000,0.00,2025-12-16T00:00:00,2026-07-29T00:00:00,2026-07-29T00:00:00,2026-07-29T00:00:00,1.153
3000,SP03,000000000010001186,002,ERSA,ELEC-CTRL,VB,7.000,102303.32,2026-04-11T00:00:00,2026-08-11T00:00:00,2026-08-11T00:00:00,2026-08-11T00:00:00,4.118
4000,SP04,000000000010001187,005,HIBE,MILL-LINR,VB,0.000,0.00,,2023-09-19T00:00:00,2023-09-19T00:00:00,2023-09-19T00:00:00,0.000
4000,SP04,000000000030000287,003,ERSA,ELEC-MOTR,PD,3.000,961955.76,2025-12-28T00:00:00,2026-02-22T00:00:00,2026-02-22T00:00:00,2026-02-22T00:00:00,0.000
1000,SP01,000000000010001188,009,ERSA,HYDR-ASSY,VB,0.000,0.00,,2024-09-04T00:00:00,2024-09-04T00:00:00,2024-09-04T00:00:00,8.338
4000,SP04,000000000010001188,005,ERSA,HYDR-ASSY,VB,0.000,0.00,,2025-06-23T00:00:00,2025-06-23T00:00:00,2025-06-23T00:00:00,7.472
4000,SP04,000000000010001189,007,ERSA,HYDR-ASSY,VB,0.000,0.00,,2022-08-08T00:00:00,2022-08-08T00:00:00,2022-08-08T00:00:00,0.000
4000,SP04,000000000010001190,006,ERSA,MECH-BRG,VB,3.000,101102.43,2026-03-06T00:00:00,2026-01-17T00:00:00,2026-01-17T00:00:00,2026-03-06T00:00:00,1.578
2000,SP02,000000000080000248,007,ERSA,ELEC-CTRL,VB,3.000,653838.87,2026-04-10T00:00:00,2026-05-07T00:00:00,2026-05-07T00:00:00,2026-05-07T00:00:00,1.262
4000,SP04,000000000080000248,002,ERSA,ELEC-CTRL,VB,10.000,2179462.90,2026-08-15T00:00:00,2026-06-03T00:00:00,2026-06-03T00:00:00,2026-08-15T00:00:00,1.063
3000,SP03,000000000010001191,003,HIBE,ELEC-MOTR,VB,0.000,0.00,,2024-07-16T00:00:00,2024-07-16T00:00:00,2024-07-16T00:00:00,0.000
2000,SP02,000000000030000288,008,ERSA,MECH-SEAL,ND,0.000,0.00,2026-01-08T00:00:00,2026-01-20T00:00:00,2026-01-20T00:00:00,2026-01-20T00:00:00,0.000
3000,SP03,000000000030000288,005,ERSA,MECH-SEAL,ND,0.000,0.00,2026-03-01T00:00:00,2026-04-28T00:00:00,2026-04-28T00:00:00,2026-04-28T00:00:00,0.000
4000,SP04,000000000010001192,007,ERSA,MECH-SEAL,VB,6.000,658789.92,2026-08-03T00:00:00,2026-06-18T00:00:00,2026-06-18T00:00:00,2026-08-03T00:00:00,3.437
4000,SP04,000000000010001193,005,ERSA,ELEC-MOTR,VB,55.000,848464.65,2026-07-20T00:00:00,2026-08-14T00:00:00,2026-08-14T00:00:00,2026-08-14T00:00:00,4.031
2000,SP02,000000000010001194,005,ERSA,MECH-GBOX,VB,0.000,0.00,,2023-10-17T00:00:00,2023-10-17T00:00:00,2023-10-17T00:00:00,0.000
2000,SP02,000000000010001195,010,ERSA,ELEC-CTRL,VB,28.000,5022558.24,2025-09-07T00:00:00,2026-05-27T00:00:00,2026-05-27T00:00:00,2026-05-27T00:00:00,10.753
3000,SP03,000000000010001195,003,ERSA,ELEC-CTRL,VB,6.000,1076262.48,2026-06-01T00:00:00,2026-05-27T00:00:00,2026-05-27T00:00:00,2026-06-01T00:00:00,3.354
4000,SP04,000000000010001196,004,ERSA,MECH-GBOX,VB,35.000,682648.40,2026-08-18T00:00:00,2026-09-06T00:00:00,2026-09-06T00:00:00,2026-09-06T00:00:00,2.443
