Matnr,Lvorm,Mtart,Matkl,Bismt,Meins,Mstae,Sernp
000000000030000206,false,ERSA,MECH-PUMP,,EA,,
000000000010000904,false,ERSA,HYDR-ASSY,,EA,,
000000000010000905,false,ERSA,HYDR-ASSY,,EA,,
000000000010000906,false,ERSA,MILL-LINR,,EA,,
000000000010000907,false,ERSA,MECH-BRG,ELL628212,EA,,
000000000010000908,false,HIBE,ELEC-MOTR,,EA,,
000000000030000207,false,ERSA,MECH-GBOX,,EA,,
000000000080000207,false,ERSA,MECH-PUMP,,EA,,Z00R
000000000010000909,false,ERSA,INST-XMTR,,EA,,
000000000010000910,false,ERSA,MECH-PUMP,,EA,,
000000000010000911,false,ERSA,MECH-PUMP,,EA,,
000000000080000208,false,ERSA,MECH-BRG,,EA,,
000000000080000209,false,ERSA,MECH-SEAL,,EA,,Z00R
000000000010000912,false,ERSA,MECH-GBOX,,EA,,
000000000030000208,false,ERSA,MILL-LINR,,EA,,
000000000010000913,false,ERSA,ELEC-MOTR,,EA,,
000000000010000914,false,ERSA,MECH-SEAL,ELL199302,EA,,
000000000010000915,false,ERSA,CONV-COMP,ELL952524,EA,,
000000000010000916,false,ERSA,HYDR-ASSY,,EA,,
000000000010000917,false,HIBE,MILL-LINR,,EA,,
000000000010000918,false,ERSA,MECH-PUMP,,EA,,
000000000010000919,false,ERSA,MECH-GBOX,,EA,,
000000000010000920,false,ERSA,INST-XMTR,,EA,,
000000000030000209,false,ERSA,MECH-BRG,,EA,,
000000000030000210,false,ERSA,ELEC-CTRL,,EA,,
000000000010000921,false,ERSA,MECH-SEAL,,EA,,
000000000010000922,false,ERSA,MECH-PUMP,,EA,,
000000000090000054,false,ERSA,MECH-PUMP,,EA,01,
000000000030000211,false,ERSA,HYDR-ASSY,,EA,,
000000000010000923,false,ERSA,INST-XMTR,,EA,,
000000000010000924,false,ERSA,CONV-COMP,,EA,,
000000000010000925,false,ERSA,MECH-PUMP,,EA,,
000000000010000926,false,ERSA,MECH-BRG,ELL887809,EA,,
000000000010000927,false,ERSA,INST-XMTR,ELL454904,EA,,
000000000010000928,false,ERSA,MECH-GBOX,ELL325323,EA,,
000000000010000929,false,ERSA,ELEC-CTRL,,EA,,
000000000030000212,false,ERSA,INST-XMTR,ELL590062,EA,,
000000000090000055,false,ERSA,MECH-PUMP,ELL491726,EA,01,
000000000010000930,false,HIBE,MECH-PUMP,,EA,,
000000000030000213,false,HIBE,MECH-SEAL,ELL448494,EA,,
000000000010000931,false,ERSA,MILL-LINR,,EA,,
000000000010000932,false,ERSA,ELEC-CTRL,,EA,,
000000000010000933,false,ERSA,MECH-SEAL,,EA,,
000000000010000934,false,ERSA,MECH-SEAL,,EA,,
000000000010000935,false,ERSA,MECH-PUMP,ELL662804,EA,,
000000000010000936,false,ERSA,ELEC-MOTR,,EA,,
000000000080000210,false,ERSA,MECH-SEAL,,EA,,0001
000000000090000056,false,ERSA,ELEC-MOTR,,EA,01,
000000000010000937,false,ERSA,MILL-LINR,,EA,,
000000000090000057,false,ERSA,MECH-BRG,,EA,01,
000000000030000214,false,ERSA,ELEC-MOTR,,EA,,
000000000010000938,false,ERSA,MECH-PUMP,,EA,,
000000000010000939,false,ERSA,MECH-GBOX,,EA,,
000000000030000215,false,ERSA,MILL-LINR,,EA,,
000000000010000940,false,ERSA,MECH-SEAL,,EA,,
000000000030000216,false,ERSA,MILL-LINR,,EA,,
000000000080000211,false,HIBE,ELEC-MOTR,ELL348905,EA,,0001
000000000030000217,false,ERSA,INST-XMTR,ELL876032,EA,,
000000000080000212,false,ERSA,CONV-COMP,,EA,,
000000000090000058,false,ERSA,INST-XMTR,,EA,01,
000000000010000941,false,HIBE,MECH-BRG,,EA,,
000000000010000942,false,ERSA,HYDR-ASSY,ELL437172,EA,,
000000000030000218,false,ERSA,MECH-SEAL,,EA,,
000000000010000943,false,ERSA,HYDR-ASSY,ELL423595,EA,,
000000000010000944,false,ERSA,MECH-GBOX,,EA,,
000000000010000945,false,ERSA,CONV-COMP,,EA,,
000000000010000946,false,ERSA,CONV-COMP,,EA,,
000000000030000219,false,ERSA,MECH-PUMP,,EA,,
000000000010000947,false,ERSA,MILL-LINR,,EA,,
000000000010000948,false,ERSA,ELEC-CTRL,,EA,,
000000000010000949,false,HIBE,MECH-PUMP,,EA,,
000000000030000220,false,ERSA,CONV-COMP,,EA,,
000000000010000950,false,ERSA,MECH-SEAL,,EA,,
000000000080000213,false,ERSA,MILL-LINR,,EA,,
000000000010000951,false,ERSA,INST-XMTR,,EA,,
000000000010000952,false,HIBE,ELEC-MOTR,,EA,,
000000000080000214,false,HIBE,CONV-COMP,ELL472178,EA,,
000000000010000953,false,ERSA,MECH-GBOX,,EA,,
000000000010000954,false,ERSA,MECH-BRG,,EA,,
000000000010000955,false,ERSA,ELEC-MOTR,,EA,,
000000000010000956,false,ERSA,MECH-PUMP,,EA,,
000000000010000957,false,ERSA,INST-XMTR,ELL470731,EA,,
000000000010000958,false,ERSA,INST-XMTR,,EA,,
000000000090000059,false,ERSA,CONV-COMP,ELL484779,EA,01,
000000000030000221,false,ERSA,MILL-LINR,,EA,,
000000000010000959,false,ERSA,ELEC-CTRL,,EA,,
000000000030000222,false,ERSA,MECH-PUMP,,EA,,
000000000010000960,false,ERSA,MECH-GBOX,ELL278015,EA,,
000000000010000961,false,ERSA,MECH-PUMP,,EA,,
000000000010000962,false,ERSA,CONV-COMP,ELL536407,EA,,
000000000030000223,false,HIBE,MECH-GBOX,,EA,,
000000000030000224,false,ERSA,MECH-BRG,,EA,,
000000000010000963,false,ERSA,MECH-GBOX,,EA,,
000000000010000964,false,ERSA,CONV-COMP,,EA,,
000000000010000965,false,ERSA,INST-XMTR,,EA,,
000000000010000966,false,ERSA,ELEC-MOTR,,EA,,
000000000030000225,false,ERSA,ELEC-MOTR,ELL936740,EA,,
000000000010000967,false,ERSA,ELEC-CTRL,,EA,,
000000000030000226,false,ERSA,MECH-GBOX,,EA,,
000000000010000968,false,ERSA,CONV-COMP,,EA,,
000000000080000215,false,ERSA,MECH-BRG,,EA,,
000000000030000227,false,ERSA,ELEC-CTRL,,EA,,
000000000010000969,false,HIBE,INST-XMTR,,EA,,
000000000010000970,false,ERSA,MECH-GBOX,ELL361206,EA,,
000000000010000971,false,ERSA,MECH-BRG,,EA,,
000000000010000972,false,ERSA,MECH-BRG,,EA,,
000000000010000973,false,ERSA,ELEC-MOTR,,EA,,
000000000030000228,false,ERSA,ELEC-CTRL,ELL405772,EA,,
000000000010000974,false,ERSA,HYDR-ASSY,ELL140609,EA,,
000000000010000975,false,ERSA,CONV-COMP,,EA,,
000000000030000229,false,ERSA,HYDR-ASSY,,EA,,
000000000010000976,false,ERSA,MECH-BRG,ELL795168,EA,,
000000000010000977,false,ERSA,INST-XMTR,,EA,,
000000000090000060,false,ERSA,CONV-COMP,,EA,01,
000000000080000216,false,ERSA,ELEC-CTRL,,EA,,
000000000030000230,false,ERSA,CONV-COMP,,EA,,
000000000030000231,false,ERSA,INST-XMTR,ELL590680,EA,,
000000000030000232,false,HIBE,MILL-LINR,ELL247112,EA,,
000000000010000978,false,ERSA,CONV-COMP,,EA,,
000000000080000217,false,ERSA,MECH-PUMP,,EA,,
000000000010000979,false,ERSA,CONV-COMP,ELL372743,EA,,
000000000010000980,false,ERSA,MECH-GBOX,ELL313573,EA,,
000000000010000981,false,ERSA,MECH-SEAL,,EA,,
000000000090000061,false,HIBE,INST-XMTR,,EA,01,
000000000030000233,false,ERSA,CONV-COMP,ELL104613,EA,,
000000000090000062,false,ERSA,MECH-BRG,ELL723603,EA,01,
000000000010000982,false,ERSA,ELEC-CTRL,,EA,,
000000000030000234,false,ERSA,INST-XMTR,ELL233390,EA,,
000000000030000235,false,ERSA,INST-XMTR,,EA,,
000000000010000983,false,ERSA,CONV-COMP,ELL836978,EA,,
000000000010000984,false,ERSA,HYDR-ASSY,ELL455699,EA,,
000000000010000985,false,ERSA,ELEC-MOTR,,EA,,
000000000080000218,false,ERSA,MILL-LINR,,EA,,
000000000030000236,false,ERSA,MECH-BRG,ELL179704,EA,,
000000000010000986,false,ERSA,MILL-LINR,,EA,,
000000000010000987,false,ERSA,MECH-SEAL,,EA,,
000000000010000988,false,ERSA,ELEC-MOTR,,EA,,
000000000010000989,false,ERSA,CONV-COMP,ELL884562,EA,,
000000000010000990,false,HIBE,MECH-SEAL,,EA,,
000000000010000991,false,HIBE,MILL-LINR,,EA,,
000000000010000992,false,ERSA,MECH-GBOX,ELL316003,EA,,
000000000030000237,false,ERSA,MECH-GBOX,,EA,,
000000000010000993,false,HIBE,ELEC-CTRL,,EA,,
000000000010000994,false,ERSA,CONV-COMP,ELL667084,EA,,
000000000010000995,false,ERSA,MECH-SEAL,ELL167049,EA,,
000000000010000996,false,ERSA,MILL-LINR,,EA,,
000000000010000997,false,ERSA,MECH-BRG,,EA,,
000000000010000998,false,ERSA,MECH-GBOX,ELL282177,EA,,
000000000010000999,false,ERSA,MECH-SEAL,,EA,,
000000000010001000,false,ERSA,CONV-COMP,ELL340113,EA,,
000000000010001001,false,ERSA,MECH-SEAL,,EA,,
000000000030000238,false,ERSA,MILL-LINR,ELL668527,EA,,
000000000010001002,false,ERSA,MECH-GBOX,,EA,,
000000000030000239,false,ERSA,MECH-PUMP,,EA,,
000000000010001003,false,ERSA,INST-XMTR,ELL921809,EA,,
000000000010001004,false,ERSA,MECH-BRG,ELL610616,EA,,
000000000010001005,false,ERSA,ELEC-CTRL,,EA,,
000000000030000240,false,ERSA,MECH-PUMP,,EA,,
000000000030000241,false,ERSA,CONV-COMP,,EA,,
000000000010001006,false,HIBE,MECH-PUMP,,EA,,
000000000030000242,false,ERSA,HYDR-ASSY,,EA,,
000000000030000243,false,HIBE,CONV-COMP,ELL530577,EA,,
000000000010001007,false,ERSA,MECH-BRG,,EA,,
000000000010001008,false,ERSA,MILL-LINR,,EA,,
000000000010001009,false,ERSA,MILL-LINR,,EA,,
000000000080000219,false,ERSA,ELEC-CTRL,,EA,,
000000000090000063,false,ERSA,MECH-GBOX,,EA,01,
000000000010001010,false,ERSA,INST-XMTR,,EA,,
000000000080000220,false,ERSA,HYDR-ASSY,,EA,,Z00R
000000000010001011,false,ERSA,CONV-COMP,,EA,,
000000000080000221,false,ERSA,INST-XMTR,,EA,,
000000000010001012,false,ERSA,MECH-SEAL,ELL134276,EA,,
000000000010001013,false,ERSA,MECH-SEAL,ELL614121,EA,,
000000000010001014,false,ERSA,MECH-BRG,ELL908656,EA,,
000000000010001015,false,ERSA,MECH-BRG,,EA,,
000000000010001016,false,ERSA,MECH-BRG,,EA,,
000000000010001017,false,ERSA,MILL-LINR,,EA,,
000000000010001018,false,ERSA,CONV-COMP,ELL560035,EA,,
000000000010001019,false,ERSA,MECH-PUMP,,EA,,
000000000010001020,false,ERSA,ELEC-CTRL,ELL353667,EA,,
000000000010001021,false,ERSA,ELEC-MOTR,,EA,,
000000000010001022,false,ERSA,MECH-SEAL,ELL449264,EA,,
000000000010001023,false,ERSA,INST-XMTR,,EA,,
000000000010001024,false,HIBE,MILL-LINR,,EA,,
000000000010001025,false,ERSA,HYDR-ASSY,,EA,,
000000000010001026,false,ERSA,MECH-SEAL,ELL237779,EA,,
000000000010001027,false,ERSA,MECH-BRG,,EA,,
000000000010001028,false,ERSA,MECH-PUMP,,EA,,
000000000080000222,false,ERSA,ELEC-CTRL,,EA,,
000000000010001029,false,ERSA,MECH-SEAL,,EA,,
000000000030000244,false,ERSA,MECH-PUMP,,EA,,
000000000090000064,false,ERSA,INST-XMTR,,EA,01,
000000000010001030,false,HIBE,MECH-GBOX,,EA,,
000000000010001031,false,ERSA,CONV-COMP,,EA,,
000000000030000245,false,ERSA,ELEC-MOTR,,EA,,
000000000010001032,false,ERSA,INST-XMTR,,EA,,
000000000010001033,false,HIBE,CONV-COMP,,EA,,
000000000010001034,false,ERSA,MECH-PUMP,ELL346080,EA,,
000000000010001035,false,ERSA,MECH-SEAL,,EA,,
000000000010001036,false,ERSA,INST-XMTR,,EA,,
000000000080000223,false,ERSA,MECH-BRG,,EA,,
000000000080000224,false,ERSA,MECH-SEAL,,EA,,
000000000010001037,false,ERSA,HYDR-ASSY,,EA,,
000000000010001038,false,ERSA,MECH-BRG,,EA,,
000000000080000225,false,ERSA,MILL-LINR,,EA,,
000000000090000065,false,ERSA,HYDR-ASSY,,EA,01,
000000000030000246,false,ERSA,MECH-BRG,,EA,,
000000000030000247,false,ERSA,CONV-COMP,,EA,,
000000000010001039,false,ERSA,MECH-SEAL,ELL153934,EA,,
000000000010001040,false,ERSA,MILL-LINR,ELL929128,EA,,
000000000030000248,false,ERSA,MECH-SEAL,,EA,,
000000000080000226,false,HIBE,MECH-BRG,,EA,,
000000000030000249,false,ERSA,MECH-BRG,,EA,,
000000000080000227,false,ERSA,MECH-GBOX,ELL879496,EA,,
000000000030000250,false,ERSA,MECH-BRG,,EA,,
000000000010001041,false,ERSA,ELEC-CTRL,,EA,,
000000000080000228,false,ERSA,MECH-GBOX,,EA,,
000000000030000251,false,ERSA,ELEC-CTRL,,EA,,
000000000030000252,false,ERSA,MECH-GBOX,,EA,,
000000000010001042,false,ERSA,MECH-GBOX,,EA,,
000000000010001043,false,ERSA,HYDR-ASSY,ELL431316,EA,,
000000000030000253,false,ERSA,INST-XMTR,ELL160056,EA,,
000000000010001044,false,ERSA,MILL-LINR,ELL728830,EA,,
000000000010001045,false,ERSA,MECH-PUMP,,EA,,
000000000030000254,false,ERSA,INST-XMTR,,EA,,
000000000080000229,false,HIBE,MECH-GBOX,ELL941947,EA,,
000000000080000230,false,ERSA,INST-XMTR,,EA,,
000000000010001046,false,ERSA,MECH-BRG,,EA,,
000000000010001047,false,HIBE,ELEC-MOTR,ELL589186,EA,,
000000000010001048,false,HIBE,ELEC-MOTR,,EA,,
000000000010001049,false,HIBE,ELEC-CTRL,,EA,,
000000000010001050,false,ERSA,MECH-GBOX,,EA,,
000000000010001051,false,ERSA,MECH-GBOX,ELL389712,EA,,
000000000010001052,false,ERSA,INST-XMTR,,EA,,
000000000010001053,false,ERSA,MILL-LINR,,EA,,
000000000010001054,false,ERSA,MECH-SEAL,,EA,,
000000000080000231,false,HIBE,MECH-SEAL,,EA,,
000000000010001055,false,ERSA,MECH-PUMP,ELL834992,EA,,
000000000010001056,false,ERSA,MECH-SEAL,,EA,,
000000000010001057,false,HIBE,ELEC-MOTR,,EA,,
000000000010001058,false,HIBE,MECH-GBOX,,EA,,
000000000030000255,false,ERSA,MECH-BRG,ELL203355,EA,,
000000000010001059,false,ERSA,MECH-BRG,,EA,,
000000000010001060,false,ERSA,MECH-PUMP,,EA,,
000000000010001061,false,ERSA,HYDR-ASSY,,EA,,
000000000010001062,false,ERSA,MECH-BRG,,EA,,
000000000010001063,false,ERSA,ELEC-CTRL,ELL844962,EA,,
000000000010001064,false,ERSA,ELEC-CTRL,,EA,,
000000000010001065,false,HIBE,MECH-PUMP,,EA,,
000000000030000256,false,ERSA,MECH-PUMP,,EA,,
000000000010001066,false,HIBE,MECH-BRG,,EA,,
000000000030000257,false,HIBE,MECH-GBOX,ELL771461,EA,,
000000000010001067,false,ERSA,ELEC-CTRL,,EA,,
000000000010001068,false,ERSA,ELEC-MOTR,,EA,,
000000000010001069,false,ERSA,INST-XMTR,ELL245483,EA,,
000000000010001070,false,ERSA,HYDR-ASSY,ELL940598,EA,,
000000000010001071,false,ERSA,MECH-SEAL,,EA,,
000000000080000232,false,HIBE,HYDR-ASSY,,EA,,
000000000080000233,false,ERSA,ELEC-MOTR,,EA,,
000000000030000258,false,HIBE,MILL-LINR,,EA,,
000000000010001072,false,ERSA,MILL-LINR,ELL505162,EA,,
000000000010001073,false,ERSA,MECH-BRG,,EA,,
000000000010001074,false,ERSA,INST-XMTR,,EA,,
000000000010001075,false,ERSA,ELEC-CTRL,,EA,,
000000000030000259,false,ERSA,INST-XMTR,,EA,,
000000000080000234,false,ERSA,INST-XMTR,ELL277962,EA,,0001
000000000030000260,false,HIBE,CONV-COMP,,EA,,
000000000080000235,false,ERSA,MECH-GBOX,,EA,,
000000000010001076,false,ERSA,MECH-SEAL,,EA,,
000000000010001077,false,ERSA,MECH-GBOX,,EA,,
000000000010001078,false,ERSA,MECH-BRG,,EA,,
000000000010001079,false,ERSA,ELEC-CTRL,ELL482125,EA,,
000000000010001080,false,ERSA,MECH-BRG,,EA,,
000000000010001081,false,ERSA,ELEC-CTRL,,EA,,
000000000010001082,false,ERSA,ELEC-MOTR,ELL528596,EA,,
000000000010001083,false,ERSA,CONV-COMP,,EA,,
000000000010001084,false,ERSA,MECH-BRG,ELL255638,EA,,
000000000010001085,false,ERSA,MECH-GBOX,,EA,,
000000000030000261,false,ERSA,CONV-COMP,,EA,,
000000000010001086,false,ERSA,INST-XMTR,,EA,,
000000000010001087,false,ERSA,MILL-LINR,,EA,,
000000000010001088,false,ERSA,MECH-GBOX,,EA,,
000000000010001089,false,ERSA,MECH-GBOX,,EA,,
000000000010001090,false,ERSA,MECH-PUMP,,EA,,
000000000010001091,false,ERSA,MECH-GBOX,,EA,,
000000000010001092,false,ERSA,HYDR-ASSY,,EA,,
000000000080000236,false,HIBE,CONV-COMP,,EA,,0001
000000000010001093,false,ERSA,MILL-LINR,,EA,,
000000000010001094,false,ERSA,MECH-BRG,,EA,,
000000000010001095,false,ERSA,MECH-SEAL,,EA,,
000000000080000237,false,ERSA,MECH-GBOX,ELL714763,EA,,
000000000010001096,false,ERSA,INST-XMTR,ELL792399,EA,,
000000000010001097,false,ERSA,MECH-GBOX,,EA,,
000000000080000238,false,ERSA,ELEC-CTRL,,EA,,
000000000030000262,false,ERSA,HYDR-ASSY,ELL453574,EA,,
000000000010001098,false,ERSA,CONV-COMP,,EA,,
000000000080000239,false,ERSA,MECH-GBOX,,EA,,
000000000010001099,false,HIBE,MECH-GBOX,ELL691900,EA,,
000000000080000240,false,ERSA,MILL-LINR,ELL144139,EA,,0001
000000000080000241,false,ERSA,INST-XMTR,,EA,,
000000000010001100,false,ERSA,MECH-BRG,ELL372932,EA,,
000000000010001101,false,ERSA,ELEC-MOTR,,EA,,
000000000030000263,false,ERSA,CONV-COMP,,EA,,
000000000030000264,false,ERSA,MECH-GBOX,,EA,,
000000000010001102,false,HIBE,MECH-BRG,,EA,,
000000000010001103,false,ERSA,CONV-COMP,,EA,,
000000000010001104,false,ERSA,ELEC-MOTR,,EA,,
000000000030000265,false,ERSA,MECH-SEAL,ELL461395,EA,,
000000000010001105,false,ERSA,MILL-LINR,,EA,,
000000000010001106,false,ERSA,MILL-LINR,,EA,,
000000000010001107,false,ERSA,MECH-PUMP,,EA,,
000000000010001108,false,ERSA,MILL-LINR,,EA,,
000000000010001109,false,ERSA,CONV-COMP,,EA,,
000000000010001110,false,ERSA,MECH-GBOX,ELL374554,EA,,
000000000010001111,false,ERSA,MECH-SEAL,ELL207925,EA,,
000000000090000066,false,ERSA,MILL-LINR,,EA,01,
000000000010001112,false,HIBE,MECH-GBOX,ELL946632,EA,,
000000000030000266,false,ERSA,MILL-LINR,,EA,,
000000000010001113,false,HIBE,MILL-LINR,ELL668948,EA,,
000000000030000267,false,ERSA,MECH-PUMP,,EA,,
000000000030000268,false,ERSA,MECH-PUMP,,EA,,
000000000010001114,false,ERSA,INST-XMTR,ELL938569,EA,,
000000000010001115,false,ERSA,MILL-LINR,,EA,,
000000000010001116,false,ERSA,INST-XMTR,,EA,,
000000000010001117,false,ERSA,ELEC-CTRL,ELL774958,EA,,
000000000010001118,false,ERSA,MILL-LINR,,EA,,
000000000010001119,false,HIBE,ELEC-CTRL,ELL903843,EA,,
000000000090000067,false,ERSA,INST-XMTR,,EA,01,
000000000010001120,false,ERSA,ELEC-CTRL,,EA,,
000000000010001121,false,ERSA,MECH-GBOX,,EA,,
000000000010001122,false,ERSA,MECH-BRG,ELL198216,EA,,
000000000010001123,false,ERSA,MECH-PUMP,ELL497768,EA,,
000000000010001124,false,ERSA,MECH-BRG,,EA,,
000000000010001125,false,ERSA,MECH-PUMP,ELL755361,EA,,
000000000030000269,false,ERSA,MECH-BRG,,EA,,
000000000010001126,false,ERSA,CONV-COMP,ELL507811,EA,,
000000000010001127,false,ERSA,CONV-COMP,,EA,,
000000000010001128,false,ERSA,MILL-LINR,ELL684147,EA,,
000000000010001129,false,ERSA,MECH-PUMP,,EA,,
000000000010001130,false,ERSA,HYDR-ASSY,,EA,,
000000000010001131,false,ERSA,MECH-GBOX,,EA,,
000000000010001132,false,ERSA,MECH-PUMP,ELL105790,EA,,
000000000010001133,false,ERSA,MECH-GBOX,,EA,,
000000000010001134,false,ERSA,ELEC-CTRL,,EA,,
000000000090000068,false,ERSA,CONV-COMP,,EA,01,
000000000010001135,false,ERSA,MECH-BRG,,EA,,
000000000010001136,false,ERSA,MILL-LINR,,EA,,
000000000090000069,false,ERSA,CONV-COMP,ELL781509,EA,01,
000000000010001137,false,ERSA,ELEC-CTRL,ELL521225,EA,,
000000000010001138,false,ERSA,ELEC-CTRL,ELL348594,EA,,
000000000010001139,false,HIBE,MECH-PUMP,ELL108141,EA,,
000000000010001140,false,ERSA,INST-XMTR,,EA,,
000000000030000270,false,ERSA,MECH-SEAL,ELL749427,EA,,
000000000010001141,false,ERSA,MECH-SEAL,,EA,,
000000000010001142,false,ERSA,MECH-GBOX,,EA,,
000000000010001143,false,ERSA,HYDR-ASSY,ELL811967,EA,,
000000000010001144,false,HIBE,INST-XMTR,ELL897038,EA,,
000000000090000070,false,ERSA,MECH-BRG,ELL811328,EA,01,
000000000030000271,false,ERSA,MILL-LINR,ELL318452,EA,,
000000000010001145,false,ERSA,ELEC-MOTR,,EA,,
000000000010001146,false,ERSA,ELEC-MOTR,ELL677400,EA,,
000000000010001147,false,ERSA,CONV-COMP,,EA,,
000000000010001148,false,ERSA,MECH-PUMP,ELL195627,EA,,
000000000010001149,false,ERSA,INST-XMTR,ELL151110,EA,,
000000000030000272,false,HIBE,CONV-COMP,ELL259459,EA,,
000000000010001150,false,ERSA,HYDR-ASSY,ELL488573,EA,,
000000000010001151,false,ERSA,MECH-PUMP,,EA,,
000000000030000273,false,HIBE,INST-XMTR,,EA,,
000000000010001152,false,ERSA,INST-XMTR,ELL694647,EA,,
000000000010001153,false,ERSA,MECH-PUMP,,EA,,
000000000080000242,false,ERSA,INST-XMTR,ELL685453,EA,,Z00R
000000000030000274,false,ERSA,MILL-LINR,,EA,,
000000000030000275,false,ERSA,CONV-COMP,,EA,,
000000000010001154,false,ERSA,MECH-SEAL,,EA,,
000000000030000276,false,HIBE,MILL-LINR,,EA,,
000000000010001155,false,ERSA,HYDR-ASSY,,EA,,
000000000010001156,false,ERSA,ELEC-CTRL,ELL578361,EA,,
000000000080000243,false,HIBE,MECH-GBOX,,EA,,
000000000090000071,false,ERSA,MECH-SEAL,,EA,01,
000000000090000072,false,ERSA,MILL-LINR,ELL580333,EA,01,
000000000010001157,false,ERSA,CONV-COMP,,EA,,
000000000010001158,false,ERSA,MECH-SEAL,ELL527478,EA,,
000000000090000073,false,ERSA,INST-XMTR,,EA,01,
000000000030000277,false,ERSA,CONV-COMP,,EA,,
000000000010001159,false,ERSA,ELEC-CTRL,,EA,,
000000000080000244,false,HIBE,ELEC-MOTR,,EA,,
000000000080000245,false,ERSA,MILL-LINR,,EA,,
000000000010001160,false,ERSA,MECH-PUMP,,EA,,
000000000030000278,false,HIBE,HYDR-ASSY,,EA,,
000000000030000279,false,ERSA,MECH-PUMP,,EA,,
000000000030000280,false,HIBE,ELEC-MOTR,,EA,,
000000000010001161,false,HIBE,MECH-GBOX,,EA,,
000000000010001162,false,ERSA,MILL-LINR,,EA,,
000000000090000074,false,ERSA,MILL-LINR,ELL251979,EA,01,
000000000010001163,false,ERSA,ELEC-MOTR,ELL121840,EA,,
000000000010001164,false,ERSA,CONV-COMP,,EA,,
000000000080000246,false,ERSA,MECH-PUMP,,EA,,0001
000000000010001165,false,ERSA,ELEC-CTRL,,EA,,
000000000010001166,false,ERSA,MECH-PUMP,ELL881421,EA,,
000000000010001167,false,ERSA,MECH-PUMP,ELL999224,EA,,
000000000010001168,false,ERSA,MILL-LINR,,EA,,
000000000010001169,false,ERSA,ELEC-MOTR,,EA,,
000000000010001170,false,ERSA,INST-XMTR,,EA,,
000000000010001171,false,ERSA,MECH-PUMP,,EA,,
000000000010001172,false,ERSA,ELEC-MOTR,,EA,,
000000000010001173,false,HIBE,CONV-COMP,ELL829222,EA,,
000000000030000281,false,ERSA,CONV-COMP,ELL310695,EA,,
000000000010001174,false,ERSA,MECH-SEAL,ELL613368,EA,,
000000000010001175,false,ERSA,MECH-BRG,ELL737200,EA,,
000000000030000282,false,ERSA,INST-XMTR,ELL341659,EA,,
000000000010001176,false,ERSA,ELEC-CTRL,,EA,,
000000000030000283,false,ERSA,MECH-GBOX,,EA,,
000000000010001177,false,ERSA,MECH-PUMP,ELL267435,EA,,
000000000080000247,false,ERSA,MECH-SEAL,,EA,,
000000000010001178,false,HIBE,ELEC-CTRL,,EA,,
000000000010001179,false,ERSA,ELEC-CTRL,ELL748626,EA,,
000000000030000284,false,ERSA,ELEC-CTRL,,EA,,
000000000010001180,false,ERSA,ELEC-CTRL,,EA,,
000000000010001181,false,ERSA,MECH-SEAL,,EA,,
000000000010001182,false,ERSA,MECH-GBOX,ELL973764,EA,,
000000000010001183,false,ERSA,MECH-PUMP,,EA,,
000000000010001184,false,ERSA,MECH-SEAL,,EA,,
000000000030000285,false,ERSA,MILL-LINR,,EA,,
000000000010001185,false,ERSA,INST-XMTR,,EA,,
000000000030000286,false,ERSA,MECH-PUMP,,EA,,
000000000010001186,false,ERSA,ELEC-CTRL,ELL545917,EA,,
000000000010001187,false,HIBE,MILL-LINR,ELL576560,EA,,
000000000030000287,false,ERSA,ELEC-MOTR,ELL684110,EA,,
000000000010001188,false,ERSA,HYDR-ASSY,,EA,,
000000000010001189,false,ERSA,HYDR-ASSY,,EA,,
000000000010001190,false,ERSA,MECH-BRG,,EA,,
000000000080000248,false,ERSA,ELEC-CTRL,,EA,,
000000000010001191,false,HIBE,ELEC-MOTR,ELL325184,EA,,
000000000030000288,false,ERSA,MECH-SEAL,,EA,,
000000000010001192,false,ERSA,MECH-SEAL,,EA,,
000000000010001193,false,ERSA,ELEC-MOTR,,EA,,
000000000010001194,false,ERSA,MECH-GBOX,,EA,,
000000000010001195,false,ERSA,ELEC-CTRL,ELL171778,EA,,
000000000010001196,false,ERSA,MECH-GBOX,,EA,,
000000000010001197,false,ERSA,ELEC-CTRL,ELL984781,EA,,
000000000010001198,false,ERSA,CONV-COMP,,EA,,
000000000010001199,false,HIBE,INST-XMTR,,EA,,
000000000080000249,false,HIBE,HYDR-ASSY,,EA,,
000000000080000250,false,ERSA,HYDR-ASSY,,EA,,
000000000010001200,false,ERSA,MILL-LINR,ELL653873,EA,,
000000000010001201,false,ERSA,MECH-BRG,ELL795459,EA,,
000000000010001202,false,HIBE,ELEC-MOTR,ELL130078,EA,,
000000000010001203,false,ERSA,HYDR-ASSY,,EA,,
000000000010001204,false,ERSA,MILL-LINR,ELL993782,EA,,
000000000010001205,false,ERSA,MECH-SEAL,ELL239924,EA,,
000000000010001206,false,ERSA,MECH-SEAL,,EA,,
000000000010001207,false,ERSA,ELEC-CTRL,ELL395512,EA,,
000000000010001208,false,ERSA,MILL-LINR,ELL907147,EA,,
000000000010001209,false,ERSA,INST-XMTR,ELL141006,EA,,
000000000010001210,false,HIBE,ELEC-MOTR,,EA,,
000000000030000289,false,ERSA,MECH-PUMP,,EA,,
000000000090000075,false,ERSA,MECH-SEAL,,EA,01,
000000000010001211,false,ERSA,MILL-LINR,,EA,,
000000000030000290,false,ERSA,ELEC-MOTR,,EA,,
