Banfn,Bnfpo,Bsart,Loekz,Statu,Frgkz,Frgzu,Ekgrp,Ernam,Afnam,Txz01,Matnr,Werks,Lgort,Bednr,Matkl,Reswk,Menge,Meins,Badat,Lfdat,Preis,Peinh,Flief,Ebeln,Ebelp,Bsmng,Ebakz,Rsnum
2000007781,00010,NB,,B,2,X,Z01,VZIREQ03,VZIREQ04,OAR SPARE FOR PU-610,000000000030000007,1000,SP01,,MECH-SEAL,,3.000,EA,2026-03-02T00:00:00,2026-05-22T00:00:00,78081.04,1.000,,4500007778,00010,3.000,true,1000000019
2000007782,00010,NB,,B,2,X,Z02,VZIREQ03,VZIREQ03,OAR SPARE FOR ML-202,000000000030000007,1000,SP01,,MECH-SEAL,,2.000,EA,2026-02-05T00:00:00,2026-04-27T00:00:00,78081.04,1.000,,4500007779,00010,2.000,true,1000000020
2000007783,00010,NB,,B,2,X,Z01,VZIREQ02,VZIREQ04,OAR SPARE FOR ML-202,000000000030000007,1000,SP01,,MECH-SEAL,,1.000,EA,2025-08-03T00:00:00,2025-10-23T00:00:00,78081.04,1.000,,4500007780,00010,1.000,true,1000000021
2000007784,00010,NB,,B,2,X,Z02,VZIREQ02,VZIREQ05,OAR SPARE FOR CR-101,000000000030000008,3000,SP03,,INST-XMTR,,1.000,EA,2025-10-21T00:00:00,2025-12-08T00:00:00,150747.42,1.000,,,,0.000,false,1000000022
2000007785,00010,NB,,B,2,X,Z03,VZIREQ01,VZIREQ03,OAR SPARE FOR PU-610,000000000030000008,3000,SP03,,INST-XMTR,,4.000,EA,2026-03-13T00:00:00,2026-04-30T00:00:00,150747.42,1.000,,4500007781,00010,4.000,true,1000000023
2000007786,00010,NB,,B,2,X,Z02,VZIREQ01,VZIREQ03,OAR SPARE FOR SC-701,000000000030000009,3000,SP03,,MILL-LINR,,2.000,EA,2025-11-28T00:00:00,2026-02-21T00:00:00,346064.06,1.000,,4500007782,00010,2.000,true,1000000024
2000007787,00010,NB,,B,2,X,Z01,VZIREQ02,VZIREQ02,OAR SPARE FOR PU-611,000000000030000009,3000,SP03,,MILL-LINR,,2.000,EA,2025-08-10T00:00:00,2025-11-03T00:00:00,346064.06,1.000,,4500007783,00010,2.000,true,1000000025
2000007788,00010,NB,,B,2,X,Z02,VZIREQ04,VZIREQ01,OAR SPARE FOR CV-501,000000000030000009,3000,SP03,,MILL-LINR,,3.000,EA,2026-05-14T00:00:00,2026-08-07T00:00:00,346064.06,1.000,,4500007784,00010,3.000,true,1000000026
2000007789,00010,NB,,B,2,X,Z02,VZIREQ01,VZIREQ04,OAR SPARE FOR FA-810,000000000030000010,4000,SP04,,HYDR-ASSY,,2.000,EA,2025-09-26T00:00:00,2026-01-03T00:00:00,210446.10,1.000,,4500007785,00010,2.000,true,1000000027
2000007790,00010,NB,,B,2,X,Z01,VZIREQ01,VZIREQ05,OAR SPARE FOR SC-701,000000000030000010,4000,SP04,,HYDR-ASSY,,4.000,EA,2025-07-25T00:00:00,2025-11-01T00:00:00,210446.10,1.000,,4500007786,00010,4.000,true,1000000028
2000007791,00010,NB,,B,2,X,Z02,VZIREQ04,VZIREQ03,OAR SPARE FOR SC-701,000000000030000011,1000,SP01,,INST-XMTR,,1.000,EA,2026-04-01T00:00:00,2026-04-30T00:00:00,158542.96,1.000,,4500007787,00010,1.000,true,1000000029
2000007792,00010,NB,,B,2,X,Z03,VZIREQ05,VZIREQ02,OAR SPARE FOR TH-401,000000000030000011,1000,SP01,,INST-XMTR,,2.000,EA,2026-01-20T00:00:00,2026-02-18T00:00:00,158542.96,1.000,,4500007788,00010,2.000,true,1000000030
2000007793,00010,NB,,B,2,X,Z02,VZIREQ04,VZIREQ02,OAR SPARE FOR FL-310,000000000030000011,1000,SP01,,INST-XMTR,,4.000,EA,2026-06-12T00:00:00,2026-07-11T00:00:00,158542.96,1.000,,4500007789,00010,4.000,true,1000000031
2000007794,00010,NB,,B,2,X,Z03,VZIREQ04,VZIREQ02,OAR SPARE FOR TH-401,000000000030000011,3000,SP03,,INST-XMTR,,3.000,EA,2026-01-15T00:00:00,2026-02-13T00:00:00,158542.96,1.000,,4500007790,00010,3.000,true,1000000032
2000007795,00010,NB,,B,2,X,Z02,VZIREQ04,VZIREQ04,OAR SPARE FOR CV-502,000000000030000011,3000,SP03,,INST-XMTR,,4.000,EA,2025-11-17T00:00:00,2025-12-16T00:00:00,158542.96,1.000,,4500007791,00010,4.000,true,1000000033
2000007796,00010,NB,,B,2,X,Z02,VZIREQ03,VZIREQ02,OAR SPARE FOR PU-610,000000000030000011,3000,SP03,,INST-XMTR,,2.000,EA,2026-05-03T00:00:00,2026-06-01T00:00:00,158542.96,1.000,,4500007792,00010,2.000,true,1000000034
2000007797,00010,NB,,B,2,X,Z02,VZIREQ03,VZIREQ02,OAR SPARE FOR ML-201,000000000030000012,3000,SP03,,INST-XMTR,,1.000,EA,2026-05-04T00:00:00,2026-06-11T00:00:00,15908.99,1.000,,4500007793,00010,1.000,true,1000000035
2000007798,00010,NB,,B,2,X,Z02,VZIREQ04,VZIREQ02,OAR SPARE FOR PU-610,000000000030000012,3000,SP03,,INST-XMTR,,4.000,EA,2025-12-09T00:00:00,2026-01-16T00:00:00,15908.99,1.000,,4500007794,00010,4.000,true,1000000036
2000007799,00010,NB,,B,2,X,Z02,VZIREQ05,VZIREQ01,OAR SPARE FOR ML-202,000000000030000013,2000,SP02,,MILL-LINR,,2.000,EA,2026-02-10T00:00:00,2026-02-19T00:00:00,13325.15,1.000,,4500007795,00010,2.000,true,1000000037
2000007800,00010,NB,,B,2,X,Z01,VZIREQ05,VZIREQ01,OAR SPARE FOR CV-502,000000000030000014,1000,SP01,,ELEC-MOTR,,1.000,EA,2025-09-27T00:00:00,2025-11-03T00:00:00,120501.85,1.000,,4500007796,00010,1.000,true,1000000038
2000007801,00010,NB,,B,2,X,Z01,VZIREQ03,VZIREQ04,OAR SPARE FOR FA-810,000000000030000014,1000,SP01,,ELEC-MOTR,,1.000,EA,2026-04-09T00:00:00,2026-05-16T00:00:00,120501.85,1.000,,4500007797,00010,1.000,true,1000000039
2000007802,00010,NB,,B,2,X,Z03,VZIREQ04,VZIREQ01,OAR SPARE FOR CV-501,000000000030000014,1000,SP01,,ELEC-MOTR,,4.000,EA,2026-01-20T00:00:00,2026-02-26T00:00:00,120501.85,1.000,,4500007798,00010,4.000,true,1000000040
2000007803,00010,NB,,B,2,X,Z01,VZIREQ02,VZIREQ04,OAR SPARE FOR FL-310,000000000030000015,3000,SP03,,MECH-BRG,,1.000,EA,2026-01-22T00:00:00,2026-03-20T00:00:00,34024.15,1.000,,4500007799,00010,1.000,true,1000000041
2000007804,00010,NB,,B,2,X,Z02,VZIREQ05,VZIREQ02,OAR SPARE FOR FL-310,000000000030000015,3000,SP03,,MECH-BRG,,3.000,EA,2025-12-05T00:00:00,2026-01-31T00:00:00,34024.15,1.000,,4500007800,00010,3.000,true,1000000042
2000007805,00010,NB,,B,2,X,Z02,VZIREQ03,VZIREQ02,OAR SPARE FOR CV-502,000000000030000016,3000,SP03,,ELEC-CTRL,,3.000,EA,2026-04-26T00:00:00,2026-05-27T00:00:00,33127.81,1.000,,4500007801,00010,3.000,true,1000000043
2000007806,00010,NB,,B,2,X,Z01,VZIREQ05,VZIREQ05,OAR SPARE FOR ML-202,000000000030000016,1000,SP01,,ELEC-CTRL,,3.000,EA,2025-11-22T00:00:00,2025-12-23T00:00:00,33127.81,1.000,,4500007802,00010,3.000,true,1000000044
2000007807,00010,NB,,B,2,X,Z03,VZIREQ04,VZIREQ01,OAR SPARE FOR CR-101,000000000030000016,1000,SP01,,ELEC-CTRL,,2.000,EA,2026-03-03T00:00:00,2026-04-03T00:00:00,33127.81,1.000,,4500007803,00010,2.000,true,1000000045
2000007808,00010,NB,,B,2,X,Z02,VZIREQ03,VZIREQ03,OAR SPARE FOR TH-401,000000000030000016,1000,SP01,,ELEC-CTRL,,3.000,EA,2026-04-02T00:00:00,2026-05-03T00:00:00,33127.81,1.000,,4500007804,00010,3.000,true,1000000046
2000007809,00010,NB,,B,2,X,Z02,VZIREQ02,VZIREQ04,OAR SPARE FOR FL-310,000000000030000017,3000,SP03,,MECH-PUMP,,2.000,EA,2026-06-24T00:00:00,2026-07-10T00:00:00,159066.08,1.000,,4500007805,00010,2.000,true,1000000047
2000007810,00010,NB,,B,2,X,Z02,VZIREQ01,VZIREQ01,OAR SPARE FOR ML-202,000000000030000018,4000,SP04,,MECH-PUMP,,3.000,EA,2026-02-20T00:00:00,2026-04-04T00:00:00,661718.25,1.000,,4500007806,00010,3.000,true,1000000048
2000007811,00010,NB,,B,2,X,Z01,VZIREQ02,VZIREQ04,OAR SPARE FOR PU-610,000000000030000019,1000,SP01,,MECH-PUMP,,1.000,EA,2026-01-20T00:00:00,2026-02-12T00:00:00,45663.54,1.000,,4500007807,00010,1.000,true,1000000049
2000007812,00010,NB,,B,2,X,Z01,VZIREQ02,VZIREQ03,OAR SPARE FOR ML-201,000000000030000019,3000,SP03,,MECH-PUMP,,2.000,EA,2026-03-01T00:00:00,2026-03-24T00:00:00,45663.54,1.000,,4500007808,00010,2.000,true,1000000050
2000007813,00010,NB,,B,2,X,Z03,VZIREQ01,VZIREQ05,OAR SPARE FOR CR-102,000000000030000020,2000,SP02,,MILL-LINR,,1.000,EA,2026-04-28T00:00:00,2026-06-02T00:00:00,505530.16,1.000,,4500007809,00010,1.000,true,1000000051
2000007814,00010,NB,,B,2,X,Z01,VZIREQ04,VZIREQ02,OAR SPARE FOR CR-101,000000000030000021,1000,SP01,,CONV-COMP,,4.000,EA,2026-04-12T00:00:00,2026-05-31T00:00:00,45019.88,1.000,,4500007810,00010,4.000,true,1000000052
2000007815,00010,NB,,B,2,X,Z02,VZIREQ01,VZIREQ03,OAR SPARE FOR ML-202,000000000030000021,1000,SP01,,CONV-COMP,,2.000,EA,2026-06-16T00:00:00,2026-08-04T00:00:00,45019.88,1.000,,4500007811,00010,2.000,true,1000000053
2000007816,00010,NB,,B,2,X,Z01,VZIREQ04,VZIREQ05,OAR SPARE FOR PU-611,000000000030000021,1000,SP01,,CONV-COMP,,2.000,EA,2026-01-21T00:00:00,2026-03-11T00:00:00,45019.88,1.000,,4500007812,00010,2.000,true,1000000054
2000007817,00010,NB,,B,2,X,Z03,VZIREQ04,VZIREQ01,OAR SPARE FOR FL-310,000000000030000021,4000,SP04,,CONV-COMP,,1.000,EA,2025-12-13T00:00:00,2026-01-31T00:00:00,45019.88,1.000,,4500007813,00010,1.000,true,1000000055
2000007818,00010,NB,,B,2,X,Z03,VZIREQ02,VZIREQ01,OAR SPARE FOR ML-201,000000000030000021,4000,SP04,,CONV-COMP,,4.000,EA,2026-05-05T00:00:00,2026-06-23T00:00:00,45019.88,1.000,,4500007814,00010,4.000,true,1000000056
2000007819,00010,NB,,B,2,X,Z03,VZIREQ02,VZIREQ02,OAR SPARE FOR ML-201,000000000030000022,4000,SP04,,MECH-GBOX,,1.000,EA,2026-03-05T00:00:00,2026-04-02T00:00:00,179364.22,1.000,,4500007815,00010,1.000,true,1000000057
2000007820,00010,NB,,B,2,X,Z03,VZIREQ05,VZIREQ02,OAR SPARE FOR PU-611,000000000030000022,1000,SP01,,MECH-GBOX,,4.000,EA,2026-02-28T00:00:00,2026-03-28T00:00:00,179364.22,1.000,,4500007816,00010,4.000,true,1000000058
2000007821,00010,NB,,B,2,X,Z02,VZIREQ03,VZIREQ03,OAR SPARE FOR CR-102,000000000030000022,1000,SP01,,MECH-GBOX,,3.000,EA,2026-05-23T00:00:00,2026-06-20T00:00:00,179364.22,1.000,,4500007817,00010,3.000,true,1000000059
2000007822,00010,NB,,B,2,X,Z03,VZIREQ01,VZIREQ03,OAR SPARE FOR PU-611,000000000030000022,1000,SP01,,MECH-GBOX,,4.000,EA,2025-11-14T00:00:00,2025-12-12T00:00:00,179364.22,1.000,,4500007818,00010,4.000,true,1000000060
2000007823,00010,NB,,B,2,X,Z01,VZIREQ05,VZIREQ03,OAR SPARE FOR FL-310,000000000030000023,1000,SP01,,MECH-BRG,,2.000,EA,2026-03-13T00:00:00,2026-04-18T00:00:00,72184.91,1.000,,4500007819,00010,2.000,true,1000000061
2000007824,00010,NB,,B,2,X,Z03,VZIREQ05,VZIREQ02,OAR SPARE FOR PU-610,000000000030000023,1000,SP01,,MECH-BRG,,1.000,EA,2025-09-28T00:00:00,2025-11-03T00:00:00,72184.91,1.000,,4500007820,00010,1.000,true,1000000062
2000007825,00010,NB,,B,2,X,Z03,VZIREQ03,VZIREQ01,OAR SPARE FOR FA-810,000000000030000024,1000,SP01,,HYDR-ASSY,,4.000,EA,2025-10-31T00:00:00,2025-12-30T00:00:00,13157.05,1.000,,4500007821,00010,4.000,true,1000000063
2000007826,00010,NB,,B,2,X,Z03,VZIREQ05,VZIREQ01,OAR SPARE FOR FL-310,000000000030000025,3000,SP03,,HYDR-ASSY,,3.000,EA,2025-12-18T00:00:00,2026-01-15T00:00:00,114036.94,1.000,,,,0.000,false,1000000064
2000007827,00010,NB,,B,2,X,Z02,VZIREQ03,VZIREQ03,OAR SPARE FOR FL-310,000000000030000025,3000,SP03,,HYDR-ASSY,,2.000,EA,2026-05-28T00:00:00,2026-06-25T00:00:00,114036.94,1.000,,,,0.000,false,1000000065
2000007828,00010,NB,,B,2,X,Z03,VZIREQ05,VZIREQ04,OAR SPARE FOR ML-202,000000000030000025,3000,SP03,,HYDR-ASSY,,2.000,EA,2026-02-25T00:00:00,2026-03-25T00:00:00,114036.94,1.000,,4500007822,00010,2.000,true,1000000066
2000007829,00010,NB,,B,2,X,Z03,VZIREQ05,VZIREQ01,OAR SPARE FOR SC-701,000000000030000026,3000,SP03,,INST-XMTR,,1.000,EA,2026-01-24T00:00:00,2026-05-11T00:00:00,162226.85,1.000,,4500007823,00010,1.000,true,1000000067
2000007830,00010,NB,,B,2,X,Z02,VZIREQ05,VZIREQ03,OAR SPARE FOR PU-611,000000000030000027,2000,SP02,,CONV-COMP,,3.000,EA,2025-09-23T00:00:00,2025-12-15T00:00:00,531364.03,1.000,,4500007824,00010,3.000,true,1000000068
2000007831,00010,NB,,B,2,X,Z01,VZIREQ02,VZIREQ04,OAR SPARE FOR FA-810,000000000030000027,4000,SP04,,CONV-COMP,,1.000,EA,2026-03-13T00:00:00,2026-06-04T00:00:00,531364.03,1.000,,4500007825,00010,1.000,true,1000000069
2000007832,00010,NB,,B,2,X,Z01,VZIREQ02,VZIREQ02,OAR SPARE FOR SC-701,000000000030000027,4000,SP04,,CONV-COMP,,1.000,EA,2026-04-12T00:00:00,2026-07-04T00:00:00,531364.03,1.000,,4500007826,00010,1.000,true,1000000070
2000007833,00010,NB,,B,2,X,Z03,VZIREQ05,VZIREQ05,OAR SPARE FOR CV-501,000000000030000028,1000,SP01,,CONV-COMP,,4.000,EA,2025-10-29T00:00:00,2026-01-28T00:00:00,101608.13,1.000,,4500007827,00010,4.000,true,1000000071
2000007834,00010,NB,,B,2,X,Z01,VZIREQ05,VZIREQ01,OAR SPARE FOR ML-201,000000000030000028,4000,SP04,,CONV-COMP,,1.000,EA,2025-08-29T00:00:00,2025-11-28T00:00:00,101608.13,1.000,,4500007828,00010,1.000,true,1000000072
2000007835,00010,NB,,B,2,X,Z01,VZIREQ03,VZIREQ04,OAR SPARE FOR PU-611,000000000030000028,4000,SP04,,CONV-COMP,,2.000,EA,2025-12-28T00:00:00,2026-03-29T00:00:00,101608.13,1.000,,4500007829,00010,2.000,true,1000000073
2000007836,00010,NB,,B,2,X,Z02,VZIREQ01,VZIREQ02,OAR SPARE FOR FA-810,000000000030000028,4000,SP04,,CONV-COMP,,4.000,EA,2026-02-27T00:00:00,2026-05-29T00:00:00,101608.13,1.000,,4500007830,00010,4.000,true,1000000074
2000007837,00010,NB,,B,2,X,Z02,VZIREQ05,VZIREQ04,OAR SPARE FOR PU-611,000000000030000029,1000,SP01,,INST-XMTR,,1.000,EA,2025-10-29T00:00:00,2025-11-29T00:00:00,8402.88,1.000,,4500007831,00010,1.000,true,1000000075
2000007838,00010,NB,,B,2,X,Z02,VZIREQ01,VZIREQ03,OAR SPARE FOR FA-810,000000000030000029,1000,SP01,,INST-XMTR,,2.000,EA,2025-10-31T00:00:00,2025-12-01T00:00:00,8402.88,1.000,,4500007832,00010,2.000,true,1000000076
2000007839,00010,NB,,B,2,X,Z02,VZIREQ04,VZIREQ02,OAR SPARE FOR FL-310,000000000030000030,3000,SP03,,HYDR-ASSY,,1.000,EA,2025-11-17T00:00:00,2025-11-24T00:00:00,21390.62,1.000,,4500007833,00010,1.000,true,1000000077
2000007840,00010,NB,,B,2,X,Z02,VZIREQ04,VZIREQ01,OAR SPARE FOR ML-202,000000000030000030,3000,SP03,,HYDR-ASSY,,2.000,EA,2026-07-26T00:00:00,2026-08-02T00:00:00,21390.62,1.000,,4500007834,00010,2.000,true,1000000078
2000007841,00010,NB,,B,2,X,Z01,VZIREQ03,VZIREQ05,OAR SPARE FOR CR-101,000000000030000030,3000,SP03,,HYDR-ASSY,,4.000,EA,2025-12-03T00:00:00,2025-12-10T00:00:00,21390.62,1.000,,4500007835,00010,4.000,true,1000000079
2000007842,00010,NB,,B,2,X,Z01,VZIREQ01,VZIREQ02,OAR SPARE FOR ML-202,000000000030000030,4000,SP04,,HYDR-ASSY,,1.000,EA,2026-04-12T00:00:00,2026-04-19T00:00:00,21390.62,1.000,,,,0.000,false,1000000080
2000007843,00010,NB,,B,2,X,Z01,VZIREQ03,VZIREQ02,OAR SPARE FOR PU-610,000000000030000031,3000,SP03,,ELEC-CTRL,,1.000,EA,2025-10-13T00:00:00,2025-11-04T00:00:00,38028.22,1.000,,4500007836,00010,1.000,true,1000000081
2000007844,00010,NB,,B,2,X,Z03,VZIREQ05,VZIREQ01,OAR SPARE FOR CR-101,000000000030000031,3000,SP03,,ELEC-CTRL,,3.000,EA,2025-12-27T00:00:00,2026-01-18T00:00:00,38028.22,1.000,,4500007837,00010,3.000,true,1000000082
2000007845,00010,NB,,B,2,X,Z02,VZIREQ05,VZIREQ01,OAR SPARE FOR CV-502,000000000030000032,2000,SP02,,ELEC-MOTR,,3.000,EA,2025-10-25T00:00:00,2025-12-27T00:00:00,100368.57,1.000,,4500007838,00010,3.000,true,1000000083
2000007846,00010,NB,,B,2,X,Z02,VZIREQ02,VZIREQ04,OAR SPARE FOR ML-201,000000000030000032,2000,SP02,,ELEC-MOTR,,3.000,EA,2025-12-08T00:00:00,2026-02-09T00:00:00,100368.57,1.000,,,,0.000,false,1000000084
2000007847,00010,NB,,B,2,X,Z01,VZIREQ03,VZIREQ04,OAR SPARE FOR ML-202,000000000030000032,2000,SP02,,ELEC-MOTR,,1.000,EA,2025-12-08T00:00:00,2026-02-09T00:00:00,100368.57,1.000,,4500007839,00010,1.000,true,1000000085
2000007848,00010,NB,,B,2,X,Z03,VZIREQ03,VZIREQ05,OAR SPARE FOR SC-701,000000000030000032,4000,SP04,,ELEC-MOTR,,4.000,EA,2026-01-20T00:00:00,2026-03-24T00:00:00,100368.57,1.000,,4500007840,00010,4.000,true,1000000086
2000007849,00010,NB,,B,2,X,Z03,VZIREQ02,VZIREQ02,OAR SPARE FOR CV-502,000000000030000032,4000,SP04,,ELEC-MOTR,,4.000,EA,2025-10-29T00:00:00,2025-12-31T00:00:00,100368.57,1.000,,4500007841,00010,4.000,true,1000000087
2000007850,00010,NB,,B,2,X,Z01,VZIREQ02,VZIREQ02,OAR SPARE FOR ML-201,000000000030000033,2000,SP02,,CONV-COMP,,1.000,EA,2025-12-13T00:00:00,2026-03-02T00:00:00,98242.86,1.000,,4500007842,00010,1.000,true,1000000088
2000007851,00010,NB,,B,2,X,Z02,VZIREQ05,VZIREQ03,OAR SPARE FOR TH-401,000000000030000033,2000,SP02,,CONV-COMP,,4.000,EA,2025-09-08T00:00:00,2025-11-26T00:00:00,98242.86,1.000,,4500007843,00010,4.000,true,1000000089
2000007852,00010,NB,,B,2,X,Z02,VZIREQ04,VZIREQ04,OAR SPARE FOR ML-201,000000000030000033,2000,SP02,,CONV-COMP,,1.000,EA,2025-09-07T00:00:00,2025-11-25T00:00:00,98242.86,1.000,,4500007844,00010,1.000,true,1000000090
2000007853,00010,NB,,B,2,X,Z01,VZIREQ05,VZIREQ04,OAR SPARE FOR ML-202,000000000030000034,1000,SP01,,ELEC-CTRL,,2.000,EA,2026-05-13T00:00:00,2026-07-06T00:00:00,175233.34,1.000,,4500007845,00010,2.000,true,1000000091
2000007854,00010,NB,,B,2,X,Z01,VZIREQ05,VZIREQ04,OAR SPARE FOR CR-102,000000000030000035,4000,SP04,,MECH-BRG,,4.000,EA,2025-12-06T00:00:00,2025-12-15T00:00:00,48858.11,1.000,,4500007846,00010,4.000,true,1000000092
2000007855,00010,NB,,B,2,X,Z03,VZIREQ01,VZIREQ02,OAR SPARE FOR CV-502,000000000030000035,4000,SP04,,MECH-BRG,,3.000,EA,2026-05-18T00:00:00,2026-05-27T00:00:00,48858.11,1.000,,4500007847,00010,3.000,true,1000000093
2000007856,00010,NB,,B,2,X,Z02,VZIREQ03,VZIREQ02,OAR SPARE FOR ML-202,000000000030000035,4000,SP04,,MECH-BRG,,4.000,EA,2026-06-26T00:00:00,2026-07-05T00:00:00,48858.11,1.000,,4500007848,00010,4.000,true,1000000094
2000007857,00010,NB,,B,2,X,Z01,VZIREQ01,VZIREQ01,OAR SPARE FOR PU-611,000000000030000036,1000,SP01,,INST-XMTR,,1.000,EA,2026-01-12T00:00:00,2026-02-07T00:00:00,36992.85,1.000,,4500007849,00010,1.000,true,1000000095
2000007858,00010,NB,,B,2,X,Z03,VZIREQ05,VZIREQ03,OAR SPARE FOR ML-202,000000000030000036,1000,SP01,,INST-XMTR,,4.000,EA,2025-10-10T00:00:00,2025-11-05T00:00:00,36992.85,1.000,,4500007850,00010,4.000,true,1000000096
2000007859,00010,NB,,B,2,X,Z02,VZIREQ05,VZIREQ03,OAR SPARE FOR SC-701,000000000030000036,1000,SP01,,INST-XMTR,,1.000,EA,2026-02-09T00:00:00,2026-03-07T00:00:00,36992.85,1.000,,4500007851,00010,1.000,true,1000000097
2000007860,00010,NB,,B,2,X,Z01,VZIREQ05,VZIREQ04,OAR SPARE FOR FA-810,000000000030000037,4000,SP04,,ELEC-MOTR,,2.000,EA,2025-12-14T00:00:00,2026-02-20T00:00:00,37109.77,1.000,,4500007852,00010,2.000,true,1000000098
2000007861,00010,NB,,B,2,X,Z02,VZIREQ03,VZIREQ05,OAR SPARE FOR FA-810,000000000030000037,4000,SP04,,ELEC-MOTR,,4.000,EA,2026-02-15T00:00:00,2026-04-24T00:00:00,37109.77,1.000,,4500007853,00010,4.000,true,1000000099
2000007862,00010,NB,,B,2,X,Z03,VZIREQ04,VZIREQ05,OAR SPARE FOR ML-202,000000000030000037,1000,SP01,,ELEC-MOTR,,4.000,EA,2026-03-07T00:00:00,2026-05-14T00:00:00,37109.77,1.000,,4500007854,00010,4.000,true,1000000100
2000007863,00010,NB,,B,2,X,Z01,VZIREQ01,VZIREQ03,OAR SPARE FOR PU-610,000000000030000038,4000,SP04,,INST-XMTR,,1.000,EA,2026-03-26T00:00:00,2026-07-05T00:00:00,162830.37,1.000,,4500007855,00010,1.000,true,1000000101
2000007864,00010,NB,,B,2,X,Z02,VZIREQ03,VZIREQ03,OAR SPARE FOR FA-810,000000000030000038,4000,SP04,,INST-XMTR,,3.000,EA,2026-02-20T00:00:00,2026-06-01T00:00:00,162830.37,1.000,,4500007856,00010,3.000,true,1000000102
2000007865,00010,NB,,B,2,X,Z02,VZIREQ02,VZIREQ04,OAR SPARE FOR TH-401,000000000030000039,1000,SP01,,CONV-COMP,,3.000,EA,2026-04-17T00:00:00,2026-06-07T00:00:00,47676.50,1.000,,4500007857,00010,3.000,true,1000000103
2000007866,00010,NB,,B,2,X,Z01,VZIREQ01,VZIREQ01,OAR SPARE FOR FL-310,000000000030000039,1000,SP01,,CONV-COMP,,3.000,EA,2026-05-02T00:00:00,2026-06-22T00:00:00,47676.50,1.000,,4500007858,00010,3.000,true,1000000104
2000007867,00010,NB,,B,2,X,Z02,VZIREQ04,VZIREQ02,OAR SPARE FOR FL-310,000000000030000039,1000,SP01,,CONV-COMP,,4.000,EA,2026-03-07T00:00:00,2026-04-27T00:00:00,47676.50,1.000,,4500007859,00010,4.000,true,1000000105
2000007868,00010,NB,,B,2,X,Z02,VZIREQ05,VZIREQ05,OAR SPARE FOR CR-102,000000000030000040,1000,SP01,,MECH-BRG,,2.000,EA,2025-10-12T00:00:00,2026-01-08T00:00:00,83538.40,1.000,,4500007860,00010,2.000,true,1000000106
2000007869,00010,NB,,B,2,X,Z03,VZIREQ04,VZIREQ03,OAR SPARE FOR FA-810,000000000030000040,1000,SP01,,MECH-BRG,,2.000,EA,2025-08-26T00:00:00,2025-11-22T00:00:00,83538.40,1.000,,4500007861,00010,2.000,true,1000000107
2000007870,00010,NB,,B,2,X,Z01,VZIREQ03,VZIREQ03,OAR SPARE FOR ML-201,000000000030000040,1000,SP01,,MECH-BRG,,4.000,EA,2026-04-25T00:00:00,2026-07-22T00:00:00,83538.40,1.000,,4500007862,00010,4.000,true,1000000108
2000007871,00010,NB,,B,2,X,Z02,VZIREQ02,VZIREQ04,OAR SPARE FOR CV-502,000000000030000041,2000,SP02,,HYDR-ASSY,,2.000,EA,2026-04-27T00:00:00,2026-06-25T00:00:00,128452.02,1.000,,4500007863,00010,2.000,true,1000000109
2000007872,00010,NB,,B,2,X,Z02,VZIREQ05,VZIREQ05,OAR SPARE FOR FL-310,000000000030000042,4000,SP04,,ELEC-MOTR,,2.000,EA,2026-05-18T00:00:00,2026-06-02T00:00:00,76624.38,1.000,,4500007864,00010,2.000,true,1000000110
2000007873,00010,NB,,B,2,X,Z02,VZIREQ05,VZIREQ03,OAR SPARE FOR ML-202,000000000030000042,4000,SP04,,ELEC-MOTR,,2.000,EA,2025-11-05T00:00:00,2025-11-20T00:00:00,76624.38,1.000,,4500007865,00010,2.000,true,1000000111
2000007874,00010,NB,,B,2,X,Z01,VZIREQ05,VZIREQ02,OAR SPARE FOR FL-310,000000000030000043,3000,SP03,,MECH-SEAL,,2.000,EA,2026-03-12T00:00:00,2026-05-18T00:00:00,125305.09,1.000,,4500007866,00010,2.000,true,1000000112
2000007875,00010,NB,,B,2,X,Z02,VZIREQ03,VZIREQ04,OAR SPARE FOR PU-611,000000000030000043,3000,SP03,,MECH-SEAL,,1.000,EA,2025-09-09T00:00:00,2025-11-15T00:00:00,125305.09,1.000,,4500007867,00010,1.000,true,1000000113
2000007876,00010,NB,,B,2,X,Z01,VZIREQ05,VZIREQ03,OAR SPARE FOR SC-701,000000000030000044,3000,SP03,,MECH-BRG,,3.000,EA,2026-02-27T00:00:00,2026-06-24T00:00:00,312020.65,1.000,,4500007868,00010,3.000,true,1000000114
2000007877,00010,NB,,B,2,X,Z02,VZIREQ01,VZIREQ01,OAR SPARE FOR CR-101,000000000030000044,3000,SP03,,MECH-BRG,,1.000,EA,2025-12-28T00:00:00,2026-04-24T00:00:00,312020.65,1.000,,4500007869,00010,1.000,true,1000000115
2000007878,00010,NB,,B,2,X,Z01,VZIREQ01,VZIREQ03,OAR SPARE FOR ML-201,000000000030000045,2000,SP02,,HYDR-ASSY,,1.000,EA,2025-10-15T00:00:00,2025-11-02T00:00:00,4553.73,1.000,,4500007870,00010,1.000,true,1000000116
2000007879,00010,NB,,B,2,X,Z01,VZIREQ02,VZIREQ01,OAR SPARE FOR CV-501,000000000030000045,2000,SP02,,HYDR-ASSY,,4.000,EA,2026-06-04T00:00:00,2026-06-22T00:00:00,4553.73,1.000,,4500007871,00010,4.000,true,1000000117
